DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1481_Actual,S1481_Simulated
3.258096538021482,2.5129296442372437,0.0,0.502759145915681
3.258096538021482,3.4093096430144554,0.0,0.3561261422001686
3.258096538021482,2.0070156791491955,0.0,0.7395139924051416
3.258096538021482,3.1291486152000436,0.0,0.8639220012330076
3.258096538021482,2.168043973652059,0.0,0.8089220716457837
3.258096538021482,2.287449546936975,0.0,0.0
3.258096538021482,1.717957192330069,0.15415067982725825,0.6834404483228145
3.258096538021482,3.1024790970162206,0.2876820724517809,0.11412789700762166
3.258096538021482,2.774039900685388,0.4054651081081644,0.5518978437102793
3.258096538021482,2.8981122622075324,0.5108256237659906,0.0
3.258096538021482,2.4597719599855314,0.6061358035703155,1.20811232810407
3.258096538021482,2.055665121215785,0.6931471805599453,0.0
