DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1481_Actual,S1481_Simulated
3.258096538021482,2.5129296442372437,0.0,0.502759145915681
3.258096538021482,1.9262852653195457,0.0,0.8450994354691104
3.258096538021482,2.6552032511787393,0.0,0.2690648055339038
3.258096538021482,2.5576371717969337,0.0,0.0
3.258096538021482,2.144441540824481,0.0,0.6013117226302493
3.258096538021482,2.5445598324066725,0.0,0.7544259672572535
3.258096538021482,2.8016217233709133,0.15415067982725825,1.3147678352857697
3.258096538021482,2.9436061500959148,0.2876820724517809,0.463312824320222
3.258096538021482,2.1979591703893653,0.4054651081081644,0.0
3.258096538021482,2.0372594169432805,0.5108256237659906,1.3319723556297647
3.258096538021482,3.123570843651696,0.6061358035703155,0.22456131999071094
3.258096538021482,3.5603219069040177,0.6931471805599453,0.2835964853376971
