DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1481_Actual,S1481_Simulated
3.258096538021482,2.5129296442372437,0.0,0.502759145915681
3.258096538021482,2.3826970928701603,0.0,0.8097927237059563
3.258096538021482,2.6271860009838646,0.0,0.36812591888331847
3.258096538021482,2.168314494302941,0.0,0.24452417994343933
3.258096538021482,1.7896489218592169,0.0,0.5521041461142051
3.258096538021482,1.9929157125373644,0.0,0.36997525959879085
3.258096538021482,3.288054035005766,0.15415067982725825,0.4002665405789284
3.258096538021482,3.394713690465153,0.2876820724517809,0.4814293086308575
3.258096538021482,2.450549221806379,0.4054651081081644,0.204483038710781
3.258096538021482,3.107824027508704,0.5108256237659906,0.32603977178171295
3.258096538021482,2.0357296795304713,0.6061358035703155,0.5076920789369455
3.258096538021482,3.8535731820000096,0.6931471805599453,0.24704085540634768
