RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S1488_Actual,S1488_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated
3.1354942159291497,3.3944648510557793,1.791759469228055,1.8846891797460226,1.0986122886681098,1.539752183574873,5.924255797414532,4.9970275798126575,6.863803391452954,5.996123387695626
3.1354942159291497,4.772568827758849,1.791759469228055,1.9404988029810446,1.0986122886681098,1.2617171323026772,6.018593214496234,3.837043841802769,6.893656354602635,6.602061532003487
3.1354942159291497,3.0538514689593934,1.791759469228055,3.505310387682928,1.0986122886681098,0.8664553202765877,6.025865973825314,4.488952572593332,6.904750769961838,6.7324316656485514
3.1354942159291497,4.9208083327784635,1.791759469228055,2.2861523530957735,1.0986122886681098,1.07141664694661,6.028278520230698,4.562697601677735,6.907755278982137,6.983923805455752
3.1354942159291497,4.332991177558789,1.791759469228055,2.031621990557606,1.0986122886681098,2.359822380851274,6.018593214496234,5.611210772602653,6.926577033222725,5.073312777176506
3.258096538021482,2.519869801754717,1.791759469228055,1.7559409459842923,1.0986122886681098,1.180008526297662,5.937536205082426,3.609061314094542,6.903747257584598,6.970815313002778
3.258096538021482,3.5735905244633077,2.772588722239781,1.9528079909764404,1.3862943611198906,2.191545767504015,6.016157159698354,4.35237983975864,7.00397413672268,5.611426435554538
3.332204510175204,4.149123913256708,2.6390573296152584,1.1753126398481029,0.6931471805599453,1.888794561650777,5.713732805509369,4.500588146314347,6.760414691083428,6.022901711172262
3.332204510175204,2.0980159673886183,2.6390573296152584,2.324017403347228,0.6931471805599453,0.7612462800755365,5.71042701737487,6.664670305363511,6.7357800142423265,7.573962264014256
3.332204510175204,2.534028676453028,2.6390573296152584,1.6683266587953776,0.6931471805599453,1.7524809690414407,5.683579767338681,5.8299397295585065,6.734591659972948,6.585160932760177
3.332204510175204,3.943201669411982,2.6390573296152584,1.2576871877879234,0.6931471805599453,1.7261714442927136,5.69035945432406,6.0542080164798815,6.738152494595957,5.542543577482146
3.332204510175204,2.058657124853851,2.6390573296152584,1.4560908658943092,0.6931471805599453,3.050639530901631,5.697093486505405,7.0549143919262445,6.7580945044277305,3.9997283979493643
