S00117_Actual,S00117_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
3.1354942159291497,2.5303576481378562,0.0,0.9905216270195651,3.784189633918261,3.1506115414840274,5.181783550292085,3.5229343997453917,3.044522437723423,2.3890504800855394,0.0,1.1165674294446044
3.1354942159291497,2.818861399558286,0.0,1.5447335615425808,3.784189633918261,2.4183702038236214,5.181783550292085,3.096887981315432,3.044522437723423,2.662806936843256,0.0,0.9044950852877595
3.1354942159291497,1.7914486230974824,0.0,0.0,3.784189633918261,1.5513964180880724,5.181783550292085,2.8591660566328265,3.044522437723423,2.8307718066334564,0.0,1.116883123816064
3.1354942159291497,2.788737139978085,0.0,0.0951551726482055,3.784189633918261,4.004586742862601,5.181783550292085,2.577682350806564,3.044522437723423,3.302596705003603,0.0,0.0
3.1354942159291497,2.4920563443444737,0.0,0.5765014436097605,3.784189633918261,2.1468219701889835,5.181783550292085,5.072966870134578,3.044522437723423,2.746405813247983,0.0,2.7670708168415183
3.1354942159291497,2.9531592419751465,0.0,0.9978451874936466,3.784189633918261,2.257531197858552,5.181783550292085,4.747496684397746,3.044522437723423,2.850275726014609,0.0,1.3132984915723478
3.1354942159291497,1.9794711800997322,0.0,0.6539550502324623,3.784189633918261,2.144594641802149,5.181783550292085,5.092879269443973,3.044522437723423,2.46300319381526,0.0,1.7366125211596313
3.1354942159291497,2.731112301416105,0.0,1.7403096894396328,3.784189633918261,3.9042601348369015,5.181783550292085,3.366463933451296,3.044522437723423,1.055198398885173,0.0,0.0
3.1354942159291497,2.2181429314702683,0.0,0.7716734578968212,3.784189633918261,2.5047105009966324,5.181783550292085,5.059347811490958,3.044522437723423,3.3240529024904824,0.0,1.4575905586940476
3.1354942159291497,1.8886814809475507,0.0,1.736400555543303,3.784189633918261,3.680639762436593,5.181783550292085,4.5810071634323215,3.044522437723423,2.4151059782882487,0.0,0.0
3.1354942159291497,2.9016789659986166,0.0,0.5080758215329793,3.784189633918261,3.609557989782438,5.181783550292085,4.493473333184174,3.044522437723423,1.840090144359667,0.0,2.7430811256156327
3.1354942159291497,2.1953038352228122,0.0,0.7442045566948063,3.784189633918261,3.2394887539049444,5.181783550292085,4.234009967308147,3.044522437723423,2.643859394801949,0.0,0.81454265815541
3.1354942159291497,2.9520276072685934,0.0,0.5173818158240919,3.784189633918261,4.258913907178666,5.181783550292085,4.164455635100773,3.044522437723423,3.4222489262005493,0.0,1.0312422036967719
3.1354942159291497,2.1067442706710686,0.0,0.0,3.784189633918261,4.383912034968546,5.181783550292085,4.542109013709088,3.044522437723423,2.596142713735544,0.0,0.659071113406068
3.1354942159291497,3.033773432586617,0.0,1.1739893760838807,3.784189633918261,4.386390938431823,5.181783550292085,3.089456974981928,3.044522437723423,3.2041342365093306,0.0,0.8422859468678889
3.1354942159291497,2.102936902822839,0.0,2.0776344889547502,3.784189633918261,2.484670392782679,5.181783550292085,4.981371611968312,3.044522437723423,1.7992036202349362,0.0,1.0081623537398763
3.1354942159291497,2.990997472032488,0.0,1.0292544364803875,3.784189633918261,4.895585625589545,5.181783550292085,3.8117523613180273,3.044522437723423,2.198023822018083,0.0,1.211724042562422
3.1354942159291497,2.4664353449905727,0.0,1.738577709075238,3.784189633918261,2.8359780558641874,5.181783550292085,3.9984127105721265,3.044522437723423,1.3534466812333772,0.0,0.47860127282825693
3.1354942159291497,3.0022156746446673,0.0,1.586813888302288,3.784189633918261,3.04850823019542,5.181783550292085,4.572752128108103,3.044522437723423,2.433672257868775,0.0,1.1461047152869754
3.1354942159291497,2.711367058469767,0.0,1.0608211640593517,3.784189633918261,3.281506849099166,5.181783550292085,2.947535248254662,3.044522437723423,2.0377709980169936,0.0,1.642178083657083
3.1354942159291497,2.310673525195255,0.0,2.303408783551789,3.784189633918261,1.4802358473925292,5.181783550292085,3.6669815467068325,3.044522437723423,1.7057005274003676,0.0,0.020978019305537332
3.1354942159291497,1.9055875789840675,0.0,0.9869216098598624,3.784189633918261,3.3241414949812573,5.181783550292085,3.15588706352999,3.044522437723423,2.822707435110325,0.0,0.7840757556881492
3.1354942159291497,2.5816036221136534,0.0,0.9644085028942312,3.784189633918261,1.99615151399829,5.181783550292085,5.525019485757926,3.044522437723423,2.433494831992928,0.0,2.4220696267517146
3.1354942159291497,2.7683881156472987,0.0,0.4458418918088404,3.784189633918261,2.518674749130381,5.181783550292085,3.2747400362104555,3.044522437723423,1.5298954548894748,0.0,1.5261852666304114
