,Actual_last_5_vals,Mean_Simulation,Simulated_21,Simulated_7,Simulated_8,Simulated_3,Simulated_33,Simulated_13,Simulated_41,Simulated_36,Simulated_34,Simulated_47,Simulated_12,Simulated_45,Simulated_9,Simulated_44,Simulated_0,Simulated_39,Simulated_20,Simulated_24,Simulated_29,Simulated_22,Simulated_27,Simulated_26,Simulated_18,Simulated_32,Simulated_5,Simulated_48,Simulated_1,Simulated_42,Simulated_16,Simulated_35,Simulated_46,Simulated_10,Simulated_40,Simulated_15,Simulated_17,Simulated_2,Simulated_43,Simulated_6,Simulated_37,Simulated_11,Simulated_28,Simulated_19,Simulated_23,Simulated_49,Simulated_30,Simulated_25,Simulated_31,Simulated_14,Simulated_38,Simulated_4
0,17359.285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17360.714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17362.14285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17363.571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,17365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58,14663.58
6,,14886.33,14772.97,15579.96,14740.26,15341.29,16504.65,15295.95,15118.1,11478.53,13604.72,15241.97,15353.58,14846.49,14382.91,15238.01,15945.59,15096.75,15339.68,12990.28,14813.52,14077.3,14712.64,13729.34,14848.81,14505.84,14909.94,12635.45,14472.21,14122.13,12564.75,15906.88,12466.14,14332.68,15205.44,14669.46,15159.66,14181.23,13443.98,16680.72,15391.48,12061.86,15032.97,17461.9,16926.09,15535.5,14636.05,18485.28,13955.13,16733.28,17378.3,16408.67
7,,14766.82,14289.81,14742.88,14047.62,13609.58,13575.66,17962.9,13479.99,14971.5,14787.33,15702.87,13196.43,13501.67,15412.39,13855.15,14004.12,16711.72,14634.3,15836.81,15722.54,15401.85,14231.27,15286.23,15432.71,14130.81,14727.23,14034.91,15553.71,13682.53,16397.16,14481.31,17180.67,16703.82,13611.73,13297.41,16163.09,16120.68,15050.96,10806.06,16422.35,15031.97,16646.4,11432.72,16666.07,12905.62,15663.07,12346.48,15491.38,13921.29,16667.45,12806.9
8,,14693.93,13641.08,14298.19,15058.65,13072.49,16163.99,14770.99,16203.33,14587.33,15725.18,14327.81,15645.92,16783.91,13419.5,11273.19,16587.0,15767.15,16184.63,13694.66,17160.42,16627.26,14825.29,13485.13,14855.32,15794.43,14439.72,14983.37,13429.1,12800.92,13894.67,12286.98,14140.59,14028.13,12998.55,16432.95,14088.59,17333.18,17129.83,14895.07,13333.88,16962.63,11890.05,13836.24,12606.64,16821.77,15571.02,14678.57,17114.46,13167.77,11404.08,14474.86
9,,15076.7,15289.04,15006.13,17926.77,14071.04,15277.79,15917.53,15497.23,14951.64,16195.56,15262.11,16434.91,15754.57,14959.28,14999.81,16388.76,15878.84,14972.51,15269.91,13943.85,14617.05,13010.6,15660.7,12080.05,15343.48,15638.27,14598.66,14979.38,14662.25,17139.02,14752.39,16330.78,18672.47,13072.91,12607.32,16870.24,16110.85,14137.85,14196.16,17366.42,14429.9,12998.73,16207.1,14526.7,13108.07,14868.15,14939.77,11079.52,16650.25,16400.42,12782.4
10,,14653.18,14276.63,14433.12,14607.62,14229.38,14237.68,14260.25,15670.5,14095.48,13272.84,13724.49,14360.68,14343.77,14913.38,14888.2,14576.53,15247.96,16021.42,12876.5,16419.76,16071.65,12768.49,13140.16,15291.36,15653.54,12706.03,15354.44,13672.26,14914.56,16952.72,12778.82,14184.23,15570.57,13353.88,15284.85,15727.55,12842.17,17609.71,13484.33,15408.03,17594.19,16111.69,15071.04,13307.67,14085.8,12686.72,12236.23,17378.34,16536.53,14616.7,13808.73
