RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated
3.1354942159291497,3.3944648510557793,1.791759469228055,1.8846891797460226,5.924255797414532,4.9970275798126575,6.863803391452954,5.996123387695626
3.1354942159291497,4.167654886802354,1.791759469228055,1.829727076360414,6.018593214496234,4.976392542425369,6.893656354602635,5.300034015333286
3.1354942159291497,3.5861215191936835,1.791759469228055,1.3780323449199827,6.025865973825314,3.765492235208529,6.904750769961838,6.889475177427714
3.1354942159291497,3.666345667687886,1.791759469228055,1.586095074483278,6.028278520230698,4.8204001171806885,6.907755278982137,6.345902844058189
3.1354942159291497,2.892015527570461,1.791759469228055,1.330574978898,6.018593214496234,4.126274699210803,6.926577033222725,7.031224782214144
3.258096538021482,3.1889853921823157,1.791759469228055,1.6151191575465003,5.937536205082426,4.493326445650733,6.903747257584598,5.656512890418236
3.258096538021482,2.713897589128731,2.772588722239781,2.4975996318475273,6.016157159698354,4.838556516850309,7.00397413672268,5.106952539412637
3.332204510175204,3.759937116304937,2.6390573296152584,1.8143872691995182,5.713732805509369,4.474264457159853,6.760414691083428,3.988545317039116
3.332204510175204,2.9979380380136122,2.6390573296152584,2.097768562789859,5.71042701737487,5.3384530905865635,6.7357800142423265,5.404912068435304
3.332204510175204,4.216247827710322,2.6390573296152584,1.8929125198725667,5.683579767338681,5.019971810036743,6.734591659972948,4.015306319467619
3.332204510175204,3.834102549453786,2.6390573296152584,2.1648158121086674,5.69035945432406,5.69025342226054,6.738152494595957,7.629015424197158
3.332204510175204,4.315067717494695,2.6390573296152584,1.6068705591675034,5.697093486505405,5.741028721155798,6.7580945044277305,6.749505970057776
