S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1155_Actual,S1155_Simulated
5.583496308781699,5.905965091877481,5.147494476813453,5.406354149356674,5.1647859739235145,5.623524564790877,5.953243334287785,6.198847681621536,1.9459101490553132,2.218394196647229,6.040254711277414,5.778379256897303,3.8918202981106265,3.9342304055250064
5.575949103146316,6.403614211399883,5.159055299214529,4.900528494629434,5.170483995038151,5.183102855480323,5.948034989180646,5.411807813518596,1.9459101490553132,2.180434359226382,6.059123195581797,5.486999241448804,3.828641396489095,4.464514596315354
5.572154032177765,6.019010792613872,5.170483995038151,6.064166224563012,5.176149732573829,5.311076818532932,5.953243334287785,6.832105818946224,1.9459101490553132,1.0672754414214733,6.0844994130751715,5.579744999327031,3.828641396489095,3.3275526938462767
5.796057750765372,6.07861449157119,5.768320995793772,5.542562403070944,5.817111159963204,5.911141522781463,6.313548046277095,5.564567325994307,1.9459101490553132,2.571606495877242,6.293419278846481,5.626458270337596,4.1588830833596715,3.7778379044080714
5.796057750765372,6.491382070313448,5.720311776607412,4.6330507751181305,5.814130531825066,5.86774592075823,6.274762021241939,7.000198834786037,1.9459101490553132,3.07987361640507,5.700443573390687,5.159534518107456,4.1588830833596715,4.091962128481753
5.84354441703136,5.064090030590313,5.726847747587197,5.891889206906839,5.814130531825066,6.01605131063339,6.272877006546167,5.946472335553137,1.9459101490553132,2.3715201584341044,5.707110264748875,5.805498105095363,4.1588830833596715,3.7944744925451426
5.8377304471659395,5.335440246149131,5.726847747587197,4.215300917310056,5.814130531825066,5.509265341721682,6.269096283706261,5.6441483727515624,1.9459101490553132,3.3138705526344436,5.697093486505405,5.947312783069025,4.174387269895637,3.892939364838447
5.834810737062605,5.457747537575496,5.739792912179234,5.382692220682655,5.817111159963204,5.310541645884583,6.285998094508865,7.255940598516309,1.9459101490553132,1.0226645978556483,5.697093486505405,5.892626185052596,4.189654742026425,4.510274803456081
5.834810737062605,6.015220345786356,5.7430031878094825,5.8404986075153555,5.817111159963204,5.523532643843481,6.306275286948016,5.913027787282561,1.9459101490553132,2.3706559469526014,5.723585101952381,5.205937043372853,4.189654742026425,4.481903688104375
5.8377304471659395,6.40558949214237,5.723585101952381,4.682918831368224,5.820082930352362,6.359315180562045,6.333279628139691,5.0075475354782055,1.9459101490553132,1.0003026833567648,5.703782474656201,5.459121745153769,4.248495242049359,4.225636576348851
5.8377304471659395,5.772327860731634,5.723585101952381,5.431685722052942,5.820082930352362,5.716890506709158,6.335054251498059,5.92520818973243,1.9459101490553132,3.6951466647383304,5.713732805509369,6.066394116224796,4.248495242049359,3.8136890438607365
5.840641657373398,6.515707630811983,5.726847747587197,5.065947158073693,5.820082930352362,5.471243879473422,6.327936783729195,6.247295595489794,1.9459101490553132,2.491541431517859,5.703782474656201,6.014711136253095,4.248495242049359,3.879581577387043
5.840641657373398,5.886889350687009,5.726847747587197,5.47324617656503,5.823045895483019,5.657986289994521,6.327936783729195,6.10141950334615,1.9459101490553132,3.2841326008456986,5.717027701406222,5.70075333098781,4.248495242049359,4.0697479012536295
5.786897381366708,6.309727746377728,5.717027701406222,5.273353891164144,5.814130531825066,6.234558224772649,6.311734809152915,5.937265626731285,1.9459101490553132,1.3219173408290739,5.700443573390687,6.00156012049729,4.248495242049359,3.8280327814259683
5.783825182329737,6.828430233931148,5.720311776607412,6.194416819312861,5.811140992976701,6.538839159010382,6.302618975744905,6.265554742567081,1.9459101490553132,2.222358104477339,5.69035945432406,5.7384782346432495,4.248495242049359,3.914522922168363
5.7745515455444085,6.506962231064747,5.720311776607412,5.983444181648021,5.811140992976701,5.769878193079278,6.313548046277095,5.897034116138364,1.9459101490553132,2.097896841546742,5.680172609017068,6.335406745520614,4.2626798770413155,3.7918231385048626
5.755742213586912,5.472763951341549,5.720311776607412,5.5125095146068555,5.811140992976701,5.644039730612246,6.3080984415095305,6.003729058452677,1.791759469228055,1.982042741122813,5.631211781821365,5.818161795319807,4.23410650459726,4.2628897815346924
5.765191102784844,5.55942757992647,5.726847747587197,5.476283784494,5.811140992976701,5.769252781981722,6.298949246855942,6.814909359569952,1.791759469228055,2.914152942427931,5.634789603169249,5.073461655647513,4.23410650459726,3.7746633675647154
5.765191102784844,5.553441665039563,5.733341276897746,5.47170276429829,5.811140992976701,5.855862042328629,6.298949246855942,6.325674752391281,1.791759469228055,1.0369186042236274,5.66988092298052,5.7516713081020665,4.23410650459726,3.099352162441079
5.75890177387728,6.322999533214376,5.703782474656201,5.912078942559239,5.808142489980444,5.295646437005308,6.278521424165844,6.151490231523167,1.791759469228055,1.4652144823842268,5.6131281063880705,6.211551439381975,4.23410650459726,4.114882026271329
5.7745515455444085,5.067522081108796,5.717027701406222,4.801488663500511,5.808142489980444,5.732522185758489,6.278521424165844,6.684816269401461,1.791759469228055,2.683825246761833,5.616771097666572,5.9828029924725605,4.23410650459726,3.697926594502285
5.765191102784844,4.836174379926033,5.71042701737487,4.850931247975751,5.808142489980444,6.462047694550944,6.2878585601617845,5.734013641868911,1.791759469228055,3.1036560542899796,5.616771097666572,6.23477689515747,4.23410650459726,4.203967888606656
5.777652323222656,6.022667196586801,5.707110264748875,4.955156090840159,5.755742213586912,6.063111955455294,6.3080984415095305,6.590225113753664,1.791759469228055,2.2745206223175845,5.66988092298052,5.690250874127463,4.23410650459726,3.7941595562700456
5.777652323222656,6.038516693552645,5.707110264748875,5.0675615863997105,5.755742213586912,5.289466488572404,6.3080984415095305,6.043487957914231,1.791759469228055,2.4569697203306875,5.66988092298052,5.77975758124569,4.23410650459726,4.399662274966784
