S1213_Actual,S1213_Simulated,S1488_Actual,S1488_Simulated,S1226_Actual,S1226_Simulated,S1155_Actual,S1155_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
6.2324480165505225,5.194460844659627,2.302585092994046,2.427345894429739,3.713572066704308,3.595057177045192,2.5649493574615367,2.5986783502196977,4.143134726391533,4.109089806957299,3.912023005428146,4.123671636980064,1.791759469228055,2.6344328271877484
6.2324480165505225,5.095641984796739,2.302585092994046,2.848848828676661,3.713572066704308,3.6249303838493763,2.5649493574615367,2.704562037387315,4.143134726391533,4.109488428469661,3.912023005428146,4.160153929166354,1.791759469228055,2.384923029280273
6.2324480165505225,5.547774963067754,2.302585092994046,2.69191978636346,3.713572066704308,3.63171234393301,2.5649493574615367,2.6081018756828285,4.143134726391533,4.117877018368202,3.912023005428146,3.931946328172086,1.791759469228055,2.4709972569016037
6.2324480165505225,5.252278163419757,2.302585092994046,2.383361011144481,3.713572066704308,3.6382256187635447,2.5649493574615367,2.5683735207439105,4.143134726391533,4.065790557296902,3.912023005428146,4.3287390445199305,1.791759469228055,3.0337413111576006
6.2324480165505225,4.831919847063168,2.302585092994046,2.902934093285474,3.713572066704308,3.645844907631632,2.5649493574615367,2.6616467568538456,4.143134726391533,4.076032497404119,3.912023005428146,4.120593957092142,1.791759469228055,2.446243027876222
6.2324480165505225,5.15732652536881,2.302585092994046,1.9052725683799774,3.713572066704308,3.6148902388362054,2.5649493574615367,2.567296351404249,4.143134726391533,4.0675488555861605,3.912023005428146,4.0767795455480105,1.791759469228055,2.7826169663714952
6.2324480165505225,5.751173779538735,2.302585092994046,2.229640547352661,3.713572066704308,3.6244213856575067,2.5649493574615367,2.5743446276094364,4.143134726391533,4.108992484041728,3.912023005428146,4.181761746640382,1.791759469228055,3.1725592184663567
6.2324480165505225,6.164956940482338,2.302585092994046,1.7923545047565306,3.713572066704308,3.537694510037954,2.5649493574615367,2.559351304379156,4.143134726391533,4.172706549157226,3.912023005428146,4.148668255004284,1.791759469228055,1.7419034626835204
6.2324480165505225,5.432572897732283,2.302585092994046,2.455535764031301,3.713572066704308,3.629093089367622,2.5649493574615367,2.5890236615423556,4.143134726391533,3.992662547570807,3.912023005428146,4.131957696622795,1.791759469228055,3.323281212553102
6.2324480165505225,5.739802573743738,2.302585092994046,2.788173153178,3.713572066704308,3.5366770680326973,2.5649493574615367,2.6051527268798624,4.143134726391533,4.169234896109739,3.912023005428146,4.313071963498681,1.791759469228055,2.8527462574366966
6.2324480165505225,5.588338472588587,2.302585092994046,2.503790731218912,3.713572066704308,3.6922123836832905,2.5649493574615367,2.628974026294087,4.143134726391533,4.145537359546166,3.912023005428146,4.023387520640407,1.791759469228055,2.7699124553502896
6.2324480165505225,4.8350364599987365,2.302585092994046,2.6949855802899547,3.713572066704308,3.6285495215911525,2.5649493574615367,2.665763212473919,4.143134726391533,4.119984682946571,3.912023005428146,4.007793787916371,1.791759469228055,2.4997944243243566
6.231792923176292,5.78947699258905,2.302585092994046,2.1261675584495228,3.713572066704308,3.6091199024971914,2.5649493574615367,2.5689717455843737,4.143134726391533,4.039548154431574,3.912023005428146,4.125944333473026,1.8458266904983307,2.5562711598337002
6.231137400373402,4.92387578950451,2.302585092994046,2.3138461314010046,3.713572066704308,3.534541192390045,2.5649493574615367,2.6286073509163823,4.143134726391533,4.110050081205939,3.912023005428146,3.96643251936494,1.8971199848858813,2.569893222728042
6.230481447578482,4.481215535322553,2.302585092994046,2.778892662893784,3.713572066704308,3.6303442322902906,2.5649493574615367,2.476812248435337,4.143134726391533,4.0752365715203585,3.912023005428146,4.018532571307467,1.9459101490553132,2.431824579530074
6.230700146321836,5.001964142947448,2.302585092994046,2.083922938295068,3.713572066704308,3.6369697576342523,2.5649493574615367,2.603350347724388,4.143134726391533,4.130065250153656,3.912023005428146,4.172810387847003,1.9459101490553132,2.2728284834390853
6.230918797246507,4.307638888532994,2.302585092994046,2.1146800127567045,3.713572066704308,3.6012513275234403,2.5649493574615367,2.6675417152288206,4.143134726391533,4.097941756470076,3.912023005428146,4.288096544696724,1.9459101490553132,2.666738668748775
6.231137400373402,5.7166669069633596,2.302585092994046,2.529152773984714,3.713572066704308,3.595413884553133,2.5649493574615367,2.507810789998903,4.143134726391533,3.9981162771232253,3.912023005428146,4.058775026914986,1.9459101490553132,3.110780546027518
6.231355955723415,5.375516993140978,2.302585092994046,3.011087678812732,3.713572066704308,3.522024946917532,2.5649493574615367,2.624903068580147,4.143134726391533,4.056992242541294,3.912023005428146,4.015694820718984,1.9459101490553132,2.6932888212525454
6.231574463317423,4.852742069692436,2.302585092994046,2.5820074218522273,3.713572066704308,3.6393852038729606,2.5649493574615367,2.6510356740758536,4.143134726391533,4.1040943523568965,3.912023005428146,3.94585334589142,1.9459101490553132,2.4444871022753953
6.231792923176292,5.8241876707712406,2.302585092994046,2.5284179588353246,3.713572066704308,3.6027161613523133,2.5649493574615367,2.5894057171381717,4.143134726391533,4.095486255925793,3.912023005428146,4.0788756721516615,1.9459101490553132,3.1408416937735213
6.232011335320876,4.7955400898077585,2.302585092994046,2.963237004185145,3.713572066704308,3.5912329030137693,2.5649493574615367,2.5471759072927016,4.143134726391533,4.06428913881537,3.912023005428146,4.118845887877052,1.9459101490553132,4.070274515747414
