S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1155_Actual,S1155_Simulated
5.840641657373398,5.905965091877481,5.726847747587197,5.406354149356674,5.823045895483019,5.623524564790877,6.327936783729195,6.198847681621536,1.9459101490553132,2.218394196647229,5.717027701406222,5.778379256897303,4.248495242049359,3.9342304055250064
5.786897381366708,6.587069804925564,5.717027701406222,5.370736219907412,5.814130531825066,5.400908532712187,6.311734809152915,6.606191078074846,1.9459101490553132,2.1271877874508696,5.700443573390687,5.864630167899339,4.248495242049359,4.390532836344388
5.783825182329737,5.37872821886665,5.720311776607412,4.907343817465306,5.811140992976701,5.533627610765746,6.302618975744905,6.123520713105081,1.9459101490553132,3.116470194654144,5.69035945432406,6.834129962305229,4.248495242049359,3.7653657268053253
5.7745515455444085,5.590355096428757,5.720311776607412,5.478610591842921,5.811140992976701,5.282229383487293,6.313548046277095,6.210857549497656,1.9459101490553132,1.8207132698033521,5.680172609017068,5.9750477370164985,4.2626798770413155,4.362982597735115
5.755742213586912,6.2222828301637305,5.720311776607412,5.523401685242049,5.811140992976701,5.656499262960157,6.3080984415095305,6.009513312152748,1.791759469228055,0.4960481659843836,5.631211781821365,5.940015516089837,4.23410650459726,4.06301384428977
5.765191102784844,5.1793233792219695,5.726847747587197,4.64249216858902,5.811140992976701,5.1969638043386395,6.298949246855942,5.914016544025741,1.791759469228055,2.1492229840553128,5.634789603169249,5.427152082215856,4.23410650459726,3.518102371527441
5.765191102784844,5.734110583088733,5.733341276897746,5.404824232575615,5.811140992976701,4.238847262536896,6.298949246855942,6.397408161947267,1.791759469228055,2.213778603591192,5.66988092298052,4.819373228204127,4.23410650459726,4.520090641328181
5.75890177387728,5.918570921198656,5.703782474656201,4.930270253281046,5.808142489980444,6.4343988737410065,6.278521424165844,6.180024682095473,1.791759469228055,3.0319816924073266,5.6131281063880705,5.894776197415574,4.23410650459726,4.02660040445888
5.7745515455444085,5.505196375300292,5.717027701406222,5.40528769538753,5.808142489980444,5.590866448896914,6.278521424165844,6.0816548366914915,1.791759469228055,1.892680452990598,5.616771097666572,6.335376161169483,4.23410650459726,3.6596220318399544
5.765191102784844,6.2056738645539635,5.71042701737487,5.597135784774668,5.808142489980444,5.486032260095947,6.2878585601617845,6.179790935972657,1.791759469228055,2.769086994936647,5.616771097666572,6.480448150211637,4.23410650459726,4.3889367939123956
5.777652323222656,6.944143462018951,5.707110264748875,5.21276538152333,5.755742213586912,5.141773065408125,6.3080984415095305,6.370652707405922,1.791759469228055,1.391537800935637,5.66988092298052,5.361262521337135,4.23410650459726,4.089786664658899
5.777652323222656,5.7752018957879185,5.707110264748875,5.527309981199009,5.755742213586912,5.561765145371897,6.3080984415095305,5.710288622571825,1.791759469228055,2.0592257317047786,5.66988092298052,5.26142566994503,4.23410650459726,4.079385887315891
