UselessImportCheck_Actual,UselessImportCheck_Simulated
0.6931471805599453,0.9419256201061317
0.6931471805599453,0.585167542178371
0.6931471805599453,0.7333401391058356
0.6931471805599453,1.4145990125512191
0.6931471805599453,0.6514359684162243
0.6931471805599453,0.7089941602103066
0.6931471805599453,0.8433623168285324
0.6931471805599453,1.2278458920027406
0.6931471805599453,0.6541780169972873
0.6931471805599453,0.6731730127142103
0.6931471805599453,1.0441467670254803
0.6931471805599453,1.114308384377234
0.6931471805599453,1.036331412855129
0.6931471805599453,1.4331578589265352
0.6931471805599453,1.2359414289716328
0.6931471805599453,0.6916786692189969
0.6931471805599453,0.47061812004986964
0.6931471805599453,0.6364991947596582
0.6931471805599453,0.9056592012387845
0.6931471805599453,1.3218756451310503
0.6931471805599453,1.2925557842361834
0.6931471805599453,0.3480599772972699
0.6931471805599453,1.2961585653354248
0.0,1.4341049610219687
