,Actual_last_5_vals,Mean_Simulation,Simulated_37,Simulated_12,Simulated_20,Simulated_41,Simulated_8,Simulated_21,Simulated_15,Simulated_34,Simulated_42,Simulated_14,Simulated_36,Simulated_43,Simulated_28,Simulated_0,Simulated_24,Simulated_19,Simulated_31,Simulated_40,Simulated_3,Simulated_1,Simulated_47,Simulated_32,Simulated_18,Simulated_10,Simulated_26,Simulated_11,Simulated_48,Simulated_5,Simulated_46,Simulated_49,Simulated_29,Simulated_45,Simulated_44,Simulated_25,Simulated_13,Simulated_16,Simulated_30,Simulated_7,Simulated_2,Simulated_4,Simulated_27,Simulated_6,Simulated_38,Simulated_9,Simulated_17,Simulated_35,Simulated_33,Simulated_22,Simulated_23,Simulated_39
0,5600.777777777777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5581.333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5561.888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5542.444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5523.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36,5005.36
6,,4769.69,4750.94,4682.96,4654.96,4958.43,5489.72,4094.13,4177.27,4549.83,4490.43,5524.42,3874.78,5119.45,4603.33,4361.57,5502.91,6572.43,4907.03,4887.44,6033.03,5390.54,4260.8,5245.96,4157.5,2964.42,4604.53,4253.03,5390.7,4137.66,4209.08,3509.02,3425.57,4795.87,4507.7,4976.21,5658.87,3958.45,3960.72,4946.3,3381.46,6374.66,5103.66,4710.95,5290.11,5633.29,5099.99,3230.88,3737.69,5857.87,7219.09,5256.66
7,,4812.83,4969.73,4603.2,4771.81,5070.27,5218.57,5029.69,4778.13,4338.23,5072.77,4447.21,4860.06,3284.69,5075.82,5674.64,4913.77,5035.96,4791.4,6598.46,4399.24,4887.64,3236.84,4563.69,4448.84,4598.32,3539.08,4317.39,4094.17,5158.38,3739.85,3627.49,5197.03,5265.76,5981.29,6008.54,4605.54,5477.75,3983.66,5037.14,5460.78,4456.38,5457.42,5554.65,5700.97,4708.97,4931.36,5797.22,3297.41,5936.04,4541.49,4096.99
8,,4727.14,5010.47,4737.71,5137.43,5090.02,4507.94,4978.94,4280.42,4344.64,3121.6,5511.36,3714.1,5071.01,5144.05,4745.41,4965.43,4467.87,4017.34,5416.79,5108.21,3693.69,4459.28,5336.9,3257.39,5292.6,4144.81,5995.24,3936.49,5869.65,3883.09,4462.07,3370.33,3362.02,5762.74,5114.47,5386.39,5853.79,3305.97,5838.23,5866.88,5517.89,5738.78,5568.38,5372.13,1757.73,5539.39,3808.92,3350.5,6256.17,4240.67,5643.63
9,,4822.22,4701.93,4246.5,5363.11,4055.19,5214.05,5234.53,4281.48,5249.45,4811.27,5278.24,5060.87,4655.75,4245.69,5118.83,3535.06,4781.58,5921.56,4968.71,5128.72,5947.22,4538.38,5640.26,4118.35,4822.07,4188.16,5474.81,4201.9,5568.25,5859.21,4618.84,5020.7,4153.38,5262.37,6452.79,6069.12,3854.13,5192.1,3083.17,3792.47,6003.08,2932.15,3746.33,6093.59,4286.88,7098.17,4000.92,5510.52,6291.46,3656.43,1781.18
10,,4859.62,5337.52,5212.84,5245.55,5027.31,4788.62,5175.48,5327.89,5560.56,5063.44,4890.25,4644.66,4797.89,5961.09,3920.01,4682.72,5204.41,3878.47,5121.46,4211.9,5040.17,5381.08,5875.67,4835.2,5565.55,5525.22,4452.75,5481.81,5388.78,4841.64,5496.45,5131.04,3714.43,4062.75,5222.74,5819.42,4237.23,5625.05,3751.01,5035.93,5317.84,4322.82,3091.67,6372.42,4242.69,6659.8,3727.81,3956.98,4541.92,2990.26,3221.03
11,MAE,,176.2,205.98,248.81,290.63,301.3,312.06,347.14,367.52,393.25,398.54,401.46,408.33,420.71,420.74,422.75,445.1,491.51,500.23,502.04,505.78,526.34,528.21,529.04,548.55,553.48,556.61,562.14,565.88,588.77,591.88,592.5,609.71,617.18,630.54,660.4,698.88,699.1,726.61,730.33,731.88,736.18,747.61,806.29,848.19,889.54,899.09,919.17,921.23,1040.39,1133.16
