,SQALE_INDEX,COMMIT_DATE,S1213,RedundantThrowsDeclarationCheck,S00117,S00122,S1488,S1905,UselessImportCheck,DuplicatedBlocks,S1226,S00112,S1155,S00108,S1151,S1132,S1481
0,179813,2007-01-21 11:11:02,325,83,42,195,13,27,35,210,199,147,75,66,145,34,32
1,179840,2007-01-21 13:36:16,325,83,42,195,13,27,35,211,199,147,75,66,145,34,32
2,180438,2007-01-25 13:36:25,325,83,42,195,13,27,35,211,199,147,75,66,145,34,32
3,180504,2007-01-25 13:37:04,325,83,41,195,13,27,35,211,199,147,75,64,145,34,32
4,180545,2007-01-29 14:02:03,325,83,41,195,13,27,35,211,199,147,75,64,145,34,32
5,180546,2007-02-03 14:06:40,325,83,41,195,13,27,35,211,199,147,75,64,145,34,32
6,180456,2007-02-03 14:21:26,325,83,41,195,13,27,35,211,199,147,75,64,145,34,32
7,180845,2007-02-04 11:31:14,325,84,41,195,13,27,35,212,199,147,75,64,145,34,32
8,181090,2007-02-05 12:59:45,326,82,41,195,13,27,35,211,199,147,75,64,145,34,32
9,181095,2007-02-05 14:07:51,326,82,41,195,13,27,35,211,199,147,75,64,145,34,32
10,181303,2007-02-06 10:11:50,326,82,41,195,13,27,35,211,199,147,75,64,145,34,32
11,181310,2007-02-07 11:57:44,326,82,41,195,13,27,35,211,199,147,75,64,145,34,32
12,181480,2007-02-07 12:10:38,326,82,41,195,13,27,35,211,199,147,75,64,145,34,32
13,181730,2007-02-09 14:53:12,326,82,41,195,13,27,35,211,199,147,75,64,145,34,32
14,181918,2007-02-11 14:02:48,326,82,41,195,13,27,35,211,199,147,75,64,145,34,32
15,182287,2007-02-13 04:14:20,326,82,41,195,13,27,35,212,199,147,75,64,145,34,32
16,182237,2007-02-13 14:40:59,326,82,41,195,13,27,35,212,199,147,75,64,145,34,32
17,182066,2007-02-14 15:33:38,326,82,41,195,13,27,35,212,199,147,75,64,145,34,32
18,182091,2007-02-14 18:48:18,326,82,41,195,13,25,35,210,200,147,75,64,145,34,32
19,182101,2007-02-15 14:16:29,326,82,41,195,13,25,35,210,200,147,75,64,145,34,32
20,182113,2007-02-17 01:21:13,326,82,41,195,13,25,35,210,200,147,75,64,145,34,32
21,182118,2007-02-17 19:52:00,326,83,41,195,13,25,35,210,200,147,75,64,145,34,32
22,182188,2007-02-17 20:27:31,326,81,41,195,13,25,35,210,200,147,75,64,145,34,32
23,190039,2007-02-25 14:04:55,326,81,41,195,13,26,35,210,199,146,75,64,145,34,32
24,190041,2007-02-26 16:08:36,326,81,41,195,13,26,35,210,199,146,75,64,145,34,32
25,189690,2007-02-26 17:49:25,326,81,41,195,13,26,35,210,199,146,75,64,145,34,32
26,189720,2007-02-26 17:53:25,326,81,41,195,13,26,35,210,199,146,75,64,145,34,32
27,189720,2007-02-27 12:40:42,326,81,41,195,13,26,35,210,199,146,75,64,145,34,32
28,189706,2007-03-07 14:15:41,326,81,41,195,13,26,35,210,200,146,75,64,145,34,32
29,189809,2007-03-09 12:36:27,326,81,41,195,13,26,35,210,200,146,75,64,145,34,32
30,188042,2007-03-29 09:22:06,326,81,41,195,13,26,35,211,202,146,75,64,147,34,32
31,188212,2007-04-01 13:33:06,326,81,41,195,13,26,35,211,202,146,75,64,147,34,32
