,SQALE_INDEX,COMMIT_DATE,S1213,RedundantThrowsDeclarationCheck,S00117,S00122,S1488,S1905,UselessImportCheck,DuplicatedBlocks,S1226,S00112,S1155,S00108,S1151,S1132,S1481
1983,71725,2000-10-11 16:43:11,255,633,26,237,4,32,453,91,112,170,5,29,264,53,44
1984,71812,2000-10-11 18:54:20,255,633,26,237,4,32,457,91,112,170,5,29,264,53,44
1985,71703,2000-10-12 10:57:56,255,633,26,237,4,32,457,92,113,176,5,29,264,53,45
1986,71677,2000-10-13 11:39:25,255,633,26,237,4,32,459,92,112,178,5,28,264,53,45
1987,71794,2000-10-13 13:20:41,256,633,26,237,4,32,459,92,112,177,5,29,264,53,45
1988,71803,2000-10-13 14:47:48,256,633,26,237,4,32,459,92,112,177,5,29,264,53,45
1989,72203,2000-10-13 15:26:44,256,633,26,237,4,32,459,92,112,177,5,29,264,54,45
1990,72298,2000-10-13 15:43:29,256,633,26,237,4,32,459,92,113,177,5,29,264,54,45
1991,72364,2000-10-15 13:07:10,257,633,26,237,4,32,461,92,113,177,5,30,264,54,45
1992,65831,2000-10-16 06:51:48,257,633,26,237,5,32,474,92,113,177,5,31,264,54,45
1993,72426,2000-10-16 12:40:36,257,633,26,237,5,32,474,92,113,177,5,33,264,54,45
1994,71222,2000-10-17 07:06:48,257,633,26,237,5,32,487,93,115,183,5,33,264,54,45
1995,71235,2000-10-18 11:14:18,257,633,26,237,5,32,487,93,115,183,5,33,264,54,45
1996,71373,2000-10-19 10:05:44,257,633,26,237,5,32,487,93,117,183,5,33,264,54,45
1997,72473,2000-10-19 13:22:25,257,633,26,237,5,32,487,93,117,183,5,33,264,54,45
1998,72402,2000-10-19 13:33:00,257,633,26,237,5,32,487,93,117,183,5,33,264,54,46
1999,72441,2000-10-19 13:35:28,257,633,26,237,5,32,489,93,117,183,5,33,264,54,46
2000,72562,2000-10-20 10:56:46,257,636,26,237,5,32,498,93,117,183,6,33,264,54,45
2001,72781,2000-10-20 11:06:35,257,636,26,237,5,32,493,95,117,183,6,34,264,54,46
2002,72770,2000-10-21 10:14:28,257,636,26,237,5,32,495,95,117,183,6,34,264,54,46
2003,72803,2000-10-21 10:52:46,257,636,26,237,5,32,495,95,117,183,6,34,264,54,46
2004,72811,2000-10-21 21:00:01,257,636,26,237,5,32,495,95,117,183,6,34,264,54,46
2005,73698,2000-10-23 09:45:02,258,636,26,237,6,34,508,96,118,185,6,35,267,56,48
2006,75994,2000-10-23 16:08:06,258,636,26,237,6,34,524,95,118,185,6,35,267,59,49
2007,76131,2000-10-23 16:32:27,258,636,26,237,6,34,524,95,118,186,6,35,267,59,49
2008,76492,2000-10-24 11:42:15,260,637,26,237,6,34,527,96,118,186,6,35,267,59,50
2009,77974,2000-10-24 18:08:28,233,636,25,237,9,34,529,94,120,196,6,35,281,59,52
2010,77910,2000-10-25 17:57:21,233,636,25,237,9,34,529,94,120,197,6,35,281,59,52
2011,77491,2000-10-25 18:16:20,234,636,25,244,10,34,564,96,120,201,6,35,282,59,54
2012,77509,2000-10-26 13:22:48,234,636,25,244,10,34,562,96,120,201,6,36,281,59,54
2013,78590,2000-10-26 17:46:37,240,636,25,248,10,34,577,96,120,203,6,38,281,59,55
2014,78562,2000-10-27 07:04:50,240,636,25,247,10,34,578,94,120,203,6,36,281,59,55
2015,78582,2000-10-27 08:34:43,240,635,25,247,10,34,578,94,120,202,6,36,281,59,55
2016,79013,2000-10-27 10:54:36,240,635,25,247,10,34,586,94,120,203,6,36,281,59,55
2017,79015,2000-10-27 11:00:18,240,635,25,247,10,34,586,94,120,203,6,36,281,59,55
2018,79150,2000-10-27 13:03:45,240,635,25,247,10,34,586,94,120,203,6,36,281,59,55
