,SQALE_INDEX,COMMIT_DATE,S1213,RedundantThrowsDeclarationCheck,S00117,S00122,S1488,S1905,UselessImportCheck,DuplicatedBlocks,S1226,S00112,S1155,S00108,S1151,S1132,S1481
15653,12706,2002-04-03 03:11:40,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0
15654,12516,2002-04-03 04:36:04,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0
15655,12625,2002-04-03 04:36:57,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0
15656,15112,2002-04-03 04:37:29,2,0,0,0,0,0,0,94,20,0,0,0,5,2,0
15657,15607,2002-04-03 04:38:06,4,29,0,0,0,0,0,96,20,0,0,0,5,2,0
15658,17213,2002-04-03 04:38:40,5,29,0,10,0,0,0,102,33,0,0,2,6,2,1
15659,18411,2002-04-03 04:39:14,6,29,2,14,0,0,0,109,33,0,0,2,6,2,1
15660,19320,2002-04-03 04:39:47,6,29,2,14,0,0,0,113,35,0,0,2,6,3,1
15661,20102,2002-04-03 04:40:24,7,29,2,14,0,0,0,119,35,0,0,2,6,3,1
15662,23091,2002-04-03 04:41:43,9,29,2,18,0,0,0,125,40,0,0,2,12,3,1
15663,24877,2002-04-03 04:42:22,11,37,2,26,0,0,0,132,42,0,0,2,14,3,2
15664,24639,2002-04-03 04:42:49,11,427,2,26,0,26,0,146,42,0,0,2,14,3,3
15665,13260,2002-04-12 04:42:48,46,576,2,26,0,26,72,37,42,0,0,13,14,3,3
15666,13202,2002-04-13 04:55:00,46,576,2,0,0,26,72,37,42,0,0,13,14,3,3
15667,14759,2002-04-29 03:55:32,107,576,6,0,49,26,74,63,42,0,0,13,14,346,199
15668,14611,2002-04-30 13:59:42,107,576,6,0,49,26,74,63,42,0,0,13,14,346,199
15669,14599,2002-05-03 14:52:30,95,576,6,0,49,26,72,63,42,0,0,13,14,346,199
15670,14599,2002-08-07 18:26:19,95,576,2,0,49,26,72,63,42,0,0,13,14,346,199
15671,14929,2002-08-15 17:47:44,95,576,2,0,49,26,72,67,42,0,0,13,14,346,297
15672,14945,2002-09-17 21:48:07,95,576,2,0,49,26,72,67,43,0,0,13,14,346,297
15673,14913,2002-09-17 22:02:32,95,576,2,0,49,26,72,67,44,0,0,13,14,346,297
15674,14825,2002-09-19 16:23:55,95,576,2,0,49,26,72,67,44,0,0,13,14,346,297
15675,14785,2002-09-19 18:09:25,95,576,2,0,49,26,72,67,44,0,0,13,14,346,297
15676,14789,2002-09-20 14:36:42,95,576,2,0,49,26,72,67,44,0,0,13,14,346,297
15677,13822,2003-01-26 00:21:46,95,576,2,0,49,26,72,78,44,0,0,13,14,346,297
15678,13752,2003-01-26 03:56:14,94,576,2,0,49,26,72,55,34,0,0,13,12,345,297
15679,12995,2003-01-28 18:53:04,93,576,2,0,48,26,72,30,34,0,0,13,12,482,291
15680,13305,2003-03-02 18:15:24,94,576,2,0,48,26,76,34,34,0,0,13,12,482,292
15681,14144,2003-03-02 18:18:24,94,576,2,0,48,26,76,39,34,0,0,13,12,489,298
15682,14786,2003-03-02 18:27:41,94,576,2,0,48,26,77,45,34,0,0,13,12,489,298
15683,14804,2003-03-03 15:25:56,94,576,2,0,48,26,77,45,34,0,0,13,12,489,298
15684,14794,2003-03-15 21:45:06,94,576,2,0,48,26,76,45,34,0,0,13,12,489,298
15685,18288,2003-04-14 12:53:34,94,578,31,0,48,26,80,45,34,0,0,15,15,489,303
15686,18248,2003-04-19 19:56:41,94,578,31,0,48,26,80,45,34,0,0,26,15,489,303
15687,18149,2003-05-18 04:03:17,94,578,28,0,48,26,80,43,34,0,0,26,15,489,303
15688,18154,2003-06-01 11:35:08,94,578,26,0,48,26,76,43,34,0,0,26,15,489,290
15689,18375,2003-07-29 02:35:35,94,578,26,0,48,26,79,43,34,0,0,26,15,490,290
15690,18380,2003-07-29 02:43:40,94,578,26,0,48,26,79,43,34,0,0,26,15,490,290
15691,18382,2003-08-05 18:07:03,94,578,26,0,48,26,79,43,34,0,0,26,15,490,290
15692,18392,2003-08-05 18:10:38,94,578,26,0,48,26,83,43,34,0,0,26,15,490,290
15693,18355,2003-08-05 18:56:42,94,578,26,0,48,26,83,43,34,0,0,26,15,490,290
15694,18564,2003-08-10 09:23:32,94,578,32,0,48,26,89,43,34,0,0,26,15,490,291
15695,18572,2003-08-26 05:43:56,94,578,32,0,48,26,89,43,34,0,0,26,15,490,291
15696,18898,2003-09-04 20:32:43,94,578,32,0,48,26,89,43,34,0,0,26,15,490,294
15697,18766,2003-12-29 19:42:44,94,578,32,0,48,26,83,43,34,0,0,26,15,490,289
15698,18883,2004-01-01 20:49:48,94,578,32,0,48,26,85,43,34,0,0,26,15,490,289
15699,18883,2004-01-02 03:39:07,94,578,32,0,48,26,85,44,34,0,0,26,15,490,289
15700,19035,2004-01-02 22:16:41,94,578,32,0,48,26,86,44,34,0,0,26,15,490,289
15701,19040,2004-01-03 13:49:11,94,578,32,0,48,26,86,44,35,0,0,26,15,490,289
15702,19083,2004-01-05 22:11:12,94,578,32,0,48,26,86,44,35,0,0,26,15,490,289
15703,19087,2004-01-06 18:52:56,94,578,32,0,48,26,86,44,35,0,0,26,15,490,289
15704,19089,2004-01-06 19:02:02,94,578,32,0,48,26,86,44,35,0,0,26,15,490,289
15705,18892,2004-01-06 19:53:58,94,578,32,0,48,26,88,44,35,0,0,26,15,490,289
15706,18922,2004-01-09 06:19:23,94,578,32,0,48,26,87,44,29,0,0,26,14,490,289
15707,19093,2004-01-09 09:07:03,95,578,32,0,48,26,87,46,35,0,0,26,14,490,289
15708,19258,2004-01-10 15:36:41,140,578,32,0,48,58,95,46,35,0,0,26,14,490,289
15709,19178,2004-01-11 03:38:48,139,578,32,0,48,58,99,45,29,0,0,26,14,489,289
