,SQALE_INDEX,COMMIT_DATE
7943,0,2002-04-26 04:45:28
7944,0,2002-04-26 04:46:27
7945,0,2002-04-26 04:47:03
7946,0,2002-05-17 07:56:30
7947,0,2002-05-17 12:13:22
7948,0,2002-05-17 12:14:35
7949,0,2002-05-25 18:39:02
7950,0,2002-05-25 18:40:11
7951,0,2002-05-25 18:40:44
7952,0,2002-06-07 03:02:55
7953,0,2002-06-07 03:35:30
7954,0,2002-06-07 03:37:07
7955,0,2002-06-13 16:09:32
7956,0,2002-06-13 16:09:53
7957,0,2002-08-05 05:04:53
7958,0,2002-08-05 05:06:21
7959,0,2002-08-19 22:41:10
7960,0,2002-10-10 13:51:36
7961,0,2002-12-16 10:41:59
7962,0,2003-02-09 20:17:55
7963,0,2003-02-18 20:22:00
7964,0,2003-02-18 20:22:41
7965,0,2003-05-09 12:22:29
7966,0,2003-06-22 19:43:01
7967,0,2003-06-25 10:49:48
7968,0,2003-06-25 10:51:44
7969,0,2003-06-25 10:52:02
7970,0,2003-06-25 11:17:01
7971,0,2003-12-30 20:47:53
7972,0,2004-05-19 15:22:45
7973,0,2004-06-12 23:53:17
7974,0,2004-06-13 01:41:49
7975,0,2004-08-15 16:01:12
7976,0,2004-08-17 13:20:48
7977,0,2004-08-19 17:35:47
7978,0,2004-08-20 07:31:52
7979,0,2004-08-20 12:05:03
7980,0,2004-08-22 08:32:14
7981,0,2004-08-22 14:52:15
7982,0,2004-08-23 11:25:14
7983,0,2004-08-24 05:03:13
7984,0,2004-09-01 00:35:38
7985,0,2005-06-28 14:01:38
7986,0,2005-06-28 16:19:00
7987,0,2006-02-14 06:04:58
7988,0,2006-02-14 23:48:29
7989,0,2006-02-14 23:55:43
7990,0,2006-02-27 00:14:47
7991,0,2006-02-27 00:16:31
7992,0,2006-02-27 00:51:24
7993,0,2006-02-27 03:11:43
7994,0,2006-02-27 06:37:40
7995,0,2006-02-27 12:57:40
7996,0,2006-02-27 22:53:08
7997,0,2006-03-01 00:20:54
7998,0,2006-03-19 23:45:43
7999,0,2006-03-20 00:07:17
8000,0,2006-03-20 00:08:22
8001,0,2006-03-20 12:27:39
8002,0,2006-03-20 12:29:10
8003,0,2006-03-21 07:12:06
8004,0,2006-03-27 02:51:12
8005,0,2006-04-03 11:22:29
8006,0,2006-04-03 11:27:10
8007,0,2006-04-03 11:27:26
8008,0,2006-04-03 12:29:23
8009,0,2006-04-03 13:10:59
8010,0,2006-04-06 00:20:32
8011,0,2006-04-06 00:21:40
8012,0,2006-04-16 14:55:33
8013,0,2006-04-17 15:45:16
8014,0,2006-04-26 01:25:57
8015,0,2006-04-26 01:50:41
8016,0,2006-04-26 04:07:54
8017,0,2006-04-26 06:27:48
8018,0,2006-04-26 07:13:35
8019,0,2006-04-26 23:35:42
8020,0,2006-04-27 00:24:35
8021,0,2006-04-27 04:16:23
8022,0,2006-04-27 05:49:46
8023,0,2006-04-27 05:56:24
8024,0,2006-04-27 07:09:13
8025,0,2006-04-27 07:11:44
8026,0,2006-04-27 07:16:48
8027,0,2006-04-27 13:17:12
8028,0,2006-04-27 13:22:46
8029,0,2006-04-27 13:42:09
8030,0,2006-04-27 14:01:48
8031,0,2006-04-29 14:48:32
8032,0,2006-04-29 14:57:29
8033,0,2006-04-30 12:57:07
8034,0,2006-05-01 00:44:32
8035,0,2006-05-01 01:45:21
8036,0,2006-05-01 03:46:33
8037,0,2006-08-06 18:36:29
8038,0,2006-08-06 18:55:35
8039,0,2006-09-26 12:02:02
8040,0,2006-09-26 12:23:48
8041,0,2006-09-26 12:25:38
8042,0,2006-09-26 12:35:38
8043,0,2006-09-26 12:37:36
8044,0,2006-11-29 05:11:23
8045,0,2007-06-02 03:54:51
8046,0,2007-06-02 15:13:05
8047,0,2007-06-02 15:25:11
8048,0,2007-06-03 16:38:45
8049,0,2007-06-18 06:11:32
8050,0,2007-10-12 03:35:21
8051,0,2007-10-12 05:14:37
8052,0,2007-10-21 23:19:47
8053,0,2007-10-22 06:04:52
8054,0,2007-10-22 06:35:25
8055,0,2007-10-25 21:11:27
8056,0,2007-10-25 21:14:34
8057,0,2007-10-26 00:39:29
8058,0,2007-10-26 09:05:20
8059,0,2007-10-26 15:08:49
8060,0,2007-10-28 06:40:16
8061,0,2007-10-28 08:03:05
8062,0,2007-10-28 08:03:33
8063,0,2007-10-28 08:07:09
8064,0,2007-10-28 08:08:09
8065,0,2007-10-28 08:08:39
8066,0,2007-10-28 08:08:58
8067,0,2007-10-28 08:09:37
8068,0,2007-10-28 08:18:56
8069,0,2007-10-28 08:19:15
8070,0,2007-10-28 08:28:02
8071,0,2007-10-28 08:41:01
8072,0,2007-10-28 10:10:20
8073,0,2007-10-28 10:11:21
8074,0,2007-11-04 13:56:11
8075,0,2007-11-17 18:02:30
8076,0,2007-11-17 18:02:51
8077,0,2008-01-07 03:15:46
8078,0,2008-01-07 03:17:04
8079,0,2008-03-02 19:37:56
8080,0,2008-03-03 01:01:28
8081,0,2008-03-03 01:02:23
8082,0,2008-03-14 06:41:17
8083,0,2008-05-23 06:10:00
8084,0,2008-05-23 06:14:00
8085,0,2008-08-26 05:21:16
8086,0,2008-08-26 05:21:57
8087,0,2008-08-26 05:22:22
8088,0,2009-06-13 17:45:23
8089,0,2009-06-15 18:30:33
8090,0,2009-06-15 18:34:16
8091,0,2009-06-19 05:56:13
8092,0,2009-07-13 00:05:59
8093,0,2009-07-15 03:43:49
8094,0,2009-07-17 06:15:35
8095,0,2009-07-17 18:40:59
8096,0,2009-07-18 04:11:49
8097,0,2009-07-18 19:26:02
8098,0,2009-07-19 02:28:24
8099,0,2009-07-31 01:27:49
8100,0,2009-07-31 02:24:07
8101,0,2009-07-31 19:05:03
8102,0,2009-08-01 00:36:51
8103,0,2009-08-01 00:46:50
8104,0,2009-08-01 03:58:30
8105,0,2009-08-01 04:02:55
8106,0,2009-08-01 19:31:11
8107,0,2009-08-01 21:37:09
8108,0,2009-08-02 13:21:48
8109,0,2009-08-03 13:10:56
8110,0,2009-08-03 16:10:25
8111,0,2009-08-04 15:29:32
8112,0,2009-08-05 08:57:31
8113,0,2009-08-05 09:03:32
8114,0,2009-08-05 19:08:49
8115,0,2009-08-05 19:28:15
8116,0,2009-08-06 12:02:57
8117,0,2009-08-06 13:26:52
8118,0,2009-08-07 04:55:19
8119,0,2009-08-07 16:21:32
8120,0,2009-08-07 17:51:25
8121,0,2009-08-08 02:51:46
8122,0,2009-08-11 11:51:59
8123,0,2009-08-29 08:39:04
8124,0,2009-08-29 16:59:55
8125,0,2009-08-29 17:33:23
8126,0,2009-08-30 11:29:27
8127,0,2009-09-02 10:23:03
8128,0,2009-09-02 14:14:58
8129,0,2009-09-12 14:16:13
8130,0,2009-09-14 13:38:47
8131,0,2009-09-14 15:27:13
8132,0,2009-10-12 16:46:15
8133,0,2009-10-13 10:52:16
8134,0,2009-11-03 16:12:50
8135,0,2009-11-09 22:10:42
8136,0,2009-11-09 22:15:43
8137,0,2009-11-09 22:16:28
8138,0,2009-11-10 19:52:51
8139,0,2009-11-12 17:22:06
8140,0,2009-11-26 17:17:42
8141,0,2009-11-30 16:39:19
8142,0,2009-11-30 19:28:40
8143,0,2009-12-01 12:47:00
8144,0,2009-12-07 20:38:09
8145,0,2009-12-10 12:05:22
8146,0,2009-12-11 14:38:03
8147,0,2009-12-14 17:38:45
8148,0,2009-12-18 15:33:11
8149,0,2010-01-06 19:46:18
8150,0,2010-01-07 17:16:09
8151,0,2010-01-07 18:00:07
8152,0,2010-01-07 18:21:29
8153,0,2010-03-11 21:13:34
8154,0,2010-03-26 15:00:58
8155,0,2010-03-26 15:08:12
8156,0,2010-03-28 14:22:06
8157,0,2010-03-31 08:43:37
8158,0,2010-05-03 16:42:31
8159,0,2010-12-21 17:18:07
8160,0,2010-12-21 17:19:59
8161,0,2011-02-03 16:57:58
8162,0,2011-02-10 09:22:12
8163,0,2011-02-18 12:49:13
8164,0,2011-05-21 11:49:45
8165,0,2011-05-21 14:50:56
8166,0,2011-05-21 14:53:18
8167,0,2011-05-21 16:04:02
8168,0,2011-06-01 11:01:48
8169,0,2011-06-14 13:33:09
8170,0,2011-06-14 20:03:13
8171,0,2011-06-14 20:51:23
8172,0,2011-07-11 21:17:11
8173,0,2011-07-13 21:05:13
8174,0,2011-07-17 17:20:30
8175,0,2011-07-17 18:44:55
8176,0,2011-07-17 20:33:14
8177,0,2011-07-18 11:10:42
8178,0,2011-07-18 11:12:35
8179,0,2011-08-03 13:17:44
8180,0,2011-08-12 13:27:18
8181,0,2011-08-12 13:29:50
8182,0,2011-08-12 13:32:42
8183,0,2011-08-24 15:11:15
8184,0,2011-08-24 15:13:39
8185,0,2011-09-13 14:36:46
8186,0,2011-10-19 16:43:58
8187,0,2011-10-21 16:34:33
8188,0,2011-10-21 16:40:17
8189,0,2011-10-21 16:45:11
8190,0,2011-10-21 16:49:41
8191,0,2011-11-02 16:32:39
8192,0,2011-11-03 10:03:47
8193,0,2011-11-25 07:28:09
8194,0,2011-11-28 15:37:38
8195,0,2011-11-29 16:18:59
8196,0,2011-11-29 16:22:56
8197,0,2011-12-06 14:19:33
8198,0,2011-12-07 13:22:36
