,SQALE_INDEX,COMMIT_DATE
7148,0,2002-07-17 01:17:06
7149,0,2002-07-19 03:56:51
7150,0,2002-07-22 05:00:46
7151,0,2002-08-22 04:26:47
7152,0,2002-10-26 22:22:29
7153,0,2002-10-26 22:42:34
7154,0,2002-10-26 22:43:01
7155,0,2002-10-27 02:41:20
7156,0,2002-10-27 17:05:36
7157,0,2002-10-27 17:05:52
7158,0,2002-10-27 18:45:59
7159,0,2002-11-10 06:31:10
7160,0,2003-03-01 21:17:44
7161,0,2003-03-03 06:23:39
7162,0,2003-03-07 23:12:41
7163,0,2003-03-07 23:13:14
7164,0,2003-03-08 05:01:39
7165,0,2003-03-08 18:29:17
7166,0,2003-03-08 18:30:03
7167,0,2003-03-15 22:34:22
7168,0,2003-04-27 17:30:07
7169,0,2003-05-03 04:47:38
7170,0,2003-06-01 00:18:13
7171,0,2004-02-25 21:07:13
7172,0,2004-03-12 07:34:46
7173,0,2004-10-11 05:06:33
7174,0,2004-10-14 04:48:15
7175,0,2004-10-16 18:17:50
7176,0,2004-10-29 04:17:23
7177,0,2004-10-31 02:03:47
7178,0,2004-10-31 05:21:43
7179,0,2004-12-08 03:02:26
7180,0,2004-12-08 03:48:13
7181,0,2004-12-08 03:50:21
7182,0,2004-12-08 03:53:42
7183,0,2004-12-08 03:55:02
7184,0,2005-11-27 23:04:45
7185,0,2005-11-28 01:18:41
7186,0,2005-11-28 03:59:34
7187,0,2006-06-09 15:43:27
7188,0,2006-06-18 19:19:46
7189,0,2006-08-02 20:49:46
7190,0,2006-08-04 21:24:30
7191,0,2006-08-06 03:14:36
7192,0,2006-08-06 23:34:18
7193,0,2006-08-07 00:15:56
7194,0,2006-08-07 20:54:54
7195,0,2006-08-07 21:01:10
7196,0,2006-11-27 01:06:53
7197,0,2006-11-28 07:40:07
7198,0,2007-03-16 11:47:19
7199,0,2007-03-27 20:30:53
7200,0,2007-06-27 00:59:16
7201,0,2007-09-05 09:21:19
7202,0,2007-09-22 20:58:02
7203,0,2009-01-18 01:40:13
7204,0,2009-01-18 02:18:45
7205,0,2009-01-18 02:41:04
7206,0,2010-07-13 06:56:47
7207,0,2010-07-13 09:22:03
7208,0,2013-03-05 21:16:26
7209,0,2013-03-06 01:55:59
7210,0,2013-03-06 08:31:17
7211,0,2013-03-06 10:52:05
7212,0,2013-03-09 12:30:27
7213,0,2013-03-11 07:57:18
7214,0,2013-03-12 09:55:49
7215,0,2013-03-12 22:01:02
7216,0,2013-03-14 16:37:17
7217,0,2013-03-14 20:15:35
7218,0,2013-03-18 14:56:34
7219,0,2013-03-18 22:23:31
7220,0,2013-03-19 10:37:37
7221,0,2013-03-19 13:22:32
7222,0,2013-03-19 13:44:37
7223,0,2013-03-19 19:55:12
7224,0,2013-03-20 00:46:21
7225,0,2013-03-20 16:31:16
7226,0,2013-03-21 01:35:35
7227,0,2013-03-21 11:40:56
7228,0,2013-03-22 17:04:48
7229,0,2013-07-25 16:16:15
7230,0,2014-02-06 10:14:24
7231,0,2014-02-15 18:25:18
7232,0,2014-02-15 21:18:42
7233,0,2014-02-16 23:10:59
7234,0,2014-11-11 20:09:32
7235,0,2014-12-02 22:35:50
