,SQALE_INDEX,COMMIT_DATE
10936,0,2008-09-02 23:58:59
10937,0,2008-09-09 17:36:23
10938,0,2008-09-15 22:55:43
10939,0,2008-09-15 23:28:51
10940,0,2008-09-17 00:28:22
10941,0,2008-09-17 20:13:00
10942,0,2008-09-18 00:09:17
10943,0,2008-09-18 17:37:59
10944,0,2008-09-19 17:23:59
10945,0,2008-09-19 23:43:37
10946,0,2008-09-19 23:56:30
10947,0,2008-09-20 00:06:07
10948,0,2008-09-20 00:16:13
10949,0,2008-10-21 18:11:05
10950,0,2008-11-11 01:50:06
10951,0,2008-11-18 19:23:28
10952,0,2008-11-19 01:57:49
10953,0,2008-11-20 22:29:29
10954,0,2008-12-03 02:42:18
10955,0,2008-12-03 23:18:29
10956,0,2008-12-04 20:04:15
10957,0,2008-12-05 08:22:14
10958,0,2008-12-05 09:31:43
10959,0,2008-12-05 10:10:16
10960,0,2008-12-05 20:21:29
10961,0,2008-12-08 04:25:22
10962,0,2008-12-08 06:01:20
10963,0,2008-12-08 20:35:28
10964,0,2008-12-08 23:50:13
10965,0,2008-12-09 02:17:44
10966,0,2008-12-09 05:46:23
10967,0,2008-12-09 22:48:35
10968,0,2008-12-10 22:37:14
10969,0,2008-12-13 02:57:20
10970,0,2008-12-13 03:05:06
10971,0,2008-12-13 03:07:25
10972,0,2008-12-15 19:47:21
10973,0,2008-12-16 21:51:08
10974,0,2008-12-17 10:35:44
10975,0,2008-12-17 20:38:56
10976,0,2008-12-22 19:51:06
10977,0,2008-12-22 20:09:18
10978,0,2008-12-22 20:59:23
10979,0,2008-12-22 23:23:32
10980,0,2008-12-22 23:24:34
10981,0,2008-12-23 20:38:58
10982,0,2008-12-23 23:40:45
10983,0,2008-12-31 20:28:48
10984,0,2009-01-06 02:06:20
10985,0,2009-01-06 22:03:29
10986,0,2009-01-12 19:42:24
10987,0,2009-01-13 02:14:07
10988,0,2009-01-20 20:27:15
10989,0,2009-01-21 00:57:48
10990,0,2009-01-21 07:39:47
10991,0,2009-01-21 19:03:46
10992,0,2009-01-22 20:13:23
10993,0,2009-01-24 01:58:01
10994,0,2009-01-27 01:14:40
10995,0,2009-01-27 01:42:34
10996,0,2009-01-28 08:55:17
10997,0,2009-01-28 21:15:25
10998,0,2009-01-29 02:45:28
10999,0,2009-01-29 02:46:41
11000,0,2009-01-29 04:55:03
11001,0,2009-02-03 01:55:10
11002,0,2009-02-03 23:56:54
11003,0,2009-02-04 01:35:14
11004,0,2009-02-05 23:29:00
11005,0,2009-02-06 01:34:52
11006,0,2009-02-14 01:10:11
11007,0,2009-02-17 19:39:29
11008,0,2009-02-19 02:36:25
11009,0,2009-02-26 08:35:15
11010,0,2009-03-07 01:34:14
11011,0,2009-03-09 05:09:22
11012,0,2009-03-12 08:06:31
11013,0,2009-03-12 20:19:57
11014,0,2009-03-17 21:01:17
11015,0,2009-03-18 21:52:48
11016,0,2009-03-24 22:48:15
11017,0,2009-03-24 23:44:50
11018,0,2009-03-25 18:22:09
11019,0,2009-03-26 01:26:19
11020,0,2009-03-26 20:26:01
11021,0,2009-03-26 21:20:26
11022,0,2009-03-26 22:20:55
11023,0,2009-03-26 23:55:15
11024,0,2009-03-31 21:11:58
11025,0,2009-04-02 23:54:24
11026,0,2009-04-06 14:02:16
11027,0,2009-04-07 09:53:46
11028,0,2009-04-07 18:44:32
11029,0,2009-04-08 23:54:26
11030,0,2009-04-10 05:54:47
11031,0,2009-04-10 06:34:57
11032,0,2009-04-15 17:08:16
11033,0,2009-04-16 06:09:58
11034,0,2009-04-16 21:09:38
11035,0,2009-04-18 01:24:41
11036,0,2009-04-20 19:43:58
11037,0,2009-04-21 01:36:28
11038,0,2009-04-21 16:52:16
11039,0,2009-04-23 00:15:03
11040,0,2009-04-23 23:44:04
11041,0,2009-04-24 01:50:59
11042,0,2009-04-24 06:14:03
11043,0,2009-04-24 23:13:24
11044,0,2009-04-25 02:20:17
11045,0,2009-04-27 08:04:17
11046,0,2009-04-27 23:42:21
11047,0,2009-04-29 02:03:52
11048,0,2009-04-29 16:47:34
11049,0,2009-05-01 01:29:28
11050,0,2009-05-01 06:31:30
11051,0,2009-05-01 22:06:30
11052,0,2009-05-03 02:37:59
11053,0,2009-05-05 22:17:36
11054,0,2009-05-05 23:29:24
11055,0,2009-05-07 19:09:04
11056,0,2009-05-11 22:00:28
11057,0,2009-05-19 00:33:07
11058,0,2009-05-19 21:58:07
11059,0,2009-05-20 22:27:21
11060,0,2009-05-22 06:46:15
11061,0,2009-05-22 23:38:11
11062,0,2009-05-27 18:57:45
11063,0,2009-05-28 00:02:35
11064,0,2009-05-28 08:01:58
11065,0,2009-05-28 19:41:32
11066,0,2009-05-29 06:43:35
11067,0,2009-05-29 20:33:47
11068,0,2009-06-02 18:51:20
11069,0,2009-06-03 20:14:01
11070,0,2009-06-04 01:21:30
11071,0,2009-06-07 07:28:07
11072,0,2009-06-08 06:34:15
11073,0,2009-06-08 18:22:11
11074,0,2009-06-12 00:13:33
11075,0,2009-06-15 05:43:22
