,SQALE_INDEX,COMMIT_DATE,S1213,RedundantThrowsDeclarationCheck,S00117,S00122,S1488,S1905,UselessImportCheck,DuplicatedBlocks,S1226,S00112,S1155,S00108,S1151,S1132,S1481
17182,0,2008-05-16 20:33:47,37,1,17,0,19,1,54,12,1,226,0,2,45,9,43
17183,18669,2008-06-30 19:13:23,37,1,17,0,19,1,54,13,1,226,0,2,45,9,43
17184,19426,2008-07-02 23:55:04,37,1,17,0,19,1,88,14,1,227,0,2,45,12,43
17185,19384,2008-10-07 23:03:47,37,1,17,2,19,1,88,12,1,227,0,2,45,12,42
17186,19448,2008-11-21 21:31:36,37,1,17,2,19,1,88,12,1,230,0,2,45,12,42
17187,19505,2008-11-21 23:07:05,37,1,19,2,19,1,100,12,1,230,0,2,45,12,42
17188,19645,2008-12-02 02:06:31,37,1,19,2,19,1,104,13,1,233,0,2,45,12,42
17189,19680,2009-01-05 21:02:48,37,1,19,2,19,1,104,13,1,234,0,2,45,12,42
17190,20274,2009-01-05 21:02:58,37,1,19,2,19,1,104,13,1,259,0,2,45,12,42
17191,20274,2009-01-15 23:47:51,37,1,19,2,19,1,104,13,1,259,0,2,45,12,42
17192,21022,2009-01-29 01:51:08,37,1,19,2,19,1,104,13,1,272,0,2,45,15,42
17193,18693,2009-02-03 00:49:25,32,1,13,2,19,1,98,12,1,272,0,2,31,15,7
17194,18800,2009-02-05 00:24:42,32,1,13,2,19,1,98,13,1,274,0,2,31,15,7
17195,17688,2009-02-10 04:49:39,36,1,5,4,14,2,72,7,3,310,0,2,14,15,7
17196,17694,2009-02-10 18:10:57,36,1,8,4,14,2,72,7,3,310,0,2,14,15,7
17197,11585,2009-03-13 00:28:06,36,1,8,4,14,2,79,7,3,164,0,2,14,15,7
17198,11620,2009-03-19 18:57:43,36,1,8,4,14,2,24,7,3,164,0,2,14,15,7
17199,11639,2009-03-26 06:15:05,36,1,8,4,14,2,24,7,3,164,0,2,14,15,7
17200,11644,2009-03-30 21:35:00,36,1,8,4,14,2,24,13,3,164,0,2,14,15,7
17201,11644,2009-04-01 20:10:15,36,1,8,4,14,2,24,13,3,164,0,2,14,15,7
17202,11646,2009-04-10 17:20:51,36,1,8,4,14,2,25,13,3,164,0,2,14,15,7
17203,11658,2009-04-29 23:20:56,36,1,8,4,14,2,25,13,3,164,0,2,14,15,7
17204,11663,2009-06-04 02:05:25,36,1,8,4,14,2,25,13,3,164,0,2,14,15,7
17205,11783,2009-07-31 19:32:34,36,1,8,4,14,2,25,13,3,164,0,2,14,15,7
17206,11781,2009-08-14 20:04:15,36,1,8,4,14,2,25,14,3,164,0,2,14,15,7
17207,12022,2009-08-20 01:00:18,36,1,8,4,14,2,24,14,3,164,0,2,14,15,8
17208,12241,2009-09-01 23:03:47,36,2,10,4,14,2,24,10,3,180,0,2,14,15,8
17209,12261,2009-09-25 20:28:35,36,2,10,4,14,2,24,10,3,181,0,2,14,15,8
17210,12472,2009-10-01 20:53:45,36,2,15,4,14,2,24,10,3,182,0,2,14,15,8
17211,12515,2009-10-15 01:24:26,36,2,15,4,14,2,24,10,3,184,0,2,14,15,8
17212,12761,2009-11-11 21:01:35,36,2,15,4,14,2,24,10,3,191,0,2,14,15,8
17213,12805,2009-11-12 20:52:25,36,2,16,4,14,2,24,10,3,191,0,2,14,15,8
17214,12815,2009-11-19 17:26:38,36,2,16,4,14,2,24,11,3,190,0,2,14,15,8
17215,12815,2009-12-07 00:42:38,36,2,16,4,14,2,24,11,3,190,0,2,14,15,8
17216,12815,2009-12-18 19:41:11,36,2,16,4,14,2,24,11,3,190,0,2,14,15,8
17217,12875,2009-12-31 18:59:15,36,2,16,4,14,2,24,11,3,193,0,2,14,15,8
17218,12914,2010-01-21 03:20:01,36,2,13,4,14,2,24,12,3,193,0,2,14,15,8
17219,13890,2010-02-15 03:24:55,36,4,13,4,14,2,24,12,3,193,0,4,14,19,8
17220,13975,2010-02-18 18:27:51,36,4,13,5,14,2,24,14,3,194,0,4,14,19,8
17221,14263,2010-02-23 19:06:25,36,4,13,5,14,2,27,14,3,202,0,4,14,19,8
