,SQALE_INDEX,COMMIT_DATE
16196,0,2011-05-11 04:54:36
16197,0,2011-05-11 16:37:53
16198,0,2011-05-12 19:25:49
16199,0,2011-05-14 00:06:04
16200,0,2011-05-14 10:03:21
16201,0,2011-05-14 12:13:34
16202,0,2011-05-14 13:18:29
16203,0,2011-05-14 15:38:11
16204,0,2011-05-17 09:22:09
16205,0,2011-05-17 10:47:47
16206,0,2011-05-17 19:27:20
16207,0,2011-05-18 21:25:18
16208,0,2011-05-22 12:23:34
16209,0,2011-05-22 12:37:42
16210,0,2011-05-22 12:48:02
16211,0,2011-05-22 13:08:38
16212,0,2011-05-22 13:41:54
16213,0,2011-05-22 15:50:20
16214,0,2011-05-22 15:50:48
16215,0,2011-05-22 16:55:40
16216,0,2011-05-22 17:06:00
16217,0,2011-05-22 18:14:35
16218,0,2011-05-23 07:28:18
16219,0,2011-05-23 07:48:54
16220,0,2011-05-23 19:54:33
16221,0,2011-05-23 19:55:57
16222,0,2011-09-09 17:21:34
16223,0,2011-09-19 16:46:23
16224,0,2011-10-09 05:46:51
16225,0,2011-10-09 13:17:55
16226,0,2011-10-10 15:13:25
16227,0,2011-10-11 08:17:25
16228,0,2011-10-11 17:19:32
16229,0,2011-10-14 07:40:32
16230,0,2011-10-14 07:41:02
16231,0,2011-10-15 09:41:14
16232,0,2011-10-16 06:15:40
16233,0,2011-10-16 07:28:33
16234,0,2011-10-16 07:30:57
16235,0,2011-10-16 07:32:17
16236,0,2011-10-16 17:44:54
16237,0,2011-10-16 21:11:12
16238,0,2011-10-16 21:27:18
16239,0,2011-10-16 21:33:35
16240,0,2011-10-16 22:52:50
16241,0,2011-10-17 00:14:45
16242,0,2011-10-17 00:26:34
16243,0,2011-10-17 06:08:58
16244,0,2011-10-20 15:29:54
16245,0,2011-10-20 15:36:22
16246,0,2011-10-20 15:54:40
16247,0,2011-10-20 16:09:20
16248,0,2011-10-23 11:35:10
16249,0,2011-10-23 23:10:24
16250,0,2011-10-24 19:00:07
16251,0,2011-10-28 16:42:27
16252,0,2011-10-28 16:51:29
16253,0,2011-10-29 11:10:16
16254,0,2011-10-29 11:16:20
16255,0,2011-10-29 18:06:54
16256,0,2011-11-03 09:07:53
16257,0,2011-11-03 09:19:44
16258,0,2011-11-03 09:28:13
16259,0,2011-11-04 09:15:52
16260,0,2011-11-04 09:18:36
16261,0,2011-11-04 09:44:15
16262,0,2011-11-07 09:45:31
16263,0,2011-11-18 11:04:51
16264,0,2012-01-25 03:31:12
16265,0,2012-02-01 17:27:54
16266,0,2013-09-03 20:42:49
16267,0,2018-06-08 19:27:28
