,SQALE_INDEX,COMMIT_DATE
353,0,2005-11-28 03:15:35
354,0,2005-11-29 01:34:22
355,0,2005-11-29 02:25:03
356,0,2005-11-29 03:11:23
357,0,2005-11-29 04:01:17
358,0,2005-11-29 04:32:11
359,0,2005-11-29 04:56:46
360,0,2005-11-29 05:15:31
361,0,2005-11-29 05:36:41
362,0,2005-11-29 07:49:48
363,0,2005-11-29 08:34:32
364,0,2005-11-29 08:46:45
365,0,2005-11-29 10:22:35
366,0,2005-11-29 10:38:58
367,0,2005-11-29 10:53:28
368,0,2005-12-01 01:35:02
369,0,2005-12-01 02:05:03
370,0,2005-12-01 02:14:40
371,0,2005-12-01 08:28:12
372,0,2005-12-02 01:38:08
373,0,2005-12-02 06:41:24
374,0,2005-12-05 01:20:32
375,0,2005-12-05 01:41:43
376,0,2005-12-05 07:12:35
377,0,2005-12-05 08:00:48
378,0,2005-12-05 09:00:34
379,0,2005-12-05 09:15:17
380,0,2005-12-06 05:55:45
381,0,2005-12-06 10:09:13
382,0,2005-12-07 02:57:16
383,0,2005-12-07 05:45:43
384,0,2005-12-07 06:06:27
385,0,2005-12-07 06:31:29
386,0,2005-12-07 07:06:30
387,0,2005-12-08 00:19:59
388,0,2005-12-09 02:18:36
389,0,2005-12-10 02:00:13
390,0,2005-12-12 08:09:34
391,0,2005-12-13 07:52:22
392,0,2005-12-13 23:55:33
393,0,2005-12-14 08:51:08
394,0,2005-12-19 03:04:49
395,0,2005-12-19 03:07:55
396,0,2005-12-21 01:54:19
397,0,2005-12-21 09:01:32
398,0,2005-12-22 05:53:53
399,0,2005-12-22 06:37:47
400,0,2005-12-22 07:58:42
401,0,2005-12-22 08:38:32
402,0,2005-12-23 03:35:42
403,0,2005-12-23 07:06:14
404,0,2005-12-27 02:34:36
405,0,2005-12-27 09:17:22
406,0,2005-12-27 09:39:08
407,0,2005-12-30 04:37:28
408,0,2005-12-30 04:52:59
409,0,2005-12-30 05:10:15
410,0,2005-12-30 06:14:41
411,0,2005-12-30 06:32:47
412,0,2005-12-30 06:42:13
413,0,2005-12-30 08:24:41
414,0,2005-12-30 08:47:19
415,0,2005-12-30 20:11:56
416,0,2005-12-30 21:22:12
417,0,2005-12-30 21:46:08
418,0,2006-01-01 02:55:24
419,0,2006-01-01 02:57:59
420,0,2006-01-03 06:03:51
421,0,2006-01-03 09:34:00
422,0,2006-01-03 09:55:29
423,0,2006-01-04 02:27:06
424,0,2006-01-04 03:09:05
425,0,2006-01-05 07:20:26
426,0,2006-01-05 08:00:17
427,0,2006-01-06 07:19:12
428,0,2006-01-09 01:47:23
429,0,2006-01-09 03:27:30
430,0,2006-01-09 04:56:15
431,0,2006-01-09 08:05:46
432,0,2006-01-15 00:30:24
433,0,2006-01-15 21:34:03
434,0,2006-01-15 22:55:09
435,0,2006-01-16 03:39:15
436,0,2006-01-16 08:53:09
437,0,2006-01-17 03:24:59
438,0,2006-01-20 03:09:04
439,0,2006-01-20 08:22:33
440,0,2006-01-23 07:27:58
441,0,2006-01-25 07:04:13
442,0,2006-01-27 04:35:37
443,0,2006-01-27 04:48:19
444,0,2006-01-27 05:30:30
445,0,2006-01-27 05:51:51
446,0,2006-01-27 06:24:45
447,0,2006-01-27 07:31:51
448,0,2006-01-27 23:15:17
449,0,2006-01-28 00:18:51
450,0,2006-01-30 02:51:46
451,0,2006-01-31 02:13:38
452,0,2006-01-31 03:44:13
453,0,2006-01-31 09:15:13
454,0,2006-02-02 08:52:25
