S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1481_Actual,S1481_Simulated
4.465908118654584,3.9364613519832385,1.791759469228055,1.7486041737050027,3.332204510175204,3.2996409527325605,1.0986122886681098,1.1051019374756184,0.0,0.06330336907655859,0.0,0.09004520041977337,3.258096538021482,3.068186360065498,4.770684624465665,4.681671185304558,4.9918892512752,4.799755587182892,0.0,0.0,2.302585092994046,2.2558705659558735,0.1941560144409574,0.1979038878287742
4.465908118654584,5.0712420940387215,1.791759469228055,1.6506996760487518,3.332204510175204,3.346869566257237,1.0986122886681098,0.8908134684580995,0.0,0.0,0.0,0.5037987440679237,3.258096538021482,2.896147566500613,4.770684624465665,4.623537803141798,4.992374334961647,4.756230331722323,0.0,0.0,2.302585092994046,2.1604154099629027,0.25131442828090605,0.3832159290259258
4.465908118654584,3.516324065038606,1.791759469228055,1.7110966147403104,3.332204510175204,3.329010914414459,1.0986122886681098,1.5253909477126237,0.0,0.0,0.0,0.0,3.258096538021482,2.9559261441490103,4.770684624465665,4.759424076640827,4.992859183455994,4.893432936041894,0.0,0.0,2.302585092994046,2.051478417677864,0.3053816495511818,0.2211629528351599
4.465908118654584,3.9037962283821988,1.791759469228055,1.892709973445866,3.332204510175204,3.1798911664583205,1.0986122886681098,1.0880163171082744,0.0,0.18844430550634073,0.0,0.0,3.258096538021482,3.1498170717386254,4.770684624465665,4.613889006982362,4.993343796986195,4.865896546947426,0.0,0.0,2.302585092994046,2.1933982444185784,0.35667494393873234,0.0
4.465908118654584,3.4440943756236972,1.791759469228055,2.078373980211728,3.332204510175204,3.3120011761620267,1.0986122886681098,0.8155282536435684,0.0,0.0,0.0,0.0,3.258096538021482,2.8609187308775175,4.770684624465665,4.578585180877717,4.993828175779875,4.7991730989091925,0.0,0.0,2.302585092994046,2.2124109869051947,0.4054651081081644,0.256793951379434
4.465908118654584,3.6569791758271815,1.791759469228055,1.8914163008927682,3.332204510175204,3.432014155928489,1.0986122886681098,1.2209844539312604,0.0,0.3320568422449069,0.0,0.23919169468349588,3.258096538021482,2.97928960803268,4.770684624465665,4.677945839529402,4.994312320064325,4.87606488953766,0.0,0.0,2.302585092994046,2.127872720982146,0.4519851237430572,0.37034897227099295
4.465908118654584,3.824762341513044,1.791759469228055,1.9591489633860546,3.332204510175204,3.264575525863031,1.0986122886681098,0.9462538365786327,0.0,0.00518131481397998,0.0,0.0,3.258096538021482,3.3616398853268783,4.770684624465665,4.88294960099937,4.99479623006651,4.86578001945107,0.0,0.0,2.302585092994046,2.338758142324343,0.49643688631389105,0.27384889078449415
4.465908118654584,4.082001996026884,1.791759469228055,1.9909241921179879,3.332204510175204,3.3806363891078623,1.0986122886681098,0.8511765326171377,0.0,0.051685055463941795,0.0,0.13005984305695611,3.258096538021482,3.309378190242281,4.770684624465665,4.50187864224524,4.995279906013061,4.745506585047986,0.0,0.0,2.302585092994046,2.4579949918585386,0.5389965007326869,0.0212896935214823
4.465908118654584,3.119789671672995,1.791759469228055,2.0362105947808287,3.332204510175204,3.311838232345212,1.0986122886681098,1.0197309695833623,0.0,0.0,0.0,0.35553925220070437,3.258096538021482,2.815783283663591,4.770684624465665,4.53359820564914,4.995763348130285,4.672405920554473,0.0,1.291179415393175e-06,2.302585092994046,2.357918477120568,0.5798184952529422,0.3475980644420651
4.465908118654584,3.8847074268913135,1.791759469228055,1.781118177692664,3.332204510175204,3.2542667374416925,1.0986122886681098,0.9821952884051189,0.0,0.05120259868421645,0.0,0.31582455823004574,3.258096538021482,3.0612557006984833,4.770684624465665,4.644223939047154,4.996246556644156,4.544860604728236,0.0,0.0,2.302585092994046,2.367933264870767,0.6190392084062234,0.4250525824870478
4.465908118654584,3.572636211753683,1.791759469228055,1.4862254428844386,3.332204510175204,3.383064483778848,1.0986122886681098,1.22046949286025,0.0,0.11449784243895181,0.0,0.0,3.258096538021482,3.04626651272161,4.770684624465665,4.607103584671243,4.996729531780326,4.78939794487304,0.0,0.0,2.302585092994046,2.29361711460717,0.6567795363890704,0.17617319337972645
4.465908118654584,3.572426712528305,1.791759469228055,1.800158034808956,3.332204510175204,3.260142078670894,1.0986122886681098,0.9998268838231473,0.0,0.14950900918265664,0.0,0.5340947134491805,3.258096538021482,3.245323692400232,4.770684624465665,4.783072015201225,4.997212273764115,4.949405114534179,0.0,0.0,2.302585092994046,2.2624068416492573,0.6931471805599453,0.8278827673847472
