S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
1.0986122886681098,1.0077415013145123,0.0,1.571048938306501,0.6931471805599453,0.9610498910441571,1.992430164690206,2.3875430850499346,3.3202283191284883,1.6889869029199953,0.0,0.0,0.0,0.18393647179709674,0.5108256237659906,1.0812651235231558
1.0986122886681098,0.7207296402726938,0.0,0.5741644444228704,0.6931471805599453,0.9866567751598422,1.9694406464655074,1.9295470240263857,3.3262343431887,1.9071869278980342,0.0,0.0,0.0,0.0,0.6061358035703155,0.9671046684619397
1.0986122886681098,1.5142933962829506,0.0,1.3618746138445315,0.6931471805599453,1.5170733927261812,1.9459101490553132,2.6342300955634754,3.332204510175204,0.7499732714069636,0.0,0.0,0.0,0.1701120185633762,0.6931471805599453,0.7539176706466507
1.0986122886681098,0.8952391473510815,0.0,2.9145168447227965,0.6931471805599453,0.5862468872060684,1.9299098077088723,2.186183174415191,3.332204510175204,2.565822326818621,0.0,0.0,0.0,0.0181059893683862,0.6359887667199967,1.154621454047723
1.0986122886681098,1.259415908557455,0.0,1.1443398440311134,0.6931471805599453,1.0766712153044264,1.9136492868370918,1.74957903567054,3.332204510175204,2.829569858728894,0.0,1.1226301375510428e-06,0.0,0.4060146632262913,0.5753641449035619,0.47985418037089544
1.0986122886681098,1.0335884722218573,0.0,1.469669180252496,0.6931471805599453,0.6088132348868649,1.8971199848858813,2.354384000425711,3.332204510175204,2.032619945307715,0.0,0.0,0.0,0.6267423435159633,0.5108256237659907,1.1823132520025363
1.0986122886681098,1.4570148323915213,0.0,0.8263462946586977,0.6931471805599453,1.8006599914253727,1.8803128665695001,1.8586083474307922,3.332204510175204,1.0381378121554237,0.0,0.0,0.0,0.5970084278002495,0.44183275227903923,0.5116375151713217
1.0986122886681098,0.9441659668964769,0.0,1.9528286765120748,0.6931471805599453,1.6012213685873862,1.8632184332102,2.961297953765897,3.332204510175204,1.5283235744483792,0.0,0.0,0.0,0.540424388326231,0.36772478012531734,1.6496587140021477
1.0986122886681098,1.2084384510178572,0.0,2.224816818604178,0.6931471805599453,1.4757772539894192,1.8458266904983307,3.3836050233234634,3.332204510175204,0.7801432474007076,0.0,0.0,0.0,0.5789252149717945,0.2876820724517809,1.542424954536538
1.0986122886681098,0.7120012029290426,0.0,0.4716480458116523,0.6931471805599453,1.255206658561936,1.8281271133989299,2.791228225423141,3.332204510175204,1.9858042733141354,0.0,0.0,0.0,0.3845832122941482,0.20067069546215122,0.5239866714384606
1.0986122886681098,0.7758123787470959,0.0,1.328995038246866,0.6931471805599453,1.3162148299015544,1.8101086078962514,2.6433399443011982,3.332204510175204,1.4825798130445547,0.0,0.0,0.0,0.5447646179501615,0.1053605156578263,1.5880487217625996
1.0986122886681098,1.0186149229606092,0.0,2.7723143538944734,0.6931471805599453,0.982828632491252,1.791759469228055,1.9279224391719205,3.332204510175204,1.2045403095248386,0.0,0.0,0.0,0.14638921698346055,0.0,0.30917641403731866
