RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1132_Actual,S1132_Simulated
1.0986122886681098,0.7506859406485378,1.791759469228055,1.3000568012839122,2.5649493574615367,2.9404301144203595,3.295836866004329,2.3621206429605626,3.6888794541139363,2.945350239029016,3.6635616461296463,3.4455535302596,0.0,0.00845563664876762,1.6094379124341003,0.8320702696305738,1.3862943611198906,1.0863350080236112
1.0986122886681098,0.0,1.791759469228055,1.7111527847943546,2.5649493574615367,0.0,3.295836866004329,2.735687433976218,3.6888794541139363,3.7521609588843092,3.6635616461296463,2.0333272489896803,0.0,0.05027445297446119,1.6094379124341003,0.05553455375194716,1.3862943611198906,1.9502074534315927
1.0986122886681098,0.3783193443316044,1.791759469228055,1.7385158578506892,2.5649493574615367,5.0862383051825475,3.295836866004329,2.878249113880558,3.6888794541139363,3.093400935025994,3.6635616461296463,3.096181141317817,0.0,0.0,1.6094379124341003,0.6666947697512686,1.3862943611198906,0.41452208334197516
1.0986122886681098,0.7702367707782358,1.791759469228055,3.07429318932569,2.5649493574615367,1.5335995123829145,3.295836866004329,3.074767024011723,3.6888794541139363,3.629900242630562,3.6635616461296463,2.9198247170875034,0.0,0.0,1.6094379124341003,1.4742004378584854,1.3862943611198906,1.2763502487564589
1.0986122886681098,0.11313597595284719,1.791759469228055,1.4216158729215023,2.5649493574615367,1.756945960644948,3.295836866004329,2.5116492976747096,3.6888794541139363,3.2962242393541983,3.6635616461296463,3.413439517340779,0.0,0.0,1.6094379124341003,1.3233298385645043,1.3862943611198906,0.18943795392432594
1.0986122886681098,0.6246061770167741,1.791759469228055,0.8686242752942639,2.5649493574615367,6.554905884001304,3.295836866004329,2.8955045664928285,3.6888794541139363,3.3245197970876577,3.6635616461296463,3.116942682972235,0.0,0.059777377623567184,1.6094379124341003,2.086857482138627,1.3862943611198906,1.9332964037605056
1.0986122886681098,1.3545614372716168,1.791759469228055,2.1586862893872545,2.5649493574615367,5.068179824993832,3.295836866004329,1.4905041033181325,3.6888794541139363,3.380274969149921,3.6635616461296463,3.4102958616586316,0.0,0.059154286538425326,1.6094379124341003,0.5378023663171242,1.6094379124341003,1.4959436530684025
1.0986122886681098,0.8617158093226404,1.791759469228055,1.8836304991350616,2.5649493574615367,4.927528652246746,3.295836866004329,3.780197783521548,3.6888794541139363,2.48656990834801,3.6635616461296463,2.61714093598247,0.0,0.0,1.6094379124341003,0.6508905626986184,1.6094379124341003,0.0
1.0986122886681098,0.0,1.791759469228055,0.0,2.5649493574615367,0.0,3.295836866004329,1.742230899335333,3.6888794541139363,2.0089381768257937,3.6635616461296463,2.93143606456071,0.0,0.07569266599510417,1.6094379124341003,1.2621878775304267,1.6094379124341003,1.4657800796764069
1.0986122886681098,0.0,1.791759469228055,1.8808912080943414,2.5649493574615367,0.0,3.295836866004329,2.0469267758825067,3.6888794541139363,2.9661807252735115,3.6635616461296463,2.730807008290337,0.0,0.008489646359680938,1.6094379124341003,0.7851969006503543,1.6094379124341003,1.4407950172834005
1.0986122886681098,0.4776782631413188,1.791759469228055,0.2556542154008732,2.5649493574615367,1.0778783508231424,3.295836866004329,2.1784514451306642,3.6888794541139363,1.8535567983103922,3.6635616461296463,2.806479413377167,0.0,0.04333493518680374,1.6094379124341003,0.8948437157626448,1.6094379124341003,2.392192303713256
1.0986122886681098,0.23415274228395278,1.791759469228055,1.715723563517644,2.5649493574615367,0.0,3.295836866004329,1.538522813575676,3.6888794541139363,1.7596311960867823,3.6635616461296463,4.283770040149475,0.0,0.0,1.6094379124341003,1.3994299986455672,1.6094379124341003,1.1359144930233587
1.0986122886681098,0.6728519292156363,1.791759469228055,0.08411973279387386,2.5649493574615367,0.0,3.295836866004329,3.169148938621011,3.6888794541139363,2.8429365244774263,3.6635616461296463,3.184391598404875,0.0,0.0,1.6094379124341003,0.34955505502714124,1.6094379124341003,0.32780917380015007
1.0986122886681098,0.0,1.791759469228055,1.9497085240508922,2.5649493574615367,2.1773773659660973,3.295836866004329,4.231578951787451,3.6888794541139363,3.2985040579308955,3.6635616461296463,2.5938908617106327,0.0,0.09543114215691322,1.6094379124341003,0.7277507159798839,1.6094379124341003,1.5230497949697246
1.0986122886681098,0.0,1.791759469228055,1.1117883675941669,2.5649493574615367,0.0,3.295836866004329,3.4621475461782465,3.6971782569286313,2.2269067927536934,3.6635616461296463,2.2083777379389713,0.0,0.05425096077878443,1.6094379124341003,1.605011427732327,1.6094379124341003,0.5048963484523945
1.0986122886681098,0.10585893966249971,1.791759469228055,1.5367413363077218,2.5649493574615367,5.921016195377883,3.295836866004329,2.845632365959307,3.7054087560651467,3.9091604395879203,3.6635616461296463,4.297606282400658,0.0,0.10741166759933574,1.6094379124341003,0.7587365080412679,1.6094379124341003,1.3813083086280593
1.0986122886681098,0.5828024133306973,1.791759469228055,1.93492047075544,2.5649493574615367,3.9608250543744674,3.295836866004329,2.4363116945807866,3.713572066704308,3.527903839112051,3.6635616461296463,3.8160389801447514,0.0,0.0,1.6094379124341003,1.934945696411282,1.6094379124341003,1.827044288736881
1.0986122886681098,0.8294894061151368,1.791759469228055,1.2144170279351476,2.5649493574615367,1.3585126105766632,3.295836866004329,2.900379991713515,3.7376696182833684,3.8051845436352743,3.6635616461296463,3.2971923302891515,0.0,0.030489716756477304,1.6094379124341003,1.177430567952882,1.6094379124341003,2.1712197933826216
1.0986122886681098,1.0041504913513866,1.791759469228055,0.40647043095543434,2.5649493574615367,1.0931444978482399,3.295836866004329,2.0865754582443015,3.7612001156935624,2.7236920759656096,3.6635616461296463,2.420427099490655,0.0,0.0,1.6094379124341003,0.8651882386925971,1.6094379124341003,0.3692774966418759
1.0986122886681098,0.15016930381324556,1.791759469228055,0.07260978760492831,2.5649493574615367,0.0,3.295836866004329,2.2833863212453824,3.7612001156935624,2.2573199343488644,3.7612001156935624,2.993868463895271,0.0,0.0,1.6094379124341003,1.6117435680014838,1.6094379124341003,1.9628316791465827
1.0986122886681098,0.32383133609107234,1.791759469228055,3.0953568410616312,2.5649493574615367,0.18259928219247,3.295836866004329,2.2930351809980496,3.7612001156935624,2.5551107605790246,3.7612001156935624,3.0253158872455552,0.0,0.1470849860678188,1.6094379124341003,1.3500160897099134,1.6094379124341003,1.6267522508649437
1.0986122886681098,1.3336949344974258,1.8458266904983307,2.6110311623321776,2.5649493574615367,6.338569178276522,3.295836866004329,1.5058429481370132,3.7689221617874726,2.6555034095643806,3.784189633918261,3.317029154520325,0.0,0.0,1.6094379124341003,1.1254782408886257,1.6094379124341003,1.9851226066196888
1.0986122886681098,1.496800542133513,1.8971199848858813,1.8851981961173552,2.5649493574615367,0.0,3.295836866004329,4.296339851883609,3.7765850345330416,3.5456847299228196,3.8066624897703196,4.503440336846034,0.0,0.06332171129964359,1.6094379124341003,2.19356419850968,1.6094379124341003,1.7315922163118982
1.0986122886681098,2.1399113147664055,1.9459101490553132,2.2378782864114966,2.5649493574615367,5.690789238111288,3.295836866004329,1.7841077676521668,3.784189633918261,3.626888563464247,3.828641396489095,2.8111068793115703,0.0,0.0,1.6094379124341003,0.3034400732422535,1.6094379124341003,3.1094143094419304
