S1488_Actual,S1488_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1132_Actual,S1132_Simulated
0.0,0.8908388900930552,2.302585092994046,3.347618273965604,4.820281565605037,4.297647226198552,2.9444389791664403,4.16307628472785
0.0,0.2961182807778213,2.302585092994046,6.085271878901111,4.820281565605037,3.6211302204624607,2.9444389791664403,5.049777059311876
0.0,0.7857712018748847,2.302585092994046,3.429158829365825,4.820281565605037,4.014181698770156,2.9444389791664403,3.4686308402680504
0.0,1.366057688814131,2.302585092994046,3.0854059987254003,4.820281565605037,3.6013251719005797,2.9444389791664403,1.9390324728018107
0.0,0.08945687620416287,2.302585092994046,1.9270124517020062,4.820281565605037,4.651076174765677,2.9444389791664403,6.184171531835515
0.0,0.0,2.302585092994046,6.3303198695684655,4.825108606353353,4.645746216400564,2.9444389791664403,5.329740528434333
0.0,1.4688311409945771,2.302585092994046,4.563088732717837,4.829912458665998,5.341075013048616,2.9444389791664403,3.2757465694804395
0.0,0.0,2.302585092994046,4.292379578913881,4.8346933442663405,4.147680391104223,2.9444389791664403,2.805954804204159
0.0,1.469922054586772,2.302585092994046,2.7202393890761343,4.839451481712757,4.658025070075594,2.9444389791664403,3.542768005264592
0.0,0.9508699559873108,2.302585092994046,0.5120064143580412,4.844187086458591,3.5271849243770728,2.9444389791664403,4.098817335954271
0.0,0.32779747784543445,2.302585092994046,2.906546429531762,4.845498562056402,4.888171535746504,2.9444389791664403,2.2846293126030783
0.0,0.0,2.302585092994046,5.128307612916634,4.846808319938465,2.8584726927835513,2.9444389791664403,2.271003987789117
0.0,1.0891770183456737,2.302585092994046,6.0234471923204875,4.848116364598481,3.6388049540193297,2.9444389791664403,6.557936292044454
0.0,0.0,2.302585092994046,5.329431159894554,4.8494227005125365,2.9805940516873335,2.9444389791664403,4.822435155491268
0.0,1.6003344982739138,2.302585092994046,6.507577766654279,4.850727332139201,4.074409369188112,2.9444389791664403,2.0283728466146496
0.0,1.7550740652079586,2.302585092994046,3.0134431762207807,4.852030263919617,4.0961657176722115,2.9444389791664403,2.690830197028615
0.0,0.8019647508412568,2.302585092994046,5.4878541437587,4.853331500277589,2.1253769311689377,2.9444389791664403,4.237059201715918
0.0,0.7330599551694519,2.302585092994046,4.769274403285283,4.854631045619675,5.799935178820825,2.9444389791664403,3.355523395280387
0.0,0.7242744642207128,2.302585092994046,3.288642739460027,4.855928904335275,3.8290002675586896,2.9444389791664403,3.9260851000614543
0.0,1.7835551132166652,2.302585092994046,0.24772665283933204,4.857225080796721,4.01385667421504,2.9444389791664403,5.420159540662283
0.0,0.47253332040034757,2.302585092994046,3.048282291160068,4.858519579359367,4.442473301710829,2.9444389791664403,5.129736110427591
0.0,1.910543877492917,2.302585092994046,0.0,4.859812404361672,4.865139760462625,2.9444389791664403,2.4632643865183272
0.0,0.12743174237861898,2.302585092994046,5.668732210537102,4.90527477843843,4.342658311702613,2.9444389791664403,6.060528360973031
0.0,0.5301179889938408,2.302585092994046,0.7187569988324554,4.948759890378168,4.072897218596862,2.9444389791664403,3.61185176728634
