,Actual_last_5_vals,Mean_Simulation,Simulated_20,Simulated_38,Simulated_27,Simulated_6,Simulated_47,Simulated_7,Simulated_17,Simulated_16,Simulated_2,Simulated_44,Simulated_39,Simulated_18,Simulated_13,Simulated_43,Simulated_29,Simulated_15,Simulated_35,Simulated_5,Simulated_4,Simulated_48,Simulated_34,Simulated_21,Simulated_32,Simulated_1,Simulated_14,Simulated_9,Simulated_31,Simulated_37,Simulated_26,Simulated_19,Simulated_8,Simulated_40,Simulated_25,Simulated_45,Simulated_36,Simulated_12,Simulated_30,Simulated_10,Simulated_46,Simulated_24,Simulated_23,Simulated_0,Simulated_49,Simulated_22,Simulated_28,Simulated_33,Simulated_3,Simulated_11,Simulated_41,Simulated_42
0,41110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,41414.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,41719.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,42023.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,42328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26,35496.26
6,,35358.66,35185.3,40494.93,36328.77,35529.74,34161.02,36053.7,38579.4,29589.72,33885.35,36715.06,40077.48,30239.14,31425.78,32083.7,35350.44,31655.8,31365.1,33152.9,36774.28,39975.85,37331.83,34354.04,40898.54,34553.3,31705.14,39356.92,32514.8,42279.09,32228.44,32722.5,33449.56,33342.99,36901.24,42788.03,35754.77,40645.7,37093.13,41821.6,26983.74,32375.48,36440.36,37941.67,41745.51,37350.73,35344.69,28997.35,32757.08,22287.81,34408.24,42935.3
7,,35550.88,38316.87,36935.07,34012.95,37572.35,34823.78,35669.28,34746.49,40603.22,32283.04,34200.25,34808.81,33579.27,37993.28,40828.71,31353.49,38136.52,34478.56,35675.65,32114.76,37256.74,34725.11,42760.56,36415.42,27456.52,40585.97,39542.71,34383.63,31240.15,29605.66,34148.33,33057.57,39598.06,32032.55,36014.42,34320.62,43479.33,39221.06,38174.46,35058.86,37455.1,37155.16,36606.02,41013.78,36656.16,30951.82,42138.62,25714.87,32304.25,27636.17,32702.03
8,,34268.09,26321.44,31055.5,39905.86,35435.68,37471.21,34179.79,29612.31,35131.28,39697.25,34635.38,28641.65,38758.43,37015.64,42550.91,39599.4,30331.0,38368.79,33460.07,27060.54,33425.13,29817.66,30811.12,34675.78,39815.46,31109.36,37825.47,31001.44,28673.94,31606.24,35121.96,36755.81,27164.59,36310.19,33461.89,34877.38,34269.32,35395.57,25837.37,32043.42,30479.46,39956.11,37116.29,35289.93,30868.93,35907.24,31218.42,35069.87,35830.68,40977.51,41458.78
9,,36106.73,43239.4,35114.05,38142.38,34480.73,37933.74,34917.74,36670.95,38264.05,41768.9,37707.14,34287.66,35336.04,30329.15,40663.51,38437.13,37427.36,39885.05,28780.71,35141.18,29409.8,33892.53,30782.62,34203.55,40785.46,33215.23,42234.3,41955.28,40193.06,35268.8,28736.48,40871.01,37157.14,27023.91,30533.11,40412.24,33760.75,32667.85,33161.88,38186.09,32814.15,37232.99,35292.97,41815.04,29828.39,34347.14,41878.98,37891.6,40707.03,41285.27,29264.89
