S1213_Actual,S1213_Simulated,S1488_Actual,S1488_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
6.2324480165505225,5.194460844659627,2.302585092994046,2.427345894429739,3.713572066704308,3.595057177045192,4.634728988229636,4.358025076129445,2.5649493574615367,2.5986783502196977,4.143134726391533,4.109089806957299,3.912023005428146,4.123671636980064,1.791759469228055,2.6344328271877484
6.2324480165505225,5.025928117776732,2.302585092994046,2.0162538399435666,3.713572066704308,3.6594818078122255,4.634728988229636,4.165520299695297,2.5649493574615367,2.6335820290098724,4.143134726391533,4.176433876593852,3.912023005428146,4.131855350512024,1.791759469228055,2.6814277294386253
6.2324480165505225,5.410517402058951,2.302585092994046,2.3620168160474515,3.713572066704308,3.5779903087828315,4.634728988229636,4.405480488310141,2.5649493574615367,2.5567938596378883,4.143134726391533,4.0729465977900645,3.912023005428146,4.144794414860317,1.791759469228055,2.3018079312766515
6.2324480165505225,5.220006576853687,2.302585092994046,2.1132845113953334,3.713572066704308,3.6021358739791154,4.634728988229636,4.50527965574915,2.5649493574615367,2.505422120532487,4.143134726391533,4.1328765514138945,3.912023005428146,4.10467615424107,1.791759469228055,1.1549478274896103
6.2324480165505225,5.338168350307619,2.302585092994046,1.893168859228226,3.713572066704308,3.5689782236369556,4.634728988229636,4.421131621564963,2.5649493574615367,2.7104965366906457,4.143134726391533,4.088515778603786,3.912023005428146,4.18599325480469,1.791759469228055,2.97258252521899
6.2324480165505225,4.8952584822162795,2.302585092994046,2.572234018413137,3.713572066704308,3.56293969879233,4.634728988229636,4.155640634069348,2.5649493574615367,2.5911370043838136,4.143134726391533,4.13656008845268,3.912023005428146,4.121129762612684,1.791759469228055,2.913354909158183
6.2324480165505225,5.262258880159352,2.302585092994046,2.5327688165946842,3.713572066704308,3.6202838230081293,4.634728988229636,4.52963532628757,2.5649493574615367,2.470165236291996,4.143134726391533,4.066663017091309,3.912023005428146,4.224540702516123,1.791759469228055,2.4381579527494988
6.2324480165505225,5.564512343463142,2.302585092994046,2.67806241954395,3.713572066704308,3.5916076671779984,4.634728988229636,4.410252153067623,2.5649493574615367,2.535029050063047,4.143134726391533,4.133054122864462,3.912023005428146,4.314462553369788,1.791759469228055,2.8183502961561246
6.2324480165505225,5.872745495036968,2.302585092994046,2.1229402737856553,3.713572066704308,3.654293899646098,4.634728988229636,4.322718970813047,2.5649493574615367,2.554560590155334,4.143134726391533,4.162431289820625,3.912023005428146,4.089232645047222,1.791759469228055,1.7711862154606242
6.2324480165505225,4.879574148816038,2.302585092994046,2.5532148856702914,3.713572066704308,3.550710881615759,4.634728988229636,4.42999866077138,2.5649493574615367,2.64119139792674,4.143134726391533,4.083905044947606,3.912023005428146,3.9544711759857307,1.791759469228055,2.6744389773994213
