,Actual_last_5_vals,Mean_Simulation,Simulated_4,Simulated_6,Simulated_22,Simulated_1,Simulated_11,Simulated_5,Simulated_14,Simulated_16,Simulated_18,Simulated_25,Simulated_9,Simulated_20,Simulated_12,Simulated_19,Simulated_26,Simulated_3,Simulated_17,Simulated_28,Simulated_15,Simulated_13,Simulated_27,Simulated_23,Simulated_24,Simulated_7,Simulated_8,Simulated_10,Simulated_29,Simulated_2,Simulated_21,Simulated_0
0,42899.57205240175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,42902.17903930131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,42904.78602620088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,42907.39301310044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,42910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71
6,,46071.74,44808.52,46520.48,47247.81,41120.31,47984.74,45747.31,45648.68,46950.13,43756.8,46626.54,49347.54,46251.32,49886.77,46606.43,42762.03,39920.79,48033.36,42352.54,48376.57,52089.35,46483.5,38497.64,48472.13,49605.6,46904.29,48596.04,48898.28,48183.27,37415.86,47057.46
7,,45524.96,46459.32,38762.89,45407.45,44328.85,43685.98,44953.37,46150.63,47433.91,45287.75,44687.2,45918.19,43470.39,47016.41,45751.78,47472.8,46748.02,43171.48,48029.77,48646.2,47705.99,49695.94,42615.7,46463.16,45312.54,44424.98,46564.99,46217.34,48151.12,45425.93,39788.74
8,,46853.1,46706.36,50461.27,47645.81,47874.06,44031.06,49056.94,48173.48,48237.58,44267.47,45893.01,51758.14,43773.81,46374.96,44990.92,52525.18,44109.11,43683.51,54091.3,48370.47,41550.06,48715.78,49644.79,45224.11,46263.79,38614.25,43890.91,49956.18,46421.98,47288.3,45998.32
9,,46132.21,49112.01,49244.63,41973.78,42369.54,49393.12,48743.66,44696.05,42471.52,45826.48,47175.43,49548.79,41270.83,49270.03,49351.52,52772.79,47491.65,47090.9,51795.62,45530.96,43798.27,46893.27,41798.15,42294.25,43227.53,41552.46,49905.67,47844.42,46518.09,44630.3,40374.67
10,,46729.67,45250.75,47400.45,43353.53,53961.5,44881.39,44354.74,52583.58,40490.66,44752.01,50095.27,49856.09,46966.59,41975.03,47249.87,43866.95,41906.68,44321.41,46395.36,51757.11,45226.14,43768.93,45652.53,55097.63,41813.38,44133.07,47724.21,44277.97,52761.37,51166.91,48848.87
11,,46755.95,47590.1,53139.58,50928.85,48687.77,39752.8,49687.73,42262.77,38453.61,41524.47,52655.48,46980.77,55166.59,44805.33,47467.21,52685.46,42193.46,50170.98,52261.29,46983.43,47082.64,47569.37,40530.93,44608.35,44807.54,44957.68,48627.94,47560.58,40847.09,50655.73,42032.9
12,,46193.89,46460.6,45404.64,42790.68,45933.16,43246.29,47517.55,47632.99,49492.93,46263.71,48087.25,45266.11,50400.05,46023.21,40836.29,43254.71,47756.98,44656.88,48780.04,41597.29,47813.22,38218.94,48596.52,51719.38,46036.93,46408.71,49245.57,37571.96,50631.6,53000.32,45172.2
13,,45249.84,46984.29,42054.92,47322.55,45337.93,36941.47,47409.62,46981.71,39558.98,47618.65,51982.08,42257.38,41649.21,37129.52,44703.79,46666.12,46628.03,38900.23,46034.01,48931.74,45106.6,50418.69,50207.81,45654.91,50405.81,42064.2,45582.69,42695.07,50824.39,47956.27,41486.58
14,,45143.52,49798.52,46044.87,42402.07,44333.39,44239.54,41138.25,40276.7,44897.44,47529.34,44309.63,43355.07,42870.76,45223.94,42836.92,47252.13,45862.17,47141.39,43433.23,45135.83,44813.63,44837.51,46416.31,40360.45,46668.33,43390.96,50837.02,45356.67,46983.89,50038.08,46521.49
