,Actual_last_5_vals,Mean_Simulation,Simulated_20,Simulated_27,Simulated_9,Simulated_6,Simulated_7,Simulated_2,Simulated_5,Simulated_3,Simulated_19,Simulated_12,Simulated_4,Simulated_8,Simulated_26,Simulated_16,Simulated_15,Simulated_28,Simulated_18,Simulated_25,Simulated_0,Simulated_24,Simulated_29,Simulated_10,Simulated_13,Simulated_14,Simulated_17,Simulated_23,Simulated_11,Simulated_22,Simulated_1,Simulated_21
0,55539.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,55547.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,55554.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,55562.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,55570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,48102.72,48102.72,48102.72,48102.72,48102.72,48102.72,48102.72,48102.72,48102.72,48102.72,48102.72,48102.72,48102.72,48102.72,48102.72,48102.72,48102.72,48102.72,48102.72,48102.72,48102.72,48102.72,48102.72,48102.72,48102.72,48102.72,48102.72,48102.72,48102.72,48102.72,48102.72
6,,47707.65,54336.57,55403.67,42764.3,45675.28,32858.35,64729.98,71725.28,32139.85,38382.99,55421.33,64141.27,43521.23,40602.76,31154.58,56213.18,54315.65,52156.04,62751.8,30132.62,35495.63,52983.68,25180.15,63600.18,56954.09,42515.07,30855.12,40344.54,56660.89,57370.95,40842.37
7,,46767.69,42913.92,54044.52,80473.54,71321.2,59959.99,29982.22,57756.71,39940.47,54226.75,34484.58,34710.68,52550.76,31214.92,47232.87,56908.07,60047.58,48438.41,68946.28,93637.65,20317.02,32709.22,50377.59,40615.34,6526.54,42543.89,25137.42,7309.46,24300.0,53423.96,80979.0
8,,47764.38,51854.28,27358.46,56330.58,29165.11,65677.07,55010.6,89485.03,48414.04,49236.06,50024.62,64110.85,27012.11,62909.06,38368.41,75251.69,38637.11,25579.3,74730.06,53587.2,61760.91,11437.98,15190.14,19488.44,47884.93,52420.82,63277.32,53523.31,42922.88,39600.29,42682.72
9,,48024.29,35501.09,48239.84,47334.36,43480.67,56362.73,51904.39,54406.96,58828.82,33855.93,35387.46,47636.45,47576.26,50914.59,32498.84,33350.7,58530.79,49048.27,52019.13,49871.07,23689.52,22959.1,73461.39,64980.29,35347.52,37699.97,54914.79,37600.56,76617.27,91868.06,34841.91
10,,52316.79,43464.74,49031.11,36076.23,57771.08,62182.3,50753.94,54483.8,59311.73,46922.81,47089.89,38720.96,73199.54,63351.75,37937.29,51384.17,39343.69,38871.65,51676.76,43628.01,46970.62,64331.49,31614.38,66059.11,49522.79,60978.78,55017.69,28541.09,77509.96,65918.15,77838.07
11,,45516.73,52181.5,30984.92,45613.24,50239.03,39940.53,40863.84,48642.04,61554.81,49455.25,51593.61,50809.06,34217.44,27476.46,49944.01,46059.75,77564.07,12921.7,31394.33,39946.45,72416.54,30773.73,15650.71,38735.54,64605.33,74117.6,29191.48,36873.77,31538.24,37184.71,93012.09
12,,49237.28,57705.5,42345.37,38575.89,60444.33,50249.28,42717.46,50766.52,66659.9,74509.61,52293.63,51873.25,9749.14,53581.71,60219.23,37910.2,53701.83,38432.86,83633.43,68896.74,36714.55,43506.62,55862.34,64412.86,36659.35,45034.76,44133.29,33632.56,36472.08,26482.51,59941.51
13,,47520.07,60671.56,60209.29,36379.16,56434.68,52739.09,27587.73,48352.85,45805.92,58119.97,26049.0,36846.83,55344.99,34248.78,31117.33,25965.53,60462.65,70461.81,59794.18,56802.83,50106.66,34444.9,46161.0,57267.05,47320.97,90434.51,30980.01,14991.89,68176.94,33574.27,48749.8
14,,51694.33,49756.05,58967.48,48703.97,57555.24,62737.67,66271.23,49411.18,33776.84,35494.96,49866.23,65792.19,36499.24,58107.84,36967.82,60588.32,34292.41,39563.24,37729.22,62845.38,53069.14,66370.19,46757.78,69157.79,79424.22,33700.11,66242.86,45624.04,70909.19,40675.23,33972.97
15,,53289.13,66777.67,59307.55,60656.27,69005.17,65832.95,47245.34,68007.0,61404.49,53846.09,21647.41,76681.5,55598.25,57061.55,42506.69,25827.95,61764.58,43301.68,51636.31,70029.26,63703.9,48883.49,56779.66,54049.52,31523.07,83771.79,9008.74,34654.61,68408.88,60117.08,29635.33
16,,52041.89,50242.09,45131.29,47553.92,52397.5,56348.87,42615.74,51354.05,61486.25,73242.46,30224.04,38995.67,51782.6,18170.73,31778.19,45559.21,64047.86,40453.93,50771.63,44476.27,67401.44,59517.01,50200.53,26773.62,37841.84,56845.82,59744.6,60189.2,60364.74,91410.28,94335.24
17,MAE,,6788.25,7766.26,8407.51,8496.63,8654.97,8970.74,9037.76,9291.35,9632.12,10501.06,10663.23,10702.37,10953.39,11158.65,11500.16,11652.71,11901.75,12208.68,12564.39,12624.87,12737.19,12747.48,13017.92,13386.71,13504.81,14007.34,14700.64,15008.88,15348.07,18996.64
