RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1132_Actual,S1132_Simulated
3.367295829986474,3.2213065757711092,3.1354942159291497,2.5303576481378562,0.0,0.9905216270195651,3.784189633918261,3.1506115414840274,5.181783550292085,3.5229343997453917,3.044522437723423,2.3890504800855394
3.367295829986474,2.493129995619992,3.1354942159291497,1.7541611042102314,0.0,2.4475995719640116,3.784189633918261,2.4837099363189235,5.181783550292085,2.73626788604295,3.044522437723423,1.3405406293418125
3.367295829986474,3.931118494210625,3.1354942159291497,2.9028416162776534,0.0,0.931895100811467,3.784189633918261,2.8058027190534607,5.181783550292085,2.3475427774960718,3.044522437723423,1.2824131374793994
3.367295829986474,2.5555166452212363,3.1354942159291497,2.046866607293992,0.0,0.4679666489872909,3.784189633918261,3.4821132527896954,5.181783550292085,4.437656987242117,3.044522437723423,2.2050172963808956
3.367295829986474,3.894242464131618,3.1354942159291497,2.3459734275500215,0.0,2.235709353327377,3.784189633918261,3.2758881442791736,5.181783550292085,3.8009440770182126,3.044522437723423,2.924596085108578
3.367295829986474,3.4662355040649233,3.1354942159291497,2.9462667783008385,0.0,0.7732465538939451,3.784189633918261,3.109368004062493,5.181783550292085,3.6488519023119363,3.044522437723423,3.55750655729649
3.367295829986474,3.8404997543047426,3.1354942159291497,2.5500232121482957,0.0,0.0,3.784189633918261,5.076648512506283,5.181783550292085,5.27899357776297,3.044522437723423,2.7103110423474712
3.367295829986474,3.336294763888223,3.1354942159291497,1.7205128961267064,0.0,2.5794066320177906,3.784189633918261,2.799784942737866,5.181783550292085,1.1171811338234328,3.044522437723423,2.270280900149806
3.367295829986474,3.207305860552555,3.1354942159291497,2.891489374382308,0.0,2.185788290041632,3.784189633918261,2.8778872352547125,5.181783550292085,3.8207607368360716,3.044522437723423,2.1430813463318876
3.367295829986474,3.459236675491712,3.1354942159291497,1.8077458851430404,0.0,1.3696519398398115,3.784189633918261,3.840192249769778,5.181783550292085,3.8523761174979616,3.044522437723423,1.5735916572375772
3.367295829986474,3.442698792152047,3.1354942159291497,2.545539933643773,0.0,1.9744293115665212,3.784189633918261,4.333212517911696,5.181783550292085,4.188296779919639,3.044522437723423,2.345623244015801
3.367295829986474,2.833327701759901,3.1354942159291497,3.142594439349751,0.0,0.0,3.784189633918261,3.039829613894866,5.181783550292085,2.763304305527087,3.044522437723423,3.1225568889612227
3.367295829986474,2.697821976537603,3.1354942159291497,3.413525642336148,0.0,0.48387922798289884,3.784189633918261,2.9085798686121525,5.181783550292085,2.9242523633881454,3.044522437723423,2.4564357420198197
3.367295829986474,2.954828567134895,3.1354942159291497,2.0779541826913164,0.0,0.0,3.784189633918261,3.1410986126210036,5.181783550292085,4.147947795697773,3.044522437723423,2.3179159118928117
3.367295829986474,2.517499852185079,3.1354942159291497,2.2245773389985053,0.0,0.8345373793329248,3.784189633918261,3.7614454011748784,5.181783550292085,4.783564707495003,3.044522437723423,2.51557256441666
3.367295829986474,3.186982110598608,3.1354942159291497,1.3681871680282813,0.0,2.03784900260807,3.784189633918261,4.492983988549352,5.181783550292085,1.2696638756205516,3.044522437723423,1.910984746455848
3.367295829986474,3.1102815943791366,3.1354942159291497,2.204554477756412,0.0,1.7912733054973735,3.784189633918261,2.1782804072325854,5.181783550292085,3.3298476074465255,3.044522437723423,2.3130072110953948
3.367295829986474,3.624299835275206,3.1354942159291497,2.0673964644574645,0.0,1.4716438007213053,3.784189633918261,3.360006861410647,5.181783550292085,2.012460776995403,3.044522437723423,2.458893627051988
3.367295829986474,3.106903637604334,3.1354942159291497,2.6379024719415614,0.0,1.9834882135800846,3.784189633918261,3.097157527009476,5.181783550292085,4.677313354735804,3.044522437723423,1.6519948065347934
3.367295829986474,2.8357926339706645,3.1354942159291497,3.379321908351306,0.0,1.6489324744663498,3.784189633918261,4.35876631108526,5.181783550292085,2.7715538844069334,3.044522437723423,3.430386691930956
3.367295829986474,3.8825893178536424,3.1354942159291497,2.510814309008419,0.0,0.0,3.784189633918261,2.9576422799867785,5.181783550292085,2.5821131380025233,3.044522437723423,3.1488232376185055
3.367295829986474,3.2027994017588695,3.1354942159291497,2.8652789414332034,0.0,0.7780663171021217,3.784189633918261,3.464172166992843,5.181783550292085,5.993327674853269,3.044522437723423,3.3898082543653656
3.367295829986474,2.8899212832413843,3.1354942159291497,2.747966105911218,0.0,1.6089048509354877,3.784189633918261,3.3210772968991282,5.181783550292085,2.1097816338051194,3.044522437723423,1.5530619041007436
3.367295829986474,2.567519433727954,3.1354942159291497,2.5253391163233654,0.0,2.523828058693419,3.784189633918261,3.6225810764368,5.181783550292085,2.7603587717992504,3.044522437723423,1.4568010615420504
