S1905_Actual,S1905_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1481_Actual,S1481_Simulated
0.0,0.9071098113340569,4.248495242049359,4.134769788868201,4.1588830833596715,2.499131140053135,2.4849066497880004,3.085545834700197
0.0,0.8673932869909766,4.248495242049359,3.773091819218959,4.1588830833596715,1.698627485495025,2.4849066497880004,4.10768001122141
0.0,0.4526288890435209,4.248495242049359,4.523353083236795,4.1588830833596715,2.440425846632725,2.4849066497880004,3.5395448582019116
0.0,2.3916583237477083,4.248495242049359,4.024167798829951,4.1588830833596715,1.2077337074063292,2.498699971920336,3.815044694887664
0.0,1.0690172324565181,4.248495242049359,4.405603020444733,4.1588830833596715,1.3460527987474709,2.512305623976115,3.3444693742273874
0.0,1.2347345200222015,4.248495242049359,4.531897150370689,4.1588830833596715,3.6330527576366407,2.5257286443082556,2.9150641705946767
0.0,0.7816197331138549,4.248495242049359,3.7998667471524175,4.1588830833596715,3.611083629629964,2.538973871058276,2.281480598389746
0.0,0.9347098449664467,4.248495242049359,4.208540492193778,4.1588830833596715,2.1917568536782,2.5520459526256287,3.3038300153193685
0.0,0.3779933736080744,4.248495242049359,4.306657083749964,4.1588830833596715,2.3457662251797786,2.5649493574615367,2.9931669872505458
0.0,0.9555626267010916,4.248495242049359,4.007942414558822,4.1588830833596715,2.8442460263616436,2.5649493574615367,3.486208239565833
0.0,1.704323155778334,4.248495242049359,4.113930270725206,4.1588830833596715,2.1109957628806826,2.5649493574615367,2.796710761585142
0.0,0.9592710336362703,4.248495242049359,4.434561301643634,4.1588830833596715,2.787106181631067,2.5649493574615367,3.3972796312902296
