S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1151_Actual,S1151_Simulated
4.672828834461906,4.189295074572902,3.1354942159291497,3.411590488688553,1.0986122886681098,1.5414280278559198,0.0,0.08546578921313353,0.0,3.0021800730187986,6.875748482847051,6.007955147221165,2.302585092994046,2.133853788746623
4.709530201312334,4.111113954162962,3.1354942159291497,2.2241455497013605,1.0986122886681098,0.9667867872379307,0.0,0.5543085635024865,0.0,1.46807836101021,6.887552571664617,5.330341696034813,2.302585092994046,2.9064382738809815
4.727387818712341,4.47424455904308,3.1354942159291497,3.801754281364163,1.0986122886681098,1.359852781143934,0.0,0.6621329373446636,0.0,4.336723216533764,6.893656354602635,6.279280107547925,2.302585092994046,2.054330706917935
4.727387818712341,3.773803860926256,3.1354942159291497,3.8657052971443906,1.0986122886681098,0.9621243524969789,0.0,0.19502283605322007,0.0,1.752326535311592,6.893656354602635,5.883859185489292,2.302585092994046,2.0385185741476377
4.74493212836325,4.733498024288963,3.1354942159291497,3.5301712992676237,1.0986122886681098,1.3660754285232155,0.0,0.0,0.0,3.849427844488297,6.904750769961838,6.173286283858882,2.4849066497880004,0.9778092007331529
4.74493212836325,4.221320502825041,3.1354942159291497,3.595798622485373,1.0986122886681098,1.1082228412017519,0.4054651081081644,0.06866009688870695,0.0,2.0592299897284727,6.90625415285587,5.978784376573563,2.4849066497880004,1.4273883794730153
4.74493212836325,3.5513905249669815,3.1354942159291497,2.984543184366689,1.0986122886681098,1.710474834852552,0.6931471805599453,0.09168400342521146,0.0,4.441050139842743,6.907755278982137,7.350842392555078,2.4849066497880004,2.786714653325397
4.742029368705289,4.4395059504802825,3.1354942159291497,3.8975917946249083,1.0986122886681098,1.0207408893470982,0.6931471805599453,0.0,0.0,1.476045624170345,6.914068641038729,7.140321600948782,2.4849066497880004,1.5972924635437349
4.73911815849783,3.8723475764576376,3.1354942159291497,3.957847184423137,1.0986122886681098,0.876383697336716,0.6931471805599453,0.08130176744401899,0.0,5.185824476168408,6.920342394487609,6.1176447770979,2.4849066497880004,1.6096698096344282
4.736198448394496,3.5489845816579617,3.1354942159291497,2.9768317014553176,1.0986122886681098,1.6262452331863488,0.6931471805599453,0.9345078788673638,0.0,0.3242720268336039,6.926577033222725,5.795434748261361,2.4849066497880004,1.994586400579525
4.736198448394496,4.0254106427290735,3.1354942159291497,2.9201284713191216,1.0986122886681098,2.473795966751389,0.6931471805599453,0.0,0.0,4.127395921452661,6.892641641172089,7.025830446235517,2.4849066497880004,1.7229709997583913
4.762173934797756,4.435894687438629,3.258096538021482,4.002322894748561,1.0986122886681098,2.0589192241327225,0.6931471805599453,0.0,0.0,2.401063963142886,6.90875477931522,6.863150923089284,3.4657359027997265,3.063202840839107
4.948759890378168,3.25937220477372,3.258096538021482,3.4797810995493346,1.3862943611198906,2.6190103514307186,1.0986122886681098,0.17132053703055905,0.0,2.7144486665198126,7.00397413672268,5.355416211981229,3.5263605246161616,1.2235244039059898
4.983606621708336,4.526416755216789,3.332204510175204,3.060822476425792,0.6931471805599453,0.5372280198135464,0.6931471805599453,0.16381695985166173,0.0,4.744708629259351,6.75110146893676,6.541744642550702,3.5553480614894135,1.885642206053151
4.969813299576001,4.637435221093,3.332204510175204,2.5631686817269976,0.6931471805599453,1.4998571935829654,0.6931471805599453,0.0,0.0,5.957504103698419,6.760414691083428,5.9144102731962,3.5553480614894135,1.8817169821603845
4.976733742420574,4.4663355826052,3.332204510175204,4.410152958224246,0.6931471805599453,2.3476430983409635,0.6931471805599453,0.0,0.0,3.666332266393795,6.716594773520978,4.43236639479609,3.6375861597263857,2.992227406900834
4.997212273764115,4.34006424042826,3.332204510175204,3.444385103194285,0.6931471805599453,2.2561262420356707,0.6931471805599453,0.09443284460631442,0.0,2.244793348159156,6.7357800142423265,6.354317831940298,3.6375861597263857,1.8115047030412916
5.003946305945459,3.278954147735264,3.332204510175204,3.760431675496324,0.6931471805599453,1.5058012309271558,0.6931471805599453,0.0,0.0,0.9722150564035341,6.733401891837359,6.264946978785657,3.6375861597263857,2.0864203686056806
5.003946305945459,3.6960002839354225,3.332204510175204,3.617946276678258,0.6931471805599453,1.9368200990165685,0.6931471805599453,0.0,0.0,3.316731534935984,6.7339969528486705,7.691766548408314,3.6375861597263857,2.3616774390707325
5.003946305945459,4.502556788539086,3.332204510175204,4.541550818722774,0.6931471805599453,1.4511453228977031,0.6931471805599453,0.5516496795873216,0.0,3.006358905623939,6.734591659972948,5.530952817939615,3.6375861597263857,0.8608665568952067
5.0106352940962555,4.190185919125012,3.332204510175204,4.322764762674203,0.6931471805599453,1.0785387977365934,0.6931471805599453,0.15922948149816663,0.0,1.8153751424684161,6.734591659972948,4.202209470223881,3.6375861597263857,1.686615946430964
5.030437921392435,4.467454257418366,3.332204510175204,3.1393353736012677,0.6931471805599453,1.5685384381028045,0.6931471805599453,0.0,0.0,1.513877199372027,6.739336627357174,6.124162215239389,3.6375861597263857,1.077285938616782
5.030437921392435,4.343637017324615,3.332204510175204,3.4253230559634256,0.6931471805599453,1.1420257153748472,0.6931471805599453,0.0,0.0,0.40484207423862983,6.75343791859778,5.464342454487425,3.6375861597263857,2.427872397977807
