S00117_Actual,S00117_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
6.697034247666484,6.544627715346055,3.713572066704308,3.5956801464788457,4.634728988229636,4.355698515707799,2.5649493574615367,2.599013406349761,4.143134726391533,4.108846500182435,3.912023005428146,4.124104547864934,1.791759469228055,2.6237983037050836
6.697034247666484,6.512820963568937,3.713572066704308,3.588952760484963,4.634728988229636,4.172702441078923,2.5649493574615367,2.6244736438727068,4.143134726391533,4.127416770691499,3.912023005428146,4.288251352544433,1.791759469228055,3.50309614247072
6.697034247666484,6.611555963414392,3.713572066704308,3.583623204085181,4.634728988229636,4.356048888490077,2.5649493574615367,2.614255579357248,4.143134726391533,4.181018995521393,3.912023005428146,4.188365451127011,1.791759469228055,1.3051252095714359
6.697034247666484,6.546244809134265,3.713572066704308,3.5813311975013513,4.634728988229636,4.209458445398515,2.5649493574615367,2.5893947744749855,4.143134726391533,4.113782689882111,3.912023005428146,4.126569653199554,1.791759469228055,2.30071796599936
6.697034247666484,6.4997757239266125,3.713572066704308,3.556993614123013,4.634728988229636,4.5650022257612966,2.5649493574615367,2.5950666663435364,4.143134726391533,4.096008747990178,3.912023005428146,4.072037564182275,1.791759469228055,1.9961608255831629
6.697034247666484,6.488493579554216,3.713572066704308,3.6101149518426485,4.634728988229636,4.311583024284788,2.5649493574615367,2.6468322101280415,4.143134726391533,4.0839754898421905,3.912023005428146,4.107356695399683,1.791759469228055,1.8627918896413433
6.695798917058491,6.569428643284625,3.713572066704308,3.6370362353483072,4.634728988229636,4.489004685188171,2.5649493574615367,2.7118515340994036,4.143134726391533,4.087481444216289,3.912023005428146,4.133073762967165,1.791759469228055,1.8978007642555894
6.695798917058491,6.519184926532964,3.713572066704308,3.5164235661539482,4.634728988229636,4.3970437196389796,2.5649493574615367,2.521800344164047,4.143134726391533,4.053966406613745,3.912023005428146,4.127321442301114,1.9459101490553132,2.7436501237111894
6.69641677311769,6.515673837382179,3.713572066704308,3.506950101539939,4.634728988229636,4.636980054903831,2.5649493574615367,2.5647646546920777,4.143134726391533,4.0981939040628355,3.912023005428146,4.081033417567037,1.9459101490553132,1.9666827314931166
6.697034247666484,6.512510732392724,3.713572066704308,3.5372111536625206,4.634728988229636,4.418999936583585,2.5649493574615367,2.60231668613936,4.143134726391533,4.065549804333416,3.912023005428146,4.20421125938182,1.9459101490553132,1.488955706045718
6.697651341175731,6.563904312347201,3.713572066704308,3.5831112888928254,4.634728988229636,4.214400327214109,2.5649493574615367,2.5917413402486247,4.143134726391533,4.159446035029394,3.912023005428146,4.3065879573448775,1.9459101490553132,3.3592929179077626
6.698268054115413,6.42210150347958,3.713572066704308,3.52760159292737,4.634728988229636,4.380502194021704,2.5649493574615367,2.6181665481079297,4.143134726391533,4.105960559022048,3.912023005428146,4.035721332192141,1.9459101490553132,4.635846012834312
