,Actual_last_5_vals,Mean_Simulation,Simulated_21,Simulated_11,Simulated_39,Simulated_16,Simulated_27,Simulated_20,Simulated_24,Simulated_9,Simulated_49,Simulated_45,Simulated_31,Simulated_28,Simulated_29,Simulated_34,Simulated_38,Simulated_32,Simulated_12,Simulated_26,Simulated_7,Simulated_22,Simulated_14,Simulated_43,Simulated_42,Simulated_46,Simulated_5,Simulated_1,Simulated_18,Simulated_17,Simulated_2,Simulated_23,Simulated_33,Simulated_30,Simulated_37,Simulated_47,Simulated_15,Simulated_8,Simulated_6,Simulated_4,Simulated_3,Simulated_40,Simulated_36,Simulated_0,Simulated_35,Simulated_25,Simulated_13,Simulated_44,Simulated_41,Simulated_48,Simulated_19,Simulated_10
0,39587.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,40272.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,40957.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,41642.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,42328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58,-107050.58
6,,-99487.24,-92138.32,-133077.91,-84487.3,-137753.31,-103597.24,-20475.36,-117828.7,-146111.2,-148884.16,-101840.81,-92642.9,-75843.79,-108785.68,-70264.98,-144043.74,-73964.25,-102144.77,-82194.02,-86328.07,-72563.37,-58577.25,-57833.65,-142451.54,-36470.7,-24438.1,-104000.29,-98719.36,-145751.2,-188083.86,-148208.54,-120609.44,-101137.84,-96807.12,-111065.8,-167984.37,-70930.5,-104611.59,-196661.36,-69935.72,-18922.17,-32838.77,-179848.74,45.67,-70539.34,-6763.6,-239359.38,-143802.63,-47554.32,-139015.46,-56514.91
7,,-86151.61,-107836.85,-82300.16,-93786.9,-94221.17,-189218.04,-59956.7,-98896.22,-42552.46,-93336.95,-102648.88,-132163.51,-119188.5,-90809.08,-86175.12,-3672.76,-22847.82,-17468.94,-140724.51,-116874.79,-101193.21,-63964.39,-57672.83,-44955.39,-49127.16,-70694.8,-19377.16,-58590.42,-104587.39,-124442.85,-57514.39,-101055.89,-130426.86,-163740.55,-149038.29,-135224.92,-161138.38,43145.37,-168410.25,-180898.45,-174078.66,-84704.69,-42685.26,-77018.17,-70725.24,-68644.51,-6709.15,-116738.13,-8072.59,-96673.07,32056.71
8,,-97645.92,-91256.56,-71778.0,-8758.65,-64330.04,-106043.97,-110563.15,-132921.47,-74431.78,-48952.7,-124404.35,-129032.16,-138883.63,-51649.58,-135624.98,-57440.6,-98295.77,-84051.86,-56463.44,-53628.13,-115478.92,-78206.7,-125737.31,-79251.81,-110347.22,-145967.73,-11367.24,-16261.49,-102794.37,-87995.06,-197981.53,-137849.12,-112015.09,-231260.85,-161865.49,-172533.66,-174935.18,-50078.33,-142927.88,-175479.56,-150393.66,2728.89,-11802.22,-108545.47,-12010.56,-28071.9,-43992.76,-252793.08,62255.14,-241415.17,-29409.78
9,,-85355.79,-127855.39,-67446.56,-72733.99,-49909.57,-83499.22,-93017.47,-149939.48,-51551.86,-119994.02,-105654.77,-61493.39,-61806.8,-7650.45,1531.27,-73315.3,-136548.39,-118620.91,-151842.73,-7746.72,-170356.43,-72624.28,23986.16,-104051.65,-34364.06,-156132.06,-86939.3,23695.3,-27096.93,-133345.03,-109433.38,-190794.95,-228122.9,-119784.07,-193753.48,-185309.81,-150901.31,-34102.22,-49322.56,-147413.63,-146652.42,42956.01,-7708.62,-231666.73,32683.49,41781.21,822.49,-199921.8,46737.53,-237205.84,75647.56
10,,-89134.31,-88374.81,-82268.42,-91378.33,-103449.45,-76614.94,-102719.73,-99013.23,-88408.61,-102600.08,-180110.43,-37367.46,-139387.05,-46798.8,-57806.92,-100609.21,-139332.42,-13478.06,-110186.73,-126010.19,-150776.34,-205508.8,-82606.91,8886.86,-32166.69,-75920.95,-18588.18,-101522.66,20468.72,-151126.06,-143595.07,-196979.15,-178308.66,-138573.37,-161403.51,-57122.38,-178550.47,14294.78,-166207.47,-169187.93,633.13,-12145.04,-91.54,-220355.54,84218.42,48037.99,-3684.22,-209011.06,8847.81,-279067.42,76311.31
11,MAE,,13113.77,14680.86,21064.72,21568.81,21658.4,23228.52,23470.7,24661.15,25563.25,26147.4,26645.29,28619.96,29998.85,30906.55,31792.68,31811.22,32309.27,33431.33,33730.85,34406.86,35273.74,35682.18,36545.28,36783.61,37136.23,38282.64,38525.49,39618.35,41086.62,42705.41,48252.28,48706.08,49625.22,53225.28,54070.69,55965.74,56111.93,56303.52,57373.91,62050.66,62295.21,62726.92,66183.01,70233.61,74019.01,74099.36,77415.3,86664.74,89267.02,92644.29
