RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S1488_Actual,S1488_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated
3.1354942159291497,3.3944648510557793,1.791759469228055,1.8846891797460226,1.0986122886681098,1.539752183574873,5.924255797414532,4.9970275798126575,6.863803391452954,5.996123387695626
3.1354942159291497,3.1302837615187817,1.791759469228055,2.038100254999107,1.0986122886681098,1.884884198983077,6.018593214496234,5.695510469830195,6.893656354602635,6.239797587323011
3.1354942159291497,5.433245176342295,1.791759469228055,1.1313954337896988,1.0986122886681098,1.1298245245249174,6.025865973825314,4.231595892917134,6.904750769961838,7.206290510857576
3.1354942159291497,2.8717896491713453,1.791759469228055,2.283390793184445,1.0986122886681098,1.0218997736566144,6.028278520230698,4.331691221177191,6.907755278982137,5.267768488408153
3.1354942159291497,4.370064642688028,1.791759469228055,1.4436524939835476,1.0986122886681098,1.601380544805113,6.018593214496234,5.655100240809238,6.926577033222725,4.887008381147885
3.258096538021482,2.849475621682906,1.791759469228055,2.3313886712559855,1.0986122886681098,2.4677745951377092,5.937536205082426,3.3166671925443953,6.903747257584598,4.103930402797035
3.258096538021482,3.7556413268181847,2.772588722239781,1.1864752020936655,1.3862943611198906,2.1231483492843246,6.016157159698354,5.525898395390756,7.00397413672268,6.02650196006027
3.332204510175204,4.103709898697992,2.6390573296152584,2.0454583679951766,0.6931471805599453,2.25240325484111,5.713732805509369,4.909634604506107,6.760414691083428,7.96470939187168
3.332204510175204,3.267002304230449,2.6390573296152584,2.7299871467681105,0.6931471805599453,0.7642983437355282,5.71042701737487,5.009385463412193,6.7357800142423265,4.471881964567282
3.332204510175204,3.8405145749872003,2.6390573296152584,1.201504073738613,0.6931471805599453,2.1971591964620156,5.683579767338681,2.8933307374072674,6.734591659972948,5.355387070346423
3.332204510175204,4.026029477822211,2.6390573296152584,2.39943399373209,0.6931471805599453,2.0532430567571365,5.69035945432406,5.770271671497099,6.738152494595957,6.433670980060475
3.332204510175204,4.8262564934682075,2.6390573296152584,2.1505454764312835,0.6931471805599453,1.7828427007197711,5.697093486505405,5.735017125383704,6.7580945044277305,5.839766384612815
