RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00112_Actual,S00112_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated
5.159055299214529,5.332682492374705,5.170483995038151,5.554274400060239,5.627621113690637,5.557090739809023,3.8066624897703196,4.220688744763444,4.465908118654584,4.6933611209122335,5.8377304471659395,5.997986853514047
5.1298987149230735,5.928279597438617,5.1647859739235145,5.985911272480438,5.634789603169249,5.63105152195301,3.784189633918261,4.0192384442778435,4.454347296253507,3.567528227178258,5.857933154483459,5.5544145727101055
5.762051382780177,6.018297837419631,5.817111159963204,5.887764119007473,5.8944028342648505,5.789889913493751,4.430816798843313,3.609672995468154,4.663439094112067,4.339854025250184,6.284134161070802,6.207525295868406
5.726847747587197,6.001233151040871,5.814130531825066,6.383490740534059,5.921578419643816,6.110948297541283,4.430816798843313,5.030016095305957,4.663439094112067,4.241418625267613,6.289715570908998,5.558260980127092
5.739792912179234,5.52324043067069,5.817111159963204,5.8654138499981245,5.963579343618446,5.496079937705173,4.442651256490317,4.985327857839322,4.663439094112067,4.390590440019504,6.295266001439646,5.875487929263489
5.723585101952381,5.218982033201485,5.820082930352362,6.181870478617856,5.968707559985366,5.658815014018359,4.418840607796598,4.0186866487691475,4.663439094112067,4.673431155910835,6.304448802421981,5.446811628136609
5.726847747587197,5.275790146556185,5.823045895483019,5.396037490906253,5.968707559985366,5.25646263527671,4.406719247264253,5.285718054509946,4.663439094112067,3.7691280390338524,6.315358001522335,5.7175887019457745
5.720311776607412,5.235954256763552,5.811140992976701,4.557610287417678,5.983936280687191,6.523666476856496,4.382026634673881,3.885459020291118,4.663439094112067,4.854025760150375,6.311734809152915,6.13983895488217
5.707110264748875,4.869610871488969,5.811140992976701,5.524789810488626,5.726847747587197,5.817315906067874,4.356708826689592,3.5801012535218297,4.663439094112067,4.6853416173747116,6.2878585601617845,6.732122143628705
5.733341276897746,5.759094050582028,5.811140992976701,5.357285552012919,5.739792912179234,6.518011916668677,4.356708826689592,4.108032044002718,4.663439094112067,5.0207790531294325,6.289715570908998,5.107564903525045
5.717027701406222,5.286769923866672,5.808142489980444,6.038112842182043,5.726847747587197,6.66175308114344,4.356708826689592,3.6957581561274333,4.663439094112067,4.368395633535567,6.289715570908998,5.7452968063716465
5.707110264748875,5.574092640471031,5.755742213586912,5.954106045526684,5.755742213586912,4.754714546534591,4.343805421853684,2.9072575186322522,4.672828834461906,4.022048456327115,6.293419278846481,6.189071997459873
