S1905_Actual,S1905_Simulated,S1226_Actual,S1226_Simulated,S00108_Actual,S00108_Simulated,S1481_Actual,S1481_Simulated
0.0,0.9071098113340569,4.248495242049359,4.134769788868201,1.3862943611198906,1.5415685703871407,2.4849066497880004,3.085545834700197
0.0,1.419783805964701,4.248495242049359,3.946512345040431,1.3862943611198906,1.2094711115359182,2.4849066497880004,3.3871812048136407
0.0,0.7125365915439033,4.248495242049359,3.8201120850749812,1.3862943611198906,1.7504624589652515,2.4849066497880004,3.0012344017646697
0.0,0.041918452344890667,4.248495242049359,4.631342499123445,1.3862943611198906,1.4613889985874138,2.498699971920336,3.6620808082539456
0.0,1.5818963665432122,4.248495242049359,4.083537160644942,1.3862943611198906,1.5000794370727806,2.512305623976115,2.424772159352128
0.0,1.967825387381692,4.248495242049359,3.848857562572416,1.3862943611198906,1.2598940082632566,2.5257286443082556,4.096444809427361
0.0,1.6334097016711402,4.248495242049359,4.2236717335988825,1.3862943611198906,1.5562900367147536,2.538973871058276,2.198615979289001
0.0,0.9106447311996507,4.248495242049359,3.904454714096325,1.3862943611198906,1.7655013907082353,2.5520459526256287,2.71538110316919
0.0,0.5482455870688805,4.248495242049359,4.028284749965387,1.3862943611198906,1.5149364804041696,2.5649493574615367,2.863584082104265
0.0,1.6401726883440095,4.248495242049359,4.181517625514978,1.3862943611198906,1.074714245075974,2.5649493574615367,2.7379512889460496
0.0,1.3615715652249494,4.248495242049359,3.613214184508288,1.3862943611198906,1.6097617704693281,2.5649493574615367,3.3209384225308085
0.0,0.6815594905757769,4.248495242049359,3.223960673793975,1.3862943611198906,1.937891499587665,2.5649493574615367,3.347173542367071
