S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
5.043425116919247,4.98696277983771,2.772588722239781,2.523224370174143,2.0794415416798357,2.192246286688818,2.3978952727983707,2.8281600480032405,2.1972245773362196,1.7358608600617236,0.0,0.9213926515514955,3.8151731794382284,3.701565418118755,4.248495242049359,4.140461665288957,4.1588830833596715,2.5010016100841277,0.6931471805599453,0.4619605043402298,1.3862943611198906,1.5502472928698183,0.0,0.0,3.4339872044851463,3.496338106951025,2.540996116439044,3.0944630585136337
5.043425116919247,5.4678968805523676,2.772588722239781,1.2726350907103199,2.0794415416798357,2.578572302613288,2.3978952727983707,2.3297136487211008,2.1972245773362196,1.3057395705818151,0.0,0.5842278827455013,3.818557277422469,4.764948119346791,4.248495242049359,3.878862378780314,4.1588830833596715,3.948888967000401,0.6931471805599453,0.06936483330174975,1.3862943611198906,1.4920445402053242,0.0,0.0,3.4339872044851463,3.2894486886025582,2.5470384308950065,2.7748915796331195
5.043425116919247,4.785305395586058,2.772588722239781,1.8501707165830008,2.0794415416798357,1.8730018008696852,2.3978952727983707,2.0073965733063677,2.1972245773362196,0.5834766114187304,0.0,2.0387758461318057,3.821929961901108,3.6536801438109063,4.248495242049359,3.567313735838578,4.1588830833596715,1.9730665877898383,0.6931471805599453,0.7132712806862949,1.3862943611198906,1.0480321050064516,0.0,0.0,3.4339872044851463,3.6998532306351986,2.5530444549552187,3.082430853127253
5.043425116919247,4.286351422177571,2.772588722239781,2.386812592870072,2.0794415416798357,2.6276470280142097,2.3978952727983707,3.637762457083112,2.1972245773362196,2.5229988905316065,0.0,0.3462932109254767,3.8252913096038133,4.21835204677907,4.248495242049359,4.120973192848696,4.1588830833596715,3.635484170765992,0.6931471805599453,0.9254439775414667,1.3862943611198906,1.952381161336966,0.0,0.0,3.4339872044851463,3.074784292451663,2.559014621941722,3.3771544922374623
5.043425116919247,5.623063115829274,2.772588722239781,1.581301182779324,2.0794415416798357,2.748411498071579,2.3978952727983707,4.2466557161121,2.1972245773362196,0.7858276732490949,0.0,0.4066859533123177,3.828641396489095,3.852239562756881,4.248495242049359,4.159326732433784,4.1588830833596715,2.5826627731538125,0.6931471805599453,0.0,1.3862943611198906,1.7249412079456978,0.0,0.0,3.4339872044851463,3.492814563865092,2.5649493574615367,3.042345419238186
5.043425116919247,4.867753461659687,2.772588722239781,3.331792607985013,2.0794415416798357,2.2318273000826054,2.3978952727983707,3.4673954404185983,2.1972245773362196,0.9785783229297697,0.0,1.6847566735338821,3.828641396489095,3.4971292784854344,4.248495242049359,3.983894954776037,4.1588830833596715,2.3085461803010543,0.6931471805599453,0.260363493663306,1.3862943611198906,1.688791208589366,0.0,0.0,3.4339872044851463,3.7957972259839043,2.5649493574615367,3.2716694822648007
5.043425116919247,5.044204267320539,2.772588722239781,2.540376345809536,2.0794415416798357,2.484847264277678,2.3978952727983707,0.8910481075946199,2.1972245773362196,2.361122470852034,0.0,0.0,3.828641396489095,3.6742271691787938,4.248495242049359,3.8162925151494713,4.1588830833596715,3.9476390536224466,0.6931471805599453,0.0,1.3862943611198906,0.9961531641855239,0.0,0.0,3.4339872044851463,3.7692862986917035,2.5649493574615367,2.8667745529835056
5.043425116919247,4.967223965409201,2.772588722239781,2.830169106243548,2.0794415416798357,1.435117784289527,2.3978952727983707,2.1643590518256364,2.1972245773362196,1.3183209197249144,0.0,0.8740475400930094,3.828641396489095,3.3093938905475686,4.248495242049359,4.413626453484646,4.1588830833596715,2.788101752930926,0.6931471805599453,0.5749370152730687,1.3862943611198906,1.0325682366889173,0.0,0.0,3.4339872044851463,3.987132863568106,2.5649493574615367,3.429941445006029
5.043425116919247,4.647941389562861,2.772588722239781,3.050904294251673,2.0794415416798357,2.7497663946530073,2.3978952727983707,3.6249048478854675,2.1972245773362196,1.9025644611161374,0.0,1.1292861338654536,3.828641396489095,3.8656773880411053,4.248495242049359,4.468434605984751,4.1588830833596715,2.790166769766794,0.6931471805599453,0.5623127774159604,1.3862943611198906,2.3983570142547985,0.0,1.276101690087658e-06,3.4339872044851463,3.698070694742065,2.5649493574615367,2.9160808147107553
5.043425116919247,5.500541797699492,2.772588722239781,0.5668355386329837,2.0794415416798357,3.070264365599504,2.3978952727983707,2.9362868133379236,2.1972245773362196,1.7237652745388286,0.0,1.7004402571468242,3.828641396489095,2.920053109747221,4.248495242049359,4.511623257116874,4.1588830833596715,3.3905088920750943,0.6931471805599453,0.5055703194753173,1.3862943611198906,1.3636924925737566,0.0,0.0,3.4339872044851463,3.297033930046968,2.5649493574615367,3.342099918391037
