S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S1488_Actual,S1488_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,S00112_Actual,S00112_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
1.6094379124341003,1.5756497927369877,1.013619075834717,0.25241187134073034,0.0,0.18529177914319295,0.6931471805599453,0.6743462050229961,0.0,1.1795748374291268,4.237963789997018,3.400715103324849,1.0986122886681098,0.9743739085513304,1.6094379124341003,1.566371245538988,1.0986122886681098,1.0986074641099446,0.0,0.28515064114304844
1.6094379124341003,1.3548188925700795,1.0216512475319812,0.17028609697582056,0.0,0.613897497740926,0.6931471805599453,0.4553816318667412,0.0,1.7185220283568556,4.238925791033208,4.231659015775294,1.0986122886681098,1.3854992270966535,1.6094379124341003,1.5434057697858177,1.0986122886681098,1.098608119640726,0.0,0.4901322933589334
1.6094379124341003,1.2391716001509525,1.0296194171811583,0.0,0.0,0.7299429014803945,0.6931471805599453,0.8129577876134053,0.0,0.0,4.239886867512759,1.5734336436330756,1.0986122886681098,1.3020317226123503,1.6094379124341003,1.497116417535178,1.0986122886681098,1.0986099864971197,0.0,0.0
1.6094379124341003,1.4441132705141508,1.0375245966882716,0.5519295316156896,0.0,0.5833267550752175,0.6931471805599453,0.5794572898621942,0.0,0.41310093800835745,4.240847021211102,3.0711879576863517,1.0986122886681098,0.879592828500537,1.6094379124341003,1.7085760098653056,1.0986122886681098,1.0986106252947339,0.0,0.0
1.6094379124341003,1.5480253667848487,1.0453677741492975,0.7194480650673406,0.0,0.0,0.6931471805599453,0.4825743993602556,0.0,0.9143270835287896,4.241806253898562,5.015859832383847,1.0986122886681098,0.7680124691050428,1.6094379124341003,1.6163369465137984,1.0986122886681098,1.0986050608465998,0.0,0.36071997492663677
1.6094379124341003,1.5270297691765256,1.0531499145913523,0.0,0.0,0.4809081541941308,0.6931471805599453,0.4872873969636409,0.0,0.705141119104693,4.242764567340374,2.782770902351678,1.0986122886681098,0.7408337791269768,1.6094379124341003,1.5421167423712878,1.0986122886681098,1.0986019184017928,0.0,0.3826218615280904
1.6094379124341003,1.4657195857626664,1.0608719606852626,0.0,0.0,0.4999817938380955,0.6931471805599453,0.7552004460429133,0.0,0.29906651761630676,4.243721963296702,3.032908605158397,1.0986122886681098,0.7176775512320166,1.6094379124341003,1.667377840044094,1.0986122886681098,1.098609836247778,0.0,0.38604899371018586
1.6094379124341003,1.6002565663665966,1.0685348334308318,0.3320994786031706,0.0,0.24139688652015748,0.6931471805599453,0.7367447885070133,0.0,1.4222694238520337,4.244678443522658,2.401567533964906,1.0986122886681098,0.429859530349625,1.6094379124341003,1.5204835474078398,1.0986122886681098,1.098608113039534,0.0,0.0
1.6094379124341003,1.8013007038152078,1.076139432816051,0.16216353289184632,0.0,0.0,0.6931471805599453,0.6687047961869125,0.0,1.676921586626626,4.2456340097683265,3.969474576151775,1.0986122886681098,1.1020194669863974,1.6094379124341003,1.430704811224063,1.0986122886681098,1.098612253438102,0.0,0.24725805719641175
1.6094379124341003,2.0353699817228237,1.083686638451434,0.05832967523532065,0.0,0.19323968405224934,0.6931471805599453,0.6189536335467423,0.0,0.8162225101640019,4.246588663778778,2.187534412897408,1.0986122886681098,1.1399049596207678,1.6094379124341003,1.4932480255127925,1.0986122886681098,1.098608977974362,0.0,0.0
1.6094379124341003,1.285592500084744,1.0911773101805915,0.22569542602813011,0.0,0.0,0.6931471805599453,0.8122878419592015,0.0,0.9867089514859267,4.2475424072940875,5.86424662350005,1.0986122886681098,1.0027372079140155,1.6094379124341003,1.4421270059776967,1.0986122886681098,1.0986072410904195,0.0,0.0
1.6094379124341003,1.9074690870801698,1.0986122886681098,0.43383581670989,0.0,0.23313910511366348,0.6931471805599453,0.6061047886323057,0.0,0.4827245189131846,4.248495242049359,4.268052462179532,1.0986122886681098,0.9686442782876286,1.6094379124341003,1.5440795073486178,1.0986122886681098,1.0986088244093357,0.0,0.5811028310511432
