RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,S00108_Actual,S00108_Simulated
4.454347296253507,5.360632430668239,3.044522437723423,3.9285002423156064,2.70805020110221,3.7704299525569263,4.31748811353631,4.412702184937166,1.3862943611198906,1.3394113756793602
4.454347296253507,4.547196879683392,3.044522437723423,4.813437816477834,2.70805020110221,2.945825010964406,4.31748811353631,4.0098718955012504,1.3862943611198906,1.4398997911735716
4.454347296253507,6.20711971860846,3.044522437723423,4.03315277699823,2.70805020110221,4.6511769807204555,4.330733340286331,4.239729153084074,1.3862943611198906,0.0
4.51085950651685,5.234388640125546,3.091042453358316,4.068013331933078,2.70805020110221,3.3591926399277634,4.709530201312334,4.207904822959796,1.3862943611198906,1.2990956279582861
4.672828834461906,4.517751682245159,3.1780538303479458,2.815193485369042,2.70805020110221,3.7150990135897,4.736198448394496,4.297901274135721,1.3862943611198906,1.4103333771746787
4.672828834461906,4.241254855771073,3.1780538303479458,4.398786264360385,2.70805020110221,2.9574657857632496,4.74493212836325,4.9423216180954235,1.3862943611198906,1.325248755749762
4.6913478822291435,5.246161598478176,3.258096538021482,4.556134974969918,2.70805020110221,3.248073895708276,4.574710978503383,4.255256833018829,1.3862943611198906,1.9943847037408537
4.955827057601261,5.803100956535365,3.258096538021482,3.83684163699669,2.70805020110221,5.284391638617855,3.970291913552122,4.504160029086863,1.3862943611198906,1.7447321279382706
4.969813299576001,5.897616676101672,3.258096538021482,3.403187092180519,2.70805020110221,2.98534910100312,4.143134726391533,4.586213038312047,1.3862943611198906,1.2890550829749696
4.969813299576001,5.54889991087515,3.258096538021482,4.001443710939881,2.70805020110221,2.149212211467624,4.127134385045092,4.18006281771865,1.3862943611198906,1.2005946557958005
4.962844630259907,5.867162305243199,3.5553480614894135,5.205492688773766,2.5649493574615367,4.491155467954106,4.248495242049359,4.090605952389448,1.3862943611198906,1.2394778589031994
4.962844630259907,5.4256326175691765,3.5553480614894135,4.308464150262401,2.5649493574615367,4.389403356396025,4.23410650459726,4.675584656549831,1.3862943611198906,1.1808036803067963
