,Actual_last_5_vals,Mean_Simulation,Simulated_12,Simulated_11,Simulated_46,Simulated_41,Simulated_38,Simulated_27,Simulated_5,Simulated_4,Simulated_0,Simulated_34,Simulated_49,Simulated_9,Simulated_28,Simulated_20,Simulated_2,Simulated_6,Simulated_16,Simulated_44,Simulated_29,Simulated_1,Simulated_13,Simulated_30,Simulated_21,Simulated_26,Simulated_33,Simulated_39,Simulated_10,Simulated_31,Simulated_35,Simulated_15,Simulated_3,Simulated_8,Simulated_24,Simulated_7,Simulated_32,Simulated_18,Simulated_22,Simulated_14,Simulated_37,Simulated_40,Simulated_48,Simulated_45,Simulated_47,Simulated_23,Simulated_17,Simulated_25,Simulated_19,Simulated_36,Simulated_42,Simulated_43
0,55494.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,55513.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,55532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,55551.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,55570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02,47373.02
6,,45028.82,52944.89,35205.28,27493.22,33414.4,46812.94,49129.75,46421.42,24475.38,37285.77,36602.88,57481.93,55961.16,64639.39,14576.54,44238.09,55289.49,61725.85,47578.8,45377.62,34112.46,53830.16,67996.44,66345.98,17221.67,41282.21,46152.43,66892.05,47476.21,25931.42,23587.01,42413.35,28569.68,25880.45,38783.08,53109.32,38916.25,32144.26,63756.58,43033.91,54209.77,36153.89,69109.7,40672.0,52848.33,17246.67,87785.83,31852.77,40815.64,67129.19,59527.34
7,,47713.43,48563.28,54735.24,47554.25,45420.7,63497.34,38601.84,34454.95,53073.61,52537.58,24261.29,30049.24,46573.08,39632.74,40049.49,76357.27,38376.59,61128.73,37788.12,69972.78,40852.75,52815.19,17839.04,43143.91,60328.62,58626.92,55437.28,41761.56,38923.45,23064.79,38226.46,44039.57,10981.16,46462.23,30464.26,51711.95,63973.39,80671.94,36237.36,68788.18,72028.58,64979.96,50393.82,25140.55,78379.5,76297.22,64113.15,25143.05,31270.84,17120.85,73825.99
8,,49905.15,52411.49,52548.43,49367.53,46757.41,47199.96,58324.85,55820.93,51475.12,48620.81,51880.13,54855.13,32564.44,34380.73,48124.23,39220.92,35720.12,57526.61,41200.26,47588.26,71341.29,43652.4,54346.98,49572.71,43985.28,35217.46,55639.46,41550.03,57333.86,36851.96,75687.15,73017.67,61226.7,34478.27,29527.31,65106.64,45137.19,48953.13,44156.82,64923.9,31823.11,62001.26,37321.99,73395.96,84317.88,60310.82,45453.65,29291.71,29427.48,26619.97,77999.98
9,,49739.52,42356.24,55288.9,40252.92,37527.62,55469.33,44138.47,51821.12,50042.78,65232.58,45795.6,41975.93,65951.17,45906.41,45596.98,63098.05,38782.53,34484.86,44522.26,71030.11,35656.38,27594.75,49464.43,76805.35,43891.5,31335.36,14065.9,65307.19,64515.48,54762.65,50986.55,25552.38,47129.83,35641.29,36413.15,31367.94,68502.6,30936.66,78672.52,78421.1,63927.7,75736.63,66543.01,47288.62,63427.71,65026.23,71117.76,49848.03,26727.21,39243.65,31792.83
10,,49959.62,52334.06,48773.12,42015.59,43483.3,38588.48,62299.95,31896.04,62970.89,61415.19,60461.37,43843.23,55659.69,45680.91,58507.09,51064.54,60329.28,46806.56,19402.94,38689.95,54196.52,34682.09,45645.96,61330.22,35848.93,69672.65,31805.94,67823.0,87228.3,39836.38,35893.92,68599.53,55220.65,26649.06,33373.34,78101.12,80862.76,37983.67,36508.82,38182.06,36579.55,68525.31,78907.45,16968.18,49341.88,58010.01,43992.27,93231.97,11509.08,70373.66,26874.5
11,MAE,,3505.0,4370.75,5943.84,5957.18,6229.03,6595.6,6785.34,6799.69,6800.03,8049.79,8157.88,8554.19,8554.58,8764.52,9097.04,9184.86,9356.92,9492.35,9580.88,9588.87,9596.36,10312.1,10775.92,11050.15,11244.16,11401.51,11600.21,11785.12,11990.93,12003.92,12038.15,12063.95,12205.87,12297.57,12298.93,12801.12,12928.98,13055.99,13091.26,13191.07,13800.06,14182.62,14310.48,14534.04,15018.12,15158.97,16623.46,17099.38,17814.67,18289.62
