,Actual_last_5_vals,Mean_Simulation,Simulated_18,Simulated_6,Simulated_11,Simulated_14,Simulated_1,Simulated_23,Simulated_29,Simulated_2,Simulated_21,Simulated_7,Simulated_4,Simulated_26,Simulated_27,Simulated_10,Simulated_13,Simulated_17,Simulated_3,Simulated_9,Simulated_12,Simulated_16,Simulated_0,Simulated_24,Simulated_5,Simulated_22,Simulated_25,Simulated_20,Simulated_15,Simulated_8,Simulated_28,Simulated_19
0,57188.16666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,57188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,57506.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,57824.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,58142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,53747.68,53747.68,53747.68,53747.68,53747.68,53747.68,53747.68,53747.68,53747.68,53747.68,53747.68,53747.68,53747.68,53747.68,53747.68,53747.68,53747.68,53747.68,53747.68,53747.68,53747.68,53747.68,53747.68,53747.68,53747.68,53747.68,53747.68,53747.68,53747.68,53747.68,53747.68
6,,54498.88,55542.31,55042.0,56351.85,54144.6,56295.15,56501.58,54594.36,54737.68,54028.57,56369.4,51308.64,52239.43,52797.82,57144.64,53781.41,57302.95,56464.22,51652.72,55783.34,50971.37,53424.61,52941.81,57885.95,51085.52,49583.99,47540.26,60675.79,54168.31,55618.37,58987.8
7,,53733.7,51425.73,51819.45,51373.55,54664.65,49082.61,54499.71,53650.21,54750.83,58260.38,57122.25,58975.14,55588.09,57226.84,56858.4,52833.81,54566.36,58662.19,57032.75,56449.05,52737.98,44795.42,49850.76,57739.82,47496.07,55689.02,57034.48,53153.44,57931.58,45021.08,45719.49
8,,54209.14,55018.92,53956.45,55705.61,55479.8,52860.65,53764.98,56802.1,51733.89,55194.05,55012.7,53531.91,52016.95,51438.13,53356.75,55328.75,57622.86,50802.23,58064.49,51759.11,56794.38,53149.34,52874.12,52000.81,53049.89,56794.61,50358.44,61412.79,63689.36,50317.41,46382.75
9,,53392.97,54367.07,51530.87,53854.27,58331.9,52685.29,56974.44,47166.47,50174.06,58009.2,54747.46,52611.16,57612.78,53580.12,52105.38,61889.84,50491.04,50691.81,51136.97,55148.91,49741.62,52457.84,62706.44,48322.34,53782.67,50566.32,56450.06,57394.41,52138.31,47958.93,47161.16
10,,53416.56,54314.51,55245.23,54470.8,52528.7,53325.51,55932.11,55616.33,48853.99,52415.92,57621.39,51438.72,51964.77,57492.24,49013.74,51677.44,56698.18,54172.25,51792.04,45908.96,58429.57,57342.77,53768.22,51232.44,47625.11,48350.1,54443.63,54881.62,58889.62,47069.35,59981.59
11,MAE,,1005.54,1066.81,1204.19,1397.11,1432.43,1551.65,1866.37,1918.78,1933.13,1936.99,1978.09,1996.27,2038.01,2052.21,2162.16,2205.67,2292.93,2313.51,2618.9,2628.8,2655.62,2740.03,2809.38,2831.9,2891.46,3032.38,3237.89,3456.07,4250.85,5521.06
