S1213_Actual,S1213_Simulated,S1488_Actual,S1488_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated
0.1869835698997661,0.8654164806904682,0.0,0.051733357324998425,0.0,0.46172097945521134,0.0,0.11196008221551346,0.09785579000375867,0.46128570284664755,0.0,0.046991420998253174,0.0,0.19702941544705932,0.09785579000375867,0.6025512276968152,0.0,0.5169270278182613
0.17135825199668528,1.3904145569967836,0.0,0.12500625009757763,0.0,2.7292451346166366,0.0,0.1783976119962739,0.08934510033585,0.0,0.0,0.10553293845316733,0.0,0.0,0.08934510033585,0.36007406270787334,0.0,0.8614298992313885
0.15548490284039515,1.6795013337658586,0.0,0.0,0.0,0.6101632309740175,0.0,0.0,0.08076135664445859,0.8628429680983186,0.0,0.1040325927074059,0.0,1.209934800020071,0.08076135664445859,0.0,0.0,0.0
0.13935552091051145,1.0159927648352833,0.0,0.036439874859769884,0.0,0.6996401658529536,0.0,0.0,0.07210329390134397,0.20097720905730898,0.0,0.4387764003368394,0.0,0.9170176065749235,0.07210329390134397,0.5664256537994052,0.0,0.4177575769864603
0.1229617111348351,0.8704989937606112,0.0,0.0,0.0,0.0,0.0,0.26989489025013713,0.06336961393258933,1.1901551988474814,0.0,0.1414901225324511,0.0,0.28805622366932204,0.06336961393258933,0.5516038543896066,0.0,0.0
0.10629465864962341,0.6361625609975347,0.0,0.0,0.0,1.4328589457804386,0.0,0.0,0.0545589842504345,0.0,0.0,0.3618650017185831,0.0,0.40290439898729963,0.0545589842504345,0.3044847960973891,0.0,0.05891577310860441
0.08934510033585008,1.176827951817583,0.0,0.0,0.0,0.0,0.0,0.0,0.04567003683318844,1.1431108943491055,0.0,0.0,0.0,0.976129327032285,0.04567003683318844,0.3341391123087365,0.0,0.0
0.07210329390134407,1.0331245540767804,0.0,0.0,0.0,1.1141599230655834,0.0,0.06719191937577391,0.036701366850428,0.7138071824926435,0.0,0.06739871734118036,0.0,0.0,0.036701366850428,1.2871065405041717,0.0,1.9463029593123107
0.0545589842504346,0.9552860964523413,0.0,0.030344356812310673,0.0,0.6447799430887886,0.0,0.3340579912904176,0.027651531330510157,1.186652197443143,0.0,0.0,0.0,0.2994999026727768,0.027651531330510157,0.43445298359672657,0.0,1.1331149417195476
0.0367013668504281,0.6630469105156142,0.0,0.28254180096166376,0.0,0.0,0.0,0.19000441224284823,0.018519047767237597,1.0545894720995115,0.0,0.0,0.0,0.0,0.018519047767237597,1.2282867035284433,0.0,0.41298081008236254
0.018519047767237697,1.6196940628991952,0.0,0.055782042253037525,0.0,0.037413587379066915,0.0,0.03235967235108403,0.009302392662313554,0.16955030458764075,0.0,0.019851663008243613,0.0,0.4268891099817016,0.009302392662313554,1.2895566832383438,0.0,0.018192311500926983
0.0,1.2522822278054389,0.0,0.0,0.0,0.0,0.0,0.4394268086753071,0.0,0.1339019756375363,0.0,0.029406883392851517,0.0,0.0631469157601234,0.0,1.0175415094061746,0.0,0.3408318508957462
