,Actual_last_5_vals,Mean_Simulation,Simulated_9,Simulated_14,Simulated_1,Simulated_12,Simulated_22,Simulated_10,Simulated_5,Simulated_3,Simulated_26,Simulated_4,Simulated_27,Simulated_23,Simulated_13,Simulated_16,Simulated_18,Simulated_29,Simulated_25,Simulated_0,Simulated_6,Simulated_17,Simulated_21,Simulated_7,Simulated_8,Simulated_11,Simulated_20,Simulated_2,Simulated_28,Simulated_15,Simulated_24,Simulated_19
0,5451.666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5473.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5494.333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5515.666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5537.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,4225.82,4225.82,4225.82,4225.82,4225.82,4225.82,4225.82,4225.82,4225.82,4225.82,4225.82,4225.82,4225.82,4225.82,4225.82,4225.82,4225.82,4225.82,4225.82,4225.82,4225.82,4225.82,4225.82,4225.82,4225.82,4225.82,4225.82,4225.82,4225.82,4225.82,4225.82
6,,4377.54,4505.21,4053.34,4290.89,3852.21,4169.51,3895.27,4550.71,4299.48,3781.79,4481.63,4396.9,4082.76,3948.19,5038.29,3951.32,4568.99,3713.23,5177.26,3776.77,3691.28,4013.18,5406.29,6028.88,5379.6,4461.23,3952.3,3685.13,4955.5,5437.42,3781.7
7,,4304.69,4232.5,4157.65,4003.93,4436.59,4156.56,4834.26,4237.67,4065.77,4345.54,4163.29,3968.93,4897.27,4456.62,3872.9,4196.38,4558.23,3955.3,4745.43,3620.41,3907.4,4673.95,4254.05,4386.47,4478.41,5267.7,4760.72,5089.29,3783.13,3503.32,4130.89
8,,4438.05,4503.75,4403.32,3922.32,4331.42,4007.81,4558.88,4023.8,3926.61,3835.94,4334.77,4240.06,4669.73,3698.55,4376.51,5386.35,4297.62,4406.59,4237.2,4753.16,4554.14,3778.4,5000.8,4184.01,5481.91,3912.38,4078.85,4609.71,5523.64,4944.51,5158.62
9,,4398.66,4550.6,4356.06,4290.55,4139.38,4421.98,4418.71,3785.51,3914.98,4035.97,5520.98,3646.98,4029.35,4189.66,4067.72,4089.96,5651.86,4784.88,5021.82,3826.83,3808.86,4977.3,4894.76,3876.48,4866.84,5261.04,4207.52,3549.65,3973.05,3702.63,6097.85
10,,4412.49,4436.24,4728.96,4439.16,4314.08,3923.52,4731.12,4164.87,4165.67,4431.53,4167.86,3958.03,4136.23,4166.62,4840.36,4222.52,4608.94,5016.97,4486.7,4407.44,4002.73,4173.13,4111.79,4608.79,4606.81,3939.26,5917.43,3651.56,5295.94,3725.35,4995.08
11,MAE,,73.54,144.17,172.99,186.93,216.45,245.23,252.53,259.82,270.07,285.95,293.21,294.1,295.94,318.81,330.25,339.18,339.31,356.45,362.84,366.53,368.55,406.49,450.94,480.36,484.66,489.43,543.1,582.36,625.15,628.66
