RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated
3.1354942159291497,3.5257771575512358,3.545778610473263,3.3241618483350153,2.4849066497880004,4.288801949621111,2.3978952727983707,2.328170097005313,0.6931471805599453,2.599355956726943,4.962844630259907,4.534028144429186,3.7376696182833684,3.848777899491394,3.091042453358316,2.4454143792319614,3.5553480614894135,3.375888409448223,5.823045895483019,5.475244663983493,3.258096538021482,2.7747795250883027
3.1354942159291497,3.7366828269823977,3.550574782736756,3.1901032913294385,2.4849066497880004,6.171594877087057,2.3978952727983707,2.523413280934079,0.6931471805599453,0.9818787790472596,4.962844630259907,5.178605174565659,3.7376696182833684,3.6508047739673333,3.091042453358316,2.296225101354076,3.5553480614894135,3.4570260225859055,5.823045895483019,4.477672023992824,3.258096538021482,2.9781273851493024
3.1354942159291497,2.685393960302318,3.5553480614894135,2.4713378822631635,2.4849066497880004,4.1599473010193755,2.3978952727983707,3.4487800258093646,0.6931471805599453,2.4723155621516004,4.962844630259907,3.79543021535477,3.7376696182833684,3.079160882002164,3.091042453358316,1.9438906188256668,3.5553480614894135,2.8556616263116212,5.823045895483019,6.88268031821752,3.258096538021482,1.9061302067636319
3.1354942159291497,2.900018100660099,3.5553480614894135,3.252076186294444,2.4849066497880004,5.372434577773634,2.3978952727983707,2.64313355787741,0.6931471805599453,0.081717699941247,4.9605109069136875,4.456110814912461,3.7376696182833684,4.479249296901221,3.091042453358316,2.5774876562739593,3.5553480614894135,2.4156803759574395,5.823045895483019,4.057171525509902,3.258096538021482,0.7773662859121364
3.1354942159291497,3.420213954060913,3.5553480614894135,3.7617205770370754,2.4849066497880004,4.833718297446573,2.3978952727983707,2.281299840848121,0.6931471805599453,0.2332436715829207,4.958171724560515,4.62755443808059,3.7376696182833684,3.9191417151736307,3.091042453358316,1.8284387309414705,3.5553480614894135,2.677272094343318,5.823045895483019,4.9477504365603755,3.258096538021482,3.8119962050580316
3.1354942159291497,3.2461362244686764,3.5553480614894135,3.6689729413646073,2.4849066497880004,5.219786592408566,2.3978952727983707,2.3601825082372385,0.6931471805599453,3.2777925161030796,4.955827057601261,4.610298845596264,3.7376696182833684,4.284248411206307,3.091042453358316,1.792295426561053,3.5553480614894135,2.903260501037087,5.823045895483019,6.389157517343771,3.258096538021482,1.9783444102167094
3.1354942159291497,4.042539644158498,3.5553480614894135,3.8017087174729864,2.4849066497880004,2.645059976961808,2.3749057545736716,2.612510364257866,0.6931471805599453,0.0,4.9672057361689195,4.599717400101997,3.7346889901452305,6.3415003637064205,3.091042453358316,2.6006825140863343,3.5553480614894135,3.0890554902894483,5.823415649600746,5.735005134165144,3.258096538021482,1.7745932545316596
3.1354942159291497,4.359027874685359,3.5553480614894135,2.78272080589194,2.4849066497880004,2.2716275973462734,2.3513752571634776,1.2575572849905436,0.6931471805599453,2.3250541032119982,4.978456395732021,4.463214189027543,3.7316994512968646,3.6778192578364908,3.091042453358316,2.260677027108588,3.5553480614894135,3.7965220872584604,5.823785267050898,6.447409953747247,3.258096538021482,4.42549255248679
3.1354942159291497,3.655333112131325,3.5553480614894135,3.130345516014249,2.4849066497880004,5.819115909253051,2.327277705584417,0.896566789097796,0.6931471805599453,2.971527427876861,4.989581884898423,3.0122488033985464,3.7287009483006077,3.3034317431158913,3.091042453358316,0.7773262229296125,3.5553480614894135,3.438285550816031,5.8241547479344655,2.2869634181635767,3.258096538021482,2.1401585648587185
3.1354942159291497,4.138809322995591,3.5553480614894135,3.7004262427183683,2.4849066497880004,5.441423898786249,2.302585092994046,2.7107462466616865,0.6931471805599453,0.46878976969525876,5.000584958242754,4.660580936562126,3.7256934272366524,3.9237658917222054,3.091042453358316,2.6047272092452465,3.5553480614894135,3.5535148434611963,5.82452409235233,5.88747588136287,3.258096538021482,3.6823352385535646
3.1354942159291497,3.7961161532971395,3.5553480614894135,2.7597634042422383,2.4849066497880004,6.270226083518487,2.277267285009756,2.305994569030628,0.6931471805599453,2.6993863624348933,5.011468280400147,5.130668758766399,3.722676833697227,2.912354483125263,3.091042453358316,2.0740914417658334,3.5553480614894135,2.5812108949284567,5.824893300405259,5.900539657411971,3.258096538021482,2.078791706178152
3.1354942159291497,2.9398267554462056,3.5553480614894135,3.1749637579113124,2.4849066497880004,3.6370849141806474,2.2512917986064953,2.1346037515730028,0.6931471805599453,3.5269883140481766,5.022234429939608,4.147902824339463,3.71965111278069,3.345728966869356,3.091042453358316,1.73465625387668,3.5553480614894135,3.7061191168838197,5.825262372193911,5.565934687668929,3.258096538021482,2.3476559678284343
3.1354942159291497,3.8586285146040646,3.5553480614894135,3.3345687218257667,2.4849066497880004,3.7154403836870817,2.224623551524334,1.950644698087313,0.6931471805599453,0.6001180617244917,5.032885903031075,3.51753244035443,3.716616209085536,5.610955912099939,3.091042453358316,3.1158818056776205,3.5553480614894135,3.446759805932386,5.8256313078188295,5.330404200286278,3.258096538021482,1.381280504050414
3.1354942159291497,3.3891426144554786,3.5553480614894135,3.0494367704044887,2.4849066497880004,3.502933594500578,2.1972245773362196,2.7686553597416754,0.6931471805599453,3.5828706405964965,5.043425116919247,4.290823572628722,3.713572066704308,3.7704279837648107,3.091042453358316,2.439425315424481,3.5553480614894135,2.8749498989317943,5.82600010738045,8.701156544237195,3.258096538021482,3.329535332310247
3.1354942159291497,3.9688098593265617,3.5553480614894135,2.3304945638844208,2.4849066497880004,4.780235619518305,2.1972245773362196,2.1373161821170217,0.6931471805599453,3.496036719494091,5.043425116919247,4.239931455776408,3.713572066704308,5.078501475738911,3.091042453358316,2.2133363787124245,3.5553480614894135,4.338443051353341,5.82600010738045,4.913777981255721,3.258096538021482,5.173033163294367
3.1354942159291497,3.508491888503607,3.5553480614894135,3.069837022045244,2.4849066497880004,4.6272324297916665,2.1972245773362196,2.1064811667096675,0.6931471805599453,1.7934133702282797,5.043425116919247,5.471203741610029,3.713572066704308,3.4132284448502777,3.091042453358316,3.0626860998228054,3.5553480614894135,3.8709272962331074,5.82600010738045,4.769279846940141,3.258096538021482,2.606560118163485
3.1354942159291497,3.563525595969515,3.5553480614894135,2.7233973885588383,2.4849066497880004,4.4209144255128034,2.1972245773362196,2.966943087092661,0.6931471805599453,1.472721546172791,5.043425116919247,5.420219071614786,3.713572066704308,2.8973431247933337,3.091042453358316,2.3263590794311435,3.5553480614894135,3.3749063608753582,5.82600010738045,5.096031364470406,3.258096538021482,4.383860249108331
3.1354942159291497,3.351529821543058,3.5553480614894135,2.6849850390619743,2.4849066497880004,4.203806961478514,2.1972245773362196,2.3299734816305198,0.6931471805599453,3.2621903853211323,5.043425116919247,4.315212971837305,3.713572066704308,3.1276982624918896,3.091042453358316,1.4777054261639178,3.5553480614894135,3.8036895808423203,5.82600010738045,6.675351513249029,3.258096538021482,1.5255890341521565
3.1354942159291497,3.6525723881677337,3.5553480614894135,2.5019647824416777,2.4849066497880004,5.3924775286660696,2.1972245773362196,2.5693546452664218,0.6931471805599453,2.661612891643386,5.043425116919247,4.197039724696415,3.713572066704308,3.177822228440835,3.091042453358316,2.66485151948359,3.5553480614894135,3.3037506542130695,5.82600010738045,5.772314938753895,3.258096538021482,1.6931553771907788
3.1354942159291497,2.799130879976324,3.5553480614894135,2.9197353998548494,2.4849066497880004,4.5310714866656125,2.1972245773362196,2.734684996278281,0.6931471805599453,2.4908776317892087,5.043425116919247,4.907646642694109,3.713572066704308,3.771471353911873,3.091042453358316,2.56999738023726,3.5553480614894135,3.8225561825609367,5.82600010738045,5.419904495552286,3.258096538021482,3.4277824058736748
3.1354942159291497,3.075754163646833,3.5553480614894135,2.9287022084670356,2.4849066497880004,4.777565861942968,2.1972245773362196,2.1363957527343715,0.6931471805599453,1.8028658087751777,5.043425116919247,3.5856334542942716,3.713572066704308,3.6076768430618062,3.091042453358316,2.0053806397766736,3.5553480614894135,2.360867253022936,5.82600010738045,6.808714347648908,3.258096538021482,1.5863136140116765
3.1354942159291497,4.344631549604399,3.5553480614894135,3.113111455319169,2.4849066497880004,5.316580713772466,2.1972245773362196,2.7930167382701376,0.6931471805599453,1.4180852373298172,5.043425116919247,4.9858532404460725,3.713572066704308,3.4912332884579085,3.091042453358316,2.5067103199309435,3.5553480614894135,2.196960031257142,5.82600010738045,5.596859788709543,3.258096538021482,1.5974294048099604
3.1354942159291497,3.630262830949403,3.5553480614894135,2.983776308576708,2.4849066497880004,7.031427004963733,2.1972245773362196,3.8072714458754477,0.6931471805599453,3.5649735883369633,5.043425116919247,5.32745979041095,3.713572066704308,4.52632860554614,3.091042453358316,2.613588339943238,3.5553480614894135,4.055708203891609,5.82600010738045,5.231968542358076,3.258096538021482,1.6031218143917814
3.1354942159291497,3.4043798955756004,3.5553480614894135,3.332525787940368,2.4849066497880004,4.711036168135473,2.1972245773362196,3.1211790989236903,0.6931471805599453,2.915963201787539,5.043425116919247,5.282614340428042,3.713572066704308,2.905108256228312,3.091042453358316,3.6157325934106446,3.5553480614894135,2.417041389523581,5.82600010738045,7.260726772574355,3.258096538021482,1.6306117047069346
