,Actual_last_5_vals,Simulated_0,Simulated_1,Simulated_2,Simulated_3,Simulated_4,Simulated_5,Simulated_6,Simulated_7,Simulated_8,Simulated_9,Simulated_10,Simulated_11,Simulated_12,Simulated_13,Simulated_14,Simulated_15,Simulated_16,Simulated_17,Simulated_18,Simulated_19,Simulated_20,Simulated_21,Simulated_22,Simulated_23,Simulated_24,Simulated_25,Simulated_26,Simulated_27,Simulated_28,Simulated_29,Simulated_30,Simulated_31,Simulated_32,Simulated_33,Simulated_34,Simulated_35,Simulated_36,Simulated_37,Simulated_38,Simulated_39,Simulated_40,Simulated_41,Simulated_42,Simulated_43,Simulated_44,Simulated_45,Simulated_46,Simulated_47,Simulated_48,Simulated_49
360,8094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,8097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,8100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,8319.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,8539.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982,13393.883203058982
366,,17661.10374904805,7492.635858657326,11316.167742075502,17096.88397949529,4910.769738719335,2492.218538684555,12853.758308373997,33122.37669942718,15678.532525941404,26556.647904797886,2664.691664560816,18140.26246163687,4780.473481827041,18181.18735507682,27835.228591945033,16033.139761721839,14145.607306344373,22260.55742255848,12528.082581304378,12287.871591349829,10723.501316401578,3795.860381755543,25676.333642227113,15886.409044233518,16713.694978192918,18525.28268147847,8858.442197847982,4036.8945765624894,21038.592150026387,22275.21224890542,12114.881270158436,9062.422848433796,13366.538954245249,15557.371644659372,9901.82772505043,7468.288067264972,16296.88174542414,14507.797930686043,9995.306375089187,18632.816148275502,14089.945327442434,9470.299614772886,19427.77228375391,14053.040194328236,14577.878278258759,15353.12451867957,11136.531732219632,8994.197199282997,16431.687002469575,15554.037913663033
367,,6507.525966793369,11197.57018893758,21705.423489785062,9849.290158082535,4384.300215222312,24941.328153437084,17506.67788960551,6507.823721313614,18402.44704840245,16430.86643454028,4422.9973814008,1428.6552029904653,23898.568735062043,24186.038409737328,20073.058875999563,27747.160760171257,9130.233423802456,14162.75500463712,11941.473687848782,7228.257785092987,19099.412716244184,10702.142030073746,11155.77237366973,6813.460157409834,23091.99891420857,15290.480025474095,15449.299254056288,19273.784964644274,15649.083302764539,2496.389471674729,22685.5246979765,15270.61421660657,26765.472957765363,17338.700623224766,9642.66939067176,12830.519219333353,15856.784272946066,10793.73025773148,19511.199507803867,8231.534741457057,7205.538589866713,16827.580820867253,5610.426712006987,7957.964650066083,8170.298397221089,21508.407659112778,10341.659455141278,14112.048874558548,7565.493056343414,16480.440756543663
368,,17011.956775437055,3631.217705556066,12692.15314459175,24567.122888475238,22316.01763710061,16073.115543271411,6524.188489231882,1571.9445069348399,22404.78222241933,16159.252618415374,8515.60024558629,13627.121384956703,13007.768085682445,11183.964782420377,19327.598293071198,6852.020116049612,14088.85235774012,5730.259889191799,29128.123909355854,9506.730920980566,15694.390714542647,16825.58380417955,4671.756770640506,25229.71482716096,25634.914573976686,10626.333808182408,19052.02071691246,6146.602482475633,21469.81944077381,8284.048174679148,4033.3018261110624,10335.730094720486,14383.524334701628,8743.394266894424,12822.823467869888,14956.393502203247,15235.98311189631,21499.368587414272,17418.666274915857,2884.2943614532874,4914.983212836971,11242.195644087755,19694.905711176554,9365.489266553715,13851.35387701105,22986.693394515645,7831.625326570134,9385.38552819248,4627.097272270959,9790.29988852817
369,,15118.956183056811,13817.26633954384,10606.365332893767,11485.359566056602,9444.338049943197,16326.320838212878,11177.324724300488,15834.479715057736,18796.021949051657,17356.057459230415,24364.83881071942,13165.1353255241,21009.20689469073,18366.977708964932,14675.051403494315,15269.58180658588,10353.456154704389,16663.29324175124,15198.76865888306,10805.989805639858,16959.696186074387,9303.992408261469,31535.51549580721,7437.037234452793,-3404.809198020555,958.669340323609,10234.734025544225,15720.481634663918,24156.35291574084,14490.213638611222,2357.243877693487,17624.097698124362,20362.162017335402,3594.9161364786783,8858.469007565147,11620.298026664954,10242.243849210496,20450.19638751256,25175.852122869757,12600.67024454167,24564.35578293235,5045.112046122164,12049.613911971697,21687.870054487183,4993.0538696970825,14557.65659331424,13769.299721267571,3023.9891721237486,25875.08122644815,17064.02689241711
370,,8816.576511591416,26847.981276351282,20764.580347662835,15421.333986308387,7441.287021170412,13189.438492238214,8934.212936621074,12061.200169003963,9595.433788898872,24691.145010174343,17980.58721208452,734.7659541808596,2594.259999505873,16684.763271600357,26192.594322711222,19589.269103598766,22528.515988579853,17056.874882228185,8153.367158521427,14179.533007288976,8044.847959763798,18693.709257047,11767.657721315976,13683.742903940249,6675.775497004725,15398.223643216541,-4188.594561206753,10219.781749172476,8832.310696267608,18203.611718658158,20276.493991770745,16964.870980552947,8097.379155871137,4687.941946065424,9961.557895554044,20071.654841583462,9984.51490009062,11001.131167982825,19896.51344292668,5884.96865877561,9157.496912009277,3904.6768245113253,19553.03264629054,11347.325556383808,9239.521010031523,9926.05714927558,10176.059199340558,6843.0617059107735,11249.382988455001,18108.06952133775
