S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1155_Actual,S1155_Simulated
5.583496308781699,5.571798508780526,5.147494476813453,5.185139882899668,5.1647859739235145,5.343463927245053,5.953243334287785,5.818953647752599,1.9459101490553132,1.4504757272846034,2.5649493574615367,2.7964584226213454,6.040254711277414,5.526050106457279,3.8918202981106265,3.8020271685672746
5.575949103146316,5.622332528310473,5.159055299214529,4.238916975651124,5.170483995038151,5.276002196157534,5.948034989180646,6.391556688763162,1.9459101490553132,1.1105795453941745,2.4849066497880004,2.8157633448841963,6.059123195581797,5.6322907860486735,3.828641396489095,3.027987353337138
5.572154032177765,5.551478279998666,5.170483995038151,5.030061499344425,5.176149732573829,5.600592747036696,5.953243334287785,5.912901045040646,1.9459101490553132,1.3336530354997524,2.3978952727983707,3.0622546758883655,6.0844994130751715,4.7190087137435945,3.828641396489095,4.268063111969239
5.796057750765372,5.479827578644769,5.768320995793772,4.902953026833496,5.817111159963204,5.455353200111038,6.313548046277095,5.015986580700768,1.9459101490553132,1.5594783177346958,2.70805020110221,2.962411964317511,6.293419278846481,4.81072055059227,4.1588830833596715,3.970026403736146
5.796057750765372,5.703180854829659,5.720311776607412,4.85450202968748,5.814130531825066,5.186801977998668,6.274762021241939,5.648724481967146,1.9459101490553132,1.277165824122583,2.70805020110221,3.268968096559689,5.700443573390687,5.333466162451536,4.1588830833596715,4.2769161343004765
5.84354441703136,5.729134251738879,5.726847747587197,5.729755238011965,5.814130531825066,5.295011075271901,6.272877006546167,5.436119003967788,1.9459101490553132,1.4772256870917289,2.8903717578961645,2.9808580694259907,5.707110264748875,5.680665811565414,4.1588830833596715,3.937959597403125
5.8377304471659395,5.4020104330373915,5.726847747587197,4.789208971473769,5.814130531825066,5.22751185056028,6.269096283706261,5.0372139681735,1.9459101490553132,1.5549930840528854,2.5649493574615367,2.010134109863072,5.697093486505405,5.141539904107715,4.174387269895637,3.4423596845788156
5.834810737062605,5.6948529184638765,5.739792912179234,4.713778484532463,5.817111159963204,5.660397505583744,6.285998094508865,4.5993050022305235,1.9459101490553132,1.1259141685940506,2.302585092994046,2.660495714893796,5.697093486505405,5.189696987978146,4.189654742026425,4.310575980441881
5.834810737062605,5.799337771487045,5.7430031878094825,5.276178959926243,5.817111159963204,5.683231540623782,6.306275286948016,5.775885430996995,1.9459101490553132,2.233172020599242,2.6390573296152584,3.1807047236603494,5.723585101952381,5.874358939434519,4.189654742026425,3.9714309295233106
5.8377304471659395,5.744708304611362,5.723585101952381,4.980124606469545,5.820082930352362,4.795065007770312,6.333279628139691,6.280204929879629,1.9459101490553132,0.8598645268017842,2.0794415416798357,3.0482008193099057,5.703782474656201,5.373186115546902,4.248495242049359,4.020563773566365
