Index,Lower,Upper,Predicted,Actual
27,6122.18,23845.31,14620.2,18886.0
28,6387.71,24248.42,14962.25,18877.33
29,6943.89,24149.24,15290.99,18868.67
30,7006.97,24097.02,15525.38,18860.0
31,7425.5,24444.65,15712.89,18931.0
32,7520.25,24392.49,15832.04,19672.0
33,7579.0,24739.48,16162.13,19710.0
