Index,Lower,Upper,Predicted,Actual
72,26784.6,89898.06,58594.39,74358.0
73,28329.91,90707.55,59108.72,76617.0
74,28905.27,91309.48,60468.97,77067.0
75,30933.19,93400.57,61341.05,79057.0
76,31407.76,94650.35,62984.77,78955.0
77,32423.5,96048.5,63913.45,81430.0
78,33363.27,96501.84,64433.58,82118.0
79,33663.69,96525.63,65361.18,81812.5
80,34984.55,99117.45,66979.62,81507.0
81,36290.97,97920.85,67054.56,81600.0
82,37195.54,100509.66,68009.17,82151.0
83,37568.96,102457.56,69533.25,82069.0
84,39644.99,101918.27,70166.41,82164.0
85,39197.23,101216.38,70397.92,82381.0
86,41182.79,103331.29,72125.57,82508.0
87,40675.89,103268.29,72324.78,83505.0
88,41799.8,103554.45,72658.87,81479.0
89,41262.97,102872.17,72968.71,82063.0
90,43641.68,103305.83,73407.58,83855.0
