Index,Lower,Upper,Predicted,Actual
129,75803.72,124622.16,99887.13,114923.0
130,76709.18,126408.43,101268.59,114925.0
131,77363.89,126088.94,101555.29,114776.0
132,77990.57,127287.36,102267.65,115465.0
133,78501.51,128111.23,103159.57,115797.0
134,79963.97,129143.13,104035.66,116332.0
135,79800.45,129350.26,104623.65,118289.0
136,80963.93,130034.54,105581.94,118221.0
137,81159.05,132279.06,106731.77,118311.33
138,81825.04,130717.74,107041.54,118401.67
139,82144.32,132503.64,107745.46,118492.0
140,84431.04,132537.14,108428.34,119169.0
141,84924.2,133981.94,108719.09,119245.0
142,85028.15,134425.82,109529.76,119321.0
143,85837.05,135291.73,110235.85,119397.0
144,87132.38,135690.05,111283.96,114775.0
145,87164.48,135205.86,111204.6,114864.0
146,87145.41,135306.15,111063.79,114953.0
147,88682.08,135024.89,111591.03,114342.0
148,87890.84,135294.55,111799.23,114515.0
149,88713.75,135988.33,112150.91,114150.0
150,87991.48,134329.72,111941.49,117950.0
151,89350.38,134746.5,112145.0,120617.0
152,89897.43,134921.24,112650.49,123284.0
153,90718.25,135189.82,113337.05,123206.0
154,91068.2,136720.33,113568.51,123348.0
155,92185.23,137061.85,114660.12,123490.0
156,92868.2,136763.36,115162.19,123632.0
157,93479.43,137604.04,115330.87,123774.0
158,93403.81,138531.91,116555.5,123058.0
159,95270.75,138700.0,116583.39,126246.0
160,94658.74,139314.71,117216.36,126431.0
161,95569.08,139439.75,117672.35,119615.0
