,Actual_last_5_vals,Mean_Simulation,Simulated_7,Simulated_19,Simulated_41,Simulated_46,Simulated_5,Simulated_26,Simulated_23,Simulated_38,Simulated_48,Simulated_11,Simulated_4,Simulated_31,Simulated_10,Simulated_21,Simulated_27,Simulated_42,Simulated_0,Simulated_36,Simulated_35,Simulated_6,Simulated_29,Simulated_32,Simulated_33,Simulated_49,Simulated_30,Simulated_28,Simulated_43,Simulated_14,Simulated_3,Simulated_13,Simulated_25,Simulated_22,Simulated_15,Simulated_9,Simulated_16,Simulated_12,Simulated_1,Simulated_18,Simulated_2,Simulated_17,Simulated_20,Simulated_39,Simulated_8,Simulated_47,Simulated_40,Simulated_37,Simulated_24,Simulated_34,Simulated_44,Simulated_45
0,55539.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,55547.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,55554.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,55562.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,55570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56,49184.56
6,,47894.85,53121.04,41448.11,42344.71,53413.64,36805.68,50455.14,47986.53,48882.23,52239.64,53169.14,58046.13,50451.23,60463.74,51725.73,54128.68,53593.19,63690.62,39968.01,42149.01,41807.33,72974.92,42164.32,28852.86,63552.32,35725.35,45784.35,46621.64,65129.44,29120.54,69945.38,22962.66,57093.79,73842.57,65026.24,65716.29,24409.25,85102.77,31914.47,35938.99,34981.94,49555.12,31878.37,10195.7,57188.07,37410.83,35510.74,66928.74,-3731.48,47495.8,69560.82
7,,50104.56,66698.97,49909.76,43598.81,52765.28,62162.47,59545.24,76582.22,41219.05,50544.51,39336.03,48272.63,57003.06,47960.29,20063.51,69221.69,33097.72,42194.15,65937.32,77532.41,30667.5,33960.49,44885.74,73304.14,54400.42,37480.82,85763.22,51289.14,61950.74,55416.72,46208.0,46611.24,64065.88,43387.4,34252.23,36049.83,56247.2,41247.95,61104.4,24630.13,69110.17,69776.43,14087.38,65691.21,52840.11,56971.2,62301.55,25049.48,70816.4,5982.63,26032.93
8,,50297.07,43949.82,49322.92,53938.2,55837.86,64025.07,58642.58,38112.57,61757.97,69165.58,59914.76,47951.52,37954.46,40747.97,55752.68,52682.96,34559.24,67826.09,45940.6,46691.08,59712.72,39861.3,47943.87,58924.71,64504.18,51673.02,59983.66,30331.07,56570.71,47119.32,80249.65,60869.28,38175.43,17059.36,56125.26,71335.71,50268.66,52462.73,32524.02,63446.89,72392.52,41598.75,37225.4,49619.05,32203.98,64217.08,35324.3,21947.62,52536.1,50016.98,33856.39
9,,48766.29,48099.37,53209.12,44837.91,25277.38,56402.56,20988.46,56906.43,44051.74,58003.57,44925.26,80376.07,42516.62,50236.03,49775.45,69980.07,50338.68,42323.38,67957.59,72403.21,74898.9,62923.12,51023.03,38442.24,41741.83,44984.55,45425.2,38665.58,78551.73,34632.26,49099.62,42065.81,29223.7,23938.44,50323.28,48795.96,37450.43,58214.96,41400.12,50265.62,45720.71,76291.28,72191.36,37415.9,29131.46,63042.47,49658.2,27337.81,39063.04,44655.28,33131.5
10,,50974.68,49918.26,53375.97,34943.51,41703.05,56591.81,53099.65,62201.96,55901.51,57714.28,47133.75,58871.17,43098.64,30027.7,55024.25,31391.0,48571.76,59325.57,70905.83,29566.13,57407.51,46840.87,81318.1,56881.03,78253.19,67943.83,36964.54,63263.72,81932.8,60228.75,37443.86,65583.92,54972.04,46066.34,38856.47,-82.55,69344.75,58599.85,64294.2,42242.57,59474.61,30503.25,37672.47,44612.75,38843.26,72570.29,74469.11,56421.6,1974.58,19926.14,64544.6
11,,47224.07,44353.42,46275.73,54354.24,62672.7,54877.04,29185.45,24867.85,35303.15,57025.87,53484.67,61853.01,29868.24,36801.22,58960.01,73775.82,39156.57,34085.77,37555.63,74303.44,44519.12,62637.45,39148.75,51053.66,38402.43,39734.3,31903.33,38882.11,42044.84,49363.25,56782.68,30432.53,54400.9,39559.48,58114.7,35488.36,44036.37,19409.75,33747.22,78578.9,67243.66,28745.0,67669.15,69927.3,35268.55,41741.47,30200.45,72050.38,34141.96,76769.05,40446.64
12,,47667.2,62859.68,72950.88,58240.13,43762.23,42481.56,56297.04,39205.31,34816.07,48231.68,27825.47,33630.42,42914.42,43241.12,57373.29,50407.33,28169.7,71933.77,38776.0,50749.32,56914.43,55780.7,62800.49,47406.32,51800.05,43639.46,56097.85,65389.09,37751.21,41923.28,48076.29,33668.32,58458.19,59213.1,44279.57,55821.57,57218.17,39350.63,35531.35,40066.68,40823.23,60099.97,31179.41,62302.16,41064.68,63623.17,62279.55,29285.98,42503.1,45494.34,9652.22
13,,48780.09,50420.97,55802.32,44570.07,33249.56,57400.83,42370.78,60224.03,68250.02,39769.34,63625.49,46933.67,29787.87,40522.83,43601.33,45408.98,63373.76,32708.39,61537.52,46326.24,65681.24,59430.67,33631.32,65207.14,75583.19,32041.52,68945.03,34192.28,48186.48,63354.55,34128.56,31872.85,20476.36,58843.92,70777.9,59386.75,57720.76,41752.84,29941.33,75408.92,81057.93,29836.62,46967.0,68168.96,21623.34,43608.57,13706.77,50779.37,31549.21,82117.93,17141.3
14,,46749.1,38442.62,57713.19,56230.4,51981.94,59146.03,62880.13,44454.36,55612.98,28324.7,19350.46,48082.04,53445.77,4371.53,23915.66,53221.47,47824.19,48155.01,26155.51,41541.63,70514.95,59308.61,36391.54,36151.26,51314.01,55343.42,42376.31,51755.25,66064.85,84011.05,28865.72,44835.87,64453.09,47231.22,29600.16,57138.44,8145.05,73813.01,38640.09,65036.54,63353.77,58580.52,53035.65,36219.17,9463.35,79823.05,25226.59,47424.35,43615.06,65465.77,23407.89
15,,50212.38,50899.74,57653.22,73658.77,44853.48,51468.4,64461.25,45336.59,46912.3,65629.17,60646.02,55155.29,32876.3,58572.01,54231.65,42978.96,83456.49,39576.59,60836.52,48505.5,37053.49,48098.78,45059.9,39202.3,40405.29,76151.77,60950.54,77335.65,55116.15,49170.69,25612.14,35054.15,68897.31,56241.92,90662.98,53572.29,38012.71,62944.0,11168.93,47693.27,28618.13,41012.72,27059.07,57319.47,35512.74,57388.42,33134.93,68076.26,53235.58,16067.14,37081.89
