S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1155_Actual,S1155_Simulated
5.583496308781699,5.905965091877481,5.147494476813453,5.406354149356674,5.1647859739235145,5.623524564790877,5.953243334287785,6.198847681621536,1.9459101490553132,2.218394196647229,2.5649493574615367,3.5535918260069694,6.040254711277414,5.778379256897303,3.8918202981106265,3.9342304055250064
5.575949103146316,6.536000815612732,5.159055299214529,5.840463252065279,5.170483995038151,5.606949012883827,5.948034989180646,6.162351294658922,1.9459101490553132,4.171957451174061,2.4849066497880004,3.422737705173874,6.059123195581797,5.621863522149075,3.828641396489095,4.249063697988119
5.572154032177765,5.639221394990561,5.170483995038151,5.740382459680675,5.176149732573829,4.636452621395546,5.953243334287785,6.361397815934626,1.9459101490553132,2.524873544401385,2.3978952727983707,2.7337503842428146,6.0844994130751715,5.877348227941642,3.828641396489095,4.50685800252232
5.796057750765372,5.983808817267174,5.768320995793772,5.279380112718645,5.817111159963204,6.469378256502364,6.313548046277095,6.310983272127224,1.9459101490553132,2.9145426076860943,2.70805020110221,3.618939668904697,6.293419278846481,5.083355180069152,4.1588830833596715,3.699665627370651
5.796057750765372,6.51656452214953,5.720311776607412,5.644733200611395,5.814130531825066,5.947693528364682,6.274762021241939,7.338774707569258,1.9459101490553132,1.749956125408754,2.70805020110221,3.9649749613371044,5.700443573390687,5.483483382894861,4.1588830833596715,3.8920744820390296
5.84354441703136,5.696834097331708,5.726847747587197,6.002579430109932,5.814130531825066,6.658685481570761,6.272877006546167,5.690594233107121,1.9459101490553132,0.9270674203708595,2.8903717578961645,3.704218958406195,5.707110264748875,6.105145020848028,4.1588830833596715,3.391723236473244
5.8377304471659395,5.794997376561965,5.726847747587197,4.5421486616498346,5.814130531825066,4.479611024024539,6.269096283706261,5.771027840215306,1.9459101490553132,2.103411083680583,2.5649493574615367,5.088794768656381,5.697093486505405,6.3343418416202,4.174387269895637,4.434949127668192
5.834810737062605,5.674740614520384,5.739792912179234,4.930257868495349,5.817111159963204,5.528040045794849,6.285998094508865,7.118258315288652,1.9459101490553132,1.2095054218853076,2.302585092994046,3.603533543524281,5.697093486505405,5.616294535751843,4.189654742026425,4.939259900647164
5.834810737062605,5.998136609712649,5.7430031878094825,4.988407350349042,5.817111159963204,4.830185415806873,6.306275286948016,6.169088137352736,1.9459101490553132,2.394892363476733,2.6390573296152584,3.107661279913044,5.723585101952381,5.685294156496823,4.189654742026425,3.8153054105854878
5.8377304471659395,5.666042692768594,5.723585101952381,5.264949558148577,5.820082930352362,5.921791508346787,6.333279628139691,6.3348054382269,1.9459101490553132,1.9104802194843926,2.0794415416798357,4.115139235849088,5.703782474656201,5.834137698730623,4.248495242049359,4.368509930219091
