S1213_Actual,S1213_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1132_Actual,S1132_Simulated
4.406719247264253,3.9736462603351703,1.791759469228055,1.3000568012839122,2.5649493574615367,2.9404301144203595,3.295836866004329,2.3621206429605626,3.6888794541139363,2.945350239029016,3.6635616461296463,3.4455535302596,0.0,0.00845563664876762,1.6094379124341003,0.8320702696305738,1.3862943611198906,1.0863350080236112
4.406719247264253,4.513344356222038,1.791759469228055,1.2527785574298835,2.5649493574615367,3.5590268574313337,3.295836866004329,1.939938039462838,3.6888794541139363,4.59815078847843,3.6635616461296463,3.6534218907468805,0.0,0.0,1.6094379124341003,0.7744975821625815,1.3862943611198906,1.8937887802391216
4.406719247264253,3.496689833535975,1.791759469228055,1.496305716210637,2.5649493574615367,7.714268888878484,3.295836866004329,2.8012833609976986,3.6888794541139363,4.087437948196812,3.6635616461296463,3.9772109044411073,0.0,0.0452441550749501,1.6094379124341003,0.792250407378368,1.3862943611198906,0.6728598339160967
4.406719247264253,4.360415313406577,1.791759469228055,0.5933799791583961,2.5649493574615367,3.3659002318609152,3.295836866004329,3.5426386362658424,3.6888794541139363,3.0050544234673287,3.6635616461296463,3.7121427939496225,0.0,0.08004928347109828,1.6094379124341003,0.5375206285632561,1.3862943611198906,0.5362454368139968
4.406719247264253,3.029164647998049,1.791759469228055,1.3147894903908541,2.5649493574615367,4.887418114436673,3.295836866004329,3.740747218091869,3.6888794541139363,3.336505610449856,3.6635616461296463,2.8715608553313734,0.0,0.014074389009969136,1.6094379124341003,1.3534702478266443,1.3862943611198906,1.6945312471274838
4.406719247264253,4.001766701525806,1.791759469228055,2.791321985307189,2.5649493574615367,8.949345689721774,3.295836866004329,1.5721926859285924,3.6888794541139363,2.647432445851086,3.6635616461296463,2.437449838597739,0.0,0.0,1.6094379124341003,0.9602437747652649,1.3862943611198906,0.23344146767913598
4.406719247264253,4.750084229147674,1.791759469228055,2.1942788985395194,2.5649493574615367,5.351934932415579,3.295836866004329,1.6755113040855183,3.6888794541139363,3.4625731070963814,3.6635616461296463,3.7306642548792945,0.0,0.03537142296230833,1.6094379124341003,0.7161905373452485,1.6094379124341003,0.9976238210313974
4.406719247264253,3.059910498947138,1.791759469228055,0.3379066611406224,2.5649493574615367,9.058379419458362,3.295836866004329,0.8099994028797268,3.6888794541139363,4.211655622902059,3.6635616461296463,3.9022063733752446,0.0,0.05245054959138853,1.6094379124341003,0.7400129881346557,1.6094379124341003,1.295031260294313
4.406719247264253,6.181891420351151,1.791759469228055,2.032545631394382,2.5649493574615367,0.0,3.295836866004329,2.0435640009604654,3.6888794541139363,3.7271671529555133,3.6635616461296463,4.924489250344921,0.0,0.08988782540144441,1.6094379124341003,1.003133529430111,1.6094379124341003,2.284073603690998
4.406719247264253,3.786727335980274,1.791759469228055,0.41322126329563935,2.5649493574615367,2.2144789795320206,3.295836866004329,2.8780753961713064,3.6888794541139363,3.4760784200320938,3.6635616461296463,2.582456376402463,0.0,0.0,1.6094379124341003,0.72030325895639,1.6094379124341003,2.1275454008725303
4.406719247264253,3.241645589923036,1.791759469228055,0.7941346385251047,2.5649493574615367,4.817741968303278,3.295836866004329,3.0632000957738854,3.6888794541139363,4.711008790190734,3.6635616461296463,3.407135433909846,0.0,0.0,1.6094379124341003,1.697869033140577,1.6094379124341003,1.2750241241997895
4.406719247264253,4.301309013968161,1.791759469228055,0.7123756889003912,2.5649493574615367,2.872023152530737,3.295836866004329,2.0656996941739356,3.6888794541139363,2.8858858443459763,3.6635616461296463,2.3359025038362002,0.0,0.09392976435343622,1.6094379124341003,0.08433746378929075,1.6094379124341003,1.663494425781106
4.406719247264253,4.1707106179228655,1.791759469228055,0.9841247578293595,2.5649493574615367,1.6774529011101402,3.295836866004329,2.131603823032158,3.6888794541139363,3.2795279208917814,3.6635616461296463,3.738336654835738,0.0,0.0,1.6094379124341003,0.6093288581590083,1.6094379124341003,0.7950126736700409
4.418840607796598,4.100697175333714,1.791759469228055,2.320530211278907,2.5649493574615367,5.564239667038645,3.295836866004329,1.4808452583816334,3.6888794541139363,1.7009485788770182,3.6635616461296463,3.7279147366943706,0.0,0.0,1.6094379124341003,0.028365225723639753,1.6094379124341003,0.0
4.418840607796598,3.9440312917324025,1.791759469228055,1.8260767893225598,2.5649493574615367,2.3572987770442326,3.295836866004329,2.0194887243921187,3.6971782569286313,3.0741519478410364,3.6635616461296463,3.30646852076895,0.0,0.0,1.6094379124341003,1.7774120657582542,1.6094379124341003,1.2731021401661204
4.418840607796598,4.131720727427492,1.791759469228055,2.151968527431798,2.5649493574615367,2.3225508613977572,3.295836866004329,1.2490095625588673,3.7054087560651467,3.046208358192843,3.6635616461296463,3.6372970627794046,0.0,0.09016783836470796,1.6094379124341003,0.0,1.6094379124341003,0.946991688064132
4.418840607796598,4.043447345498964,1.791759469228055,0.8921267847922941,2.5649493574615367,1.1628622616062914,3.295836866004329,2.5541182853814552,3.713572066704308,1.9333538605709333,3.6635616461296463,4.257231642159752,0.0,0.0,1.6094379124341003,0.7830284368488051,1.6094379124341003,0.0
4.430816798843313,3.826780929488956,1.791759469228055,0.0,2.5649493574615367,5.70242848882766,3.295836866004329,2.38194517643435,3.7376696182833684,2.154841431100973,3.6635616461296463,4.355535232257704,0.0,0.10037076056762692,1.6094379124341003,1.3781230202119903,1.6094379124341003,1.5192579365422172
4.442651256490317,3.852578660538051,1.791759469228055,2.3156914528350985,2.5649493574615367,3.774535131523277,3.295836866004329,2.557334031307006,3.7612001156935624,3.5968067657580063,3.6635616461296463,3.394525655160225,0.0,0.0,1.6094379124341003,1.16346552121607,1.6094379124341003,1.9525921691122874
4.454347296253507,3.7451477780313502,1.791759469228055,1.7623085770879725,2.5649493574615367,0.0,3.295836866004329,2.705796657227514,3.7612001156935624,4.285849410699788,3.7612001156935624,4.574399070271824,0.0,0.0,1.6094379124341003,0.0,1.6094379124341003,0.38067574629851275
4.465908118654584,4.3757082782051855,1.791759469228055,1.9671734911775647,2.5649493574615367,4.524890252910585,3.295836866004329,2.049000218241412,3.7612001156935624,3.3452582809424642,3.7612001156935624,3.386736697460561,0.0,0.032135762124163296,1.6094379124341003,0.7524060146155396,1.6094379124341003,1.8218072259472438
4.473541743509655,4.561890759468903,1.8458266904983307,0.7026152003045865,2.5649493574615367,6.963594049699857,3.295836866004329,2.7675512627060694,3.7689221617874726,2.438046955361359,3.784189633918261,3.687992571096636,0.0,0.07298290950795079,1.6094379124341003,1.2770983525313913,1.6094379124341003,1.544527116714213
4.481117537318112,4.462285766053337,1.8971199848858813,2.5617206379780195,2.5649493574615367,0.0,3.295836866004329,1.9200981857058066,3.7765850345330416,2.0964396324529675,3.8066624897703196,4.127261596346996,0.0,0.0,1.6094379124341003,0.26850355284755056,1.6094379124341003,1.3285858014189453
4.48863636973214,4.613159575546168,1.9459101490553132,1.219694227604124,2.5649493574615367,3.1595608598017413,3.295836866004329,0.2209037708063697,3.784189633918261,1.5574971722656001,3.828641396489095,4.117949454936783,0.0,0.0,1.6094379124341003,1.2459378299747508,1.6094379124341003,1.59758825259276
