S1488_Actual,S1488_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1132_Actual,S1132_Simulated
0.0,0.8908388900930552,2.302585092994046,3.347618273965604,2.9444389791664403,4.16307628472785
0.0,0.981290014170018,2.302585092994046,2.3951220977573238,2.9444389791664403,4.937165747068633
0.0,0.09504276679237011,2.302585092994046,1.4007666655564046,2.9444389791664403,2.0170474363592263
0.0,0.5194099120601087,2.302585092994046,1.4163044114891121,2.9444389791664403,4.463669357767462
0.0,0.0,2.302585092994046,3.995878742602362,2.9444389791664403,4.612768253737477
0.0,0.49211526476465256,2.302585092994046,4.053880988996398,2.9444389791664403,2.7696188438188463
0.0,0.0,2.302585092994046,5.654469134732483,2.9444389791664403,2.2526111812566607
0.0,0.0,2.302585092994046,2.151354547701538,2.9444389791664403,3.405604470926563
0.0,0.0,2.302585092994046,4.478802641440587,2.9444389791664403,6.462122528543338
0.0,0.0,2.302585092994046,0.8342359765459997,2.9444389791664403,6.546832823531745
0.0,0.663691515843711,2.302585092994046,6.7608173178911635,2.9444389791664403,4.398336820597217
0.0,0.9946157383603252,2.302585092994046,3.8832352291531476,2.9444389791664403,2.625106083655764
0.0,2.277692363581411,2.302585092994046,2.9018458681518693,2.9444389791664403,3.6467760792019908
0.0,0.5590553747682585,2.302585092994046,0.9116576896220807,2.9444389791664403,2.42804021575526
0.0,0.0,2.302585092994046,1.1328330820162322,2.9444389791664403,3.5390557975465184
0.0,0.5250075140761974,2.302585092994046,1.1092922235315452,2.9444389791664403,3.5164849069692283
0.0,0.8116701906102707,2.302585092994046,3.4616241355242043,2.9444389791664403,3.784329308122088
0.0,0.8993046665797887,2.302585092994046,5.0401360757678955,2.9444389791664403,4.008867269774285
0.0,2.576635804050312,2.302585092994046,2.657203360154114,2.9444389791664403,3.6688468971591224
0.0,2.0411693718610344,2.302585092994046,0.009399549399225826,2.9444389791664403,3.7458668387553384
0.0,0.0,2.302585092994046,5.081169910585776,2.9444389791664403,5.902319490107265
0.0,0.22436142195360542,2.302585092994046,3.3364768640649634,2.9444389791664403,3.38653124989251
0.0,0.8126001701350172,2.302585092994046,3.561440826441034,2.9444389791664403,5.725859275691811
0.0,0.0,2.302585092994046,5.285057697450232,2.9444389791664403,3.4258892717498757
