,Actual_last_5_vals,Mean_Simulation,Simulated_10,Simulated_13,Simulated_15,Simulated_2,Simulated_23,Simulated_28,Simulated_21,Simulated_26,Simulated_16,Simulated_12,Simulated_5,Simulated_7,Simulated_6,Simulated_4,Simulated_14,Simulated_17,Simulated_25,Simulated_20,Simulated_19,Simulated_8,Simulated_3,Simulated_9,Simulated_29,Simulated_0,Simulated_11,Simulated_18,Simulated_27,Simulated_22,Simulated_24,Simulated_1
0,17359.285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17360.714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17362.14285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17363.571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,17365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,14841.67,14841.67,14841.67,14841.67,14841.67,14841.67,14841.67,14841.67,14841.67,14841.67,14841.67,14841.67,14841.67,14841.67,14841.67,14841.67,14841.67,14841.67,14841.67,14841.67,14841.67,14841.67,14841.67,14841.67,14841.67,14841.67,14841.67,14841.67,14841.67,14841.67,14841.67
6,,14310.11,14333.37,14536.95,13508.2,13715.62,12731.6,16762.46,14362.77,13646.99,13281.55,13764.02,11996.31,13936.35,15362.01,16535.47,16546.05,14430.91,14027.3,15557.41,11599.07,16199.26,14707.73,16677.22,12770.71,14729.47,15119.77,13304.23,14631.39,12171.78,14124.58,14232.79
7,,14940.78,14937.98,15508.55,14269.77,15198.49,14533.68,13991.06,15663.86,17012.14,14234.96,14758.77,15772.15,15295.22,14222.63,15845.8,16090.22,12048.73,13903.48,14028.69,16281.67,14680.06,16323.53,14747.79,15713.37,13994.74,18265.19,12120.82,14233.21,15126.47,17383.52,12036.72
8,,14814.19,14497.86,15252.75,15161.61,16930.85,14965.92,15089.17,14744.2,15014.06,13871.11,15841.93,14523.56,13844.03,16834.15,13520.77,14847.07,14162.34,14180.6,18136.97,14580.5,13556.82,10175.88,16281.89,16707.21,13379.77,15094.1,13537.35,15063.7,16905.07,16327.78,11396.77
9,,14780.04,12766.7,16704.86,13848.77,15878.21,15555.98,14355.89,12949.69,14541.09,15394.89,14667.48,13825.58,13077.88,16129.33,14264.25,16089.59,12801.36,17018.0,14787.29,13210.44,16916.6,15128.85,15271.1,16031.31,14847.63,14063.76,16762.66,12314.52,13598.19,14237.65,16361.56
10,,14577.09,15480.4,15303.97,14091.01,14646.41,15930.69,14949.43,14113.52,13618.03,12449.75,15064.49,16024.86,13941.3,13560.7,13728.79,15510.26,15381.18,12388.4,14803.62,13875.94,13837.16,13757.68,14848.51,15717.32,16173.05,14211.46,16535.89,16984.2,13523.21,12058.57,14802.91
11,,14522.94,14684.01,14487.53,12602.5,14034.71,16247.85,15582.85,16899.69,16581.62,14307.03,11566.27,13492.66,15000.97,14895.78,12437.9,12067.94,15591.39,13489.91,16146.72,12526.25,13632.71,14207.49,13335.62,14168.52,15394.65,13131.7,14009.03,15837.3,17714.2,17932.2,13681.21
12,,14265.4,14446.99,13954.5,14026.96,12286.74,12669.01,13930.84,13019.89,13285.72,13964.15,16230.47,14190.83,13992.12,14860.77,14060.24,13924.59,16040.49,14036.25,13897.45,15678.03,14038.83,16009.14,16014.22,15822.08,13474.21,13351.49,15098.07,11601.46,15325.89,15703.71,13026.74
13,,15324.5,17159.59,14897.16,15920.59,15361.18,16306.47,13229.04,14255.37,15069.69,14909.39,17681.03,15622.99,16110.71,15620.19,12915.39,15487.04,14563.06,13975.75,15117.66,15593.73,13342.78,16285.27,16644.74,14129.95,17752.67,17643.05,13787.38,13335.98,15803.75,17095.83,14117.5
14,,15140.24,14831.57,14609.7,15301.57,13167.55,15089.65,15931.24,15889.56,15761.3,15620.67,15589.28,15882.97,14067.91,17451.1,14628.67,14232.29,16899.18,12779.91,14434.95,14542.57,16046.1,16886.24,15386.14,16810.98,13421.56,14423.13,15610.95,15366.7,15499.84,15826.06,12217.85
15,,14873.95,14846.53,14575.75,12606.51,14503.87,14142.88,14093.68,14281.85,14665.27,11203.09,15302.26,16172.98,11981.39,13574.04,15488.67,15844.25,14879.37,15622.85,15637.13,15513.15,12202.16,15512.67,17932.2,15956.61,17296.47,16644.42,14073.41,15466.66,15690.9,16966.79,13540.84
16,,14913.91,15257.14,13232.92,15920.5,14037.74,15539.59,15561.59,13827.41,17022.59,14830.61,15067.06,16811.5,16613.05,15201.36,15242.37,13270.1,14543.05,15311.84,18377.34,16450.01,14799.33,14693.05,15926.69,13668.79,13866.42,13034.38,13256.59,12610.06,17711.19,13548.65,12184.42
17,MAE,,509.68,597.35,785.67,821.57,831.46,848.54,854.91,863.66,882.21,888.71,931.73,936.49,943.15,995.16,1011.78,1015.64,1041.54,1070.53,1083.99,1089.54,1101.04,1113.63,1141.72,1145.26,1207.22,1238.03,1270.07,1279.62,1497.13,1539.88
