S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
5.043425116919247,5.043358935277647,2.772588722239781,2.7807072664271435,2.0794415416798357,2.0794367171216694,2.3978952727983707,2.758814035594837,2.1972245773362196,2.197219752778053,0.0,0.2584221381826032,0.9614111671546247,0.20685662069483068,3.8151731794382284,3.823269319088567,4.248495242049359,4.259317964501312,4.1588830833596715,3.120694763201825,0.6931471805599453,0.6931423560017795,1.3862943611198906,1.6089708831764524,0.0,0.0,3.4339872044851463,3.5239287803852912,2.540996116439044,2.9437270199684966
5.043425116919247,5.044193782315109,2.772588722239781,2.7540770367386056,2.0794415416798357,2.0794418687708696,2.3978952727983707,2.4296937796147366,2.1972245773362196,2.1972208928073726,0.0,0.31821922255584884,0.9007865453381899,0.0,3.818557277422469,3.8336976949239627,4.248495242049359,4.247317116445587,4.1588830833596715,2.71543285453505,0.6931471805599453,0.6931426376935882,1.3862943611198906,1.6178509728228505,0.0,0.0,3.4339872044851463,3.6850490955071886,2.5470384308950065,2.1624788312952328
5.043425116919247,5.043251384792187,2.772588722239781,2.84451701479458,2.0794415416798357,2.0794406030526327,2.3978952727983707,2.2880089406936057,2.1972245773362196,2.197218543383439,0.0,0.06248514642787342,0.8362480242006186,0.2946053014939023,3.821929961901108,3.7783236356360757,4.248495242049359,4.239655856599801,4.1588830833596715,3.4232070502124388,0.6931471805599453,0.6931413744391453,1.3862943611198906,1.6036772004596755,0.0,3.212004701410062e-07,3.4339872044851463,3.374176701785173,2.5530444549552187,2.6944370558767403
5.043425116919247,5.043053359402144,2.772588722239781,2.820504811046351,2.0794415416798357,2.0794403471469782,2.3978952727983707,3.196975814372133,2.1972245773362196,2.1972166023652324,0.0,0.5203929287153242,0.7672551527136671,0.0,3.8252913096038133,3.8091666906486967,4.248495242049359,4.224394015798584,4.1588830833596715,2.9885397613878433,0.6931471805599453,0.6931373447235554,1.3862943611198906,1.5322887701878007,0.0,0.0,3.4339872044851463,3.5868927483947344,2.559014621941722,2.7248629972360163
5.043425116919247,5.043375174624722,2.772588722239781,2.7586443195500583,2.0794415416798357,2.0794364498058835,2.3978952727983707,2.4967897912733137,2.1972245773362196,2.197219753276655,0.0,0.40617373459204104,0.6931471805599453,0.0,3.828641396489095,3.8317350525774434,4.248495242049359,4.259625099427065,4.1588830833596715,3.015221973046121,0.6931471805599453,0.6931449314805834,1.3862943611198906,1.6230900745928667,0.0,0.0,3.4339872044851463,3.5456511060594926,2.5649493574615367,2.8359523476836266
5.043425116919247,5.043802511344451,2.772588722239781,2.780090317500208,2.0794415416798357,2.079439775186767,2.3978952727983707,3.0451076642087456,2.1972245773362196,2.197223423608124,0.0,0.05729637641978494,0.6931471805599453,0.6707735008575257,3.828641396489095,3.8697325958063584,4.248495242049359,4.282303899568149,4.1588830833596715,2.870578077482164,0.6931471805599453,0.6931427677384451,1.3862943611198906,1.7836888284645565,0.0,0.0,3.4339872044851463,3.5400475356921777,2.5649493574615367,2.4404461822143615
5.043425116919247,5.04310415535954,2.772588722239781,2.751908961989029,2.0794415416798357,2.079438461471554,2.3978952727983707,3.2344431626264845,2.1972245773362196,2.1972213493871555,0.0,0.7191420016219865,0.6931471805599453,0.1551733307872201,3.828641396489095,3.794382239151444,4.248495242049359,4.270045831014301,4.1588830833596715,3.555002874851558,0.6931471805599453,0.6931430984907352,1.3862943611198906,1.716495772065597,0.0,0.0,3.4339872044851463,3.6576988909639883,2.5649493574615367,2.4178712625671643
5.043425116919247,5.043343797972791,2.772588722239781,2.836230506886656,2.0794415416798357,2.079435463936567,2.3978952727983707,2.285032468129306,2.1972245773362196,2.1972251109790633,0.0,0.06416554294839569,0.6931471805599453,0.0,3.828641396489095,3.7979668403588143,4.248495242049359,4.283228861558118,4.1588830833596715,4.041496208584283,0.6931471805599453,0.6931396046110642,1.3862943611198906,1.5627309943227787,0.0,0.0,3.4339872044851463,3.72569274058913,2.5649493574615367,2.434714461078295
5.043425116919247,5.0429385859127205,2.772588722239781,2.750389403210939,2.0794415416798357,2.079436985994189,2.3978952727983707,2.739810767587385,2.1972245773362196,2.197213964303978,0.0,0.44894556217894055,0.6931471805599453,0.07937624531704665,3.828641396489095,3.841232838129143,4.248495242049359,4.23589908227049,4.1588830833596715,3.308992787669691,0.6931471805599453,0.6931490062933264,1.3862943611198906,1.3411413936983108,0.0,0.0,3.4339872044851463,3.4075695590666317,2.5649493574615367,3.817245531323482
5.043425116919247,5.043314658075292,2.772588722239781,2.8239228181898572,2.0794415416798357,2.0794301749732145,2.3978952727983707,2.504688277326414,2.1972245773362196,2.1972188334013087,0.0,0.4461337162461773,0.6931471805599453,0.2736886763941172,3.828641396489095,3.8359261497091786,4.248495242049359,4.27424811865036,4.1588830833596715,2.3036407807812753,0.6931471805599453,0.6931415215034804,1.3862943611198906,1.704278363547314,0.0,0.0,3.4339872044851463,3.4847217500724366,2.5649493574615367,2.401534236794003
5.043425116919247,5.0435998651090035,2.772588722239781,2.7622801418395144,2.0794415416798357,2.0794384524128877,2.3978952727983707,2.7007532734163395,2.1972245773362196,2.1972157797471934,0.0,0.3097547069247311,0.6931471805599453,0.4002682141179905,3.828641396489095,3.8496856397670585,4.248495242049359,4.271804944103682,4.1588830833596715,2.973689659334992,0.6931471805599453,0.6931440365515136,1.3862943611198906,1.2763361505908275,0.0,0.0,3.4339872044851463,3.4653992739386625,2.5649493574615367,2.049441117265566
5.043425116919247,5.043237062371965,2.772588722239781,2.747942578728691,2.0794415416798357,2.0794390374620897,2.3978952727983707,3.263082633898869,2.1972245773362196,2.197211955960812,0.0,0.5102958196920329,0.6931471805599453,0.0,3.828641396489095,3.8264837945001537,4.248495242049359,4.265622045254402,4.1588830833596715,3.1881265848157976,0.6931471805599453,0.6931399963333991,1.3862943611198906,1.7788153933671382,0.0,0.0,3.4339872044851463,3.36521981816669,2.5649493574615367,2.8802465719231587
