RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S1488_Actual,S1488_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
2.4849066497880004,2.4351529294238996,3.6888794541139363,3.6722441908396397,0.0,0.0,2.5649493574615367,2.5672529730537423,4.820281565605037,4.8074087568215615,0.0,0.40739436740944157,1.3862943611198906,0.6401965770877169,2.9444389791664403,2.944434154608274,1.0986122886681098,1.6906070759942677
2.4849066497880004,2.44752436513875,3.6888794541139363,3.6774668410665567,0.0,0.0,2.5649493574615367,2.5818576789811845,4.820281565605037,4.84413729329922,0.0,0.4393161294781051,1.3862943611198906,1.2066218158472837,2.9444389791664403,2.9444348493343564,1.0986122886681098,1.928238973730976
2.4849066497880004,2.3476729735434287,3.6888794541139363,3.6438406593671435,0.0,0.0,2.5649493574615367,2.5577075575079653,4.820281565605037,4.802062753428748,0.0,0.20143512918524728,1.3862943611198906,2.0615523515378165,2.9444389791664403,2.9444386799091062,1.0986122886681098,2.457539576753314
2.4849066497880004,2.5248768048087262,3.6888794541139363,3.6598436874754627,0.0,0.0,2.5649493574615367,2.5687908405920528,4.820281565605037,4.768414752030717,0.0,0.5519942407121629,1.3862943611198906,1.4030032314693963,2.9444389791664403,2.9444371955987547,1.0986122886681098,1.2381904256425573
2.4849066497880004,2.4190428942122075,3.6888794541139363,3.65189704341878,0.0,2.805888663187178e-06,2.5649493574615367,2.5557094076303737,4.820281565605037,4.803419649489733,0.0,0.48552779447499556,1.3862943611198906,0.0,2.9444389791664403,2.9444327022614103,1.0986122886681098,1.5674664422127003
2.4849066497880004,2.4346571965534363,3.713572066704308,3.6931799499864337,0.0,0.0,2.5649493574615367,2.5609837257932657,4.832305758571839,4.848214491931437,0.0,0.552380477503333,1.3862943611198906,0.9279238676106691,2.9444389791664403,2.944433338493741,1.0986122886681098,1.5430225190746567
2.4849066497880004,2.3717554029834855,3.7376696182833684,3.6695775024268276,0.0,0.0,2.5649493574615367,2.582988319393328,4.844187086458591,4.82087885684169,0.0,0.23157576993817378,1.3862943611198906,1.197776560739865,2.9444389791664403,2.944436011730343,1.0986122886681098,1.0728289781414126
2.4849066497880004,2.4317141191548326,3.728100167267218,3.653996811645316,0.0,0.0,2.5649493574615367,2.5670474821150293,4.847331743138063,4.800469898983244,0.0,0.5888407541539374,1.3862943611198906,0.6653806387164141,2.9444389791664403,2.944438272385278,1.0986122886681098,1.8125855358799914
2.4849066497880004,2.4421357751728094,3.7184382563554808,3.6644503392902594,0.0,0.0,2.5649493574615367,2.5642276816735885,4.850466541943434,4.819975770211374,0.0,0.5504737187897122,1.3862943611198906,1.6172110195490277,2.9444389791664403,2.9444345391343707,1.0986122886681098,1.2428387555018623
2.4849066497880004,2.4519183451023525,3.708682081410116,3.6904248856426785,0.0,0.0,2.5649493574615367,2.5547298818214155,4.853591544486569,4.777347470583848,0.0,0.6761097065265844,1.3862943611198906,0.0,2.9444389791664403,2.944434413277678,1.0986122886681098,1.170205883514582
2.4849066497880004,2.46798261900654,3.6988297849671046,3.6799407083246787,0.0,0.0,2.5649493574615367,2.5739005491774494,4.856706811803519,4.772404099200914,0.0,0.8187578980514247,1.3862943611198906,0.0,2.9444389791664403,2.9444295069707715,1.0986122886681098,1.619951466283771
2.4849066497880004,2.423481935358764,3.6888794541139363,3.6746642107499756,0.0,0.0,2.5649493574615367,2.566073543279434,4.859812404361672,4.762055542369396,0.0,0.0,1.3862943611198906,1.3868186536260048,2.9444389791664403,2.9444395596024764,1.0986122886681098,1.3982646873251292
