RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,S00108_Actual,S00108_Simulated
4.454347296253507,5.112958552709485,3.044522437723423,3.1324916786314416,2.70805020110221,2.842322744116647,4.31748811353631,3.9462715619334965,1.3862943611198906,1.0310430254238616
4.454347296253507,6.264241030731138,3.044522437723423,3.3285456944412357,2.70805020110221,1.266589781372474,4.31748811353631,2.0242894511699734,1.3862943611198906,0.0
4.454347296253507,4.876557532703247,3.044522437723423,2.1346960079813213,2.70805020110221,2.027999316998926,4.330733340286331,3.4932876613300934,1.3862943611198906,1.0515605569587543
4.51085950651685,7.042017495265069,3.091042453358316,1.9596372167441236,2.70805020110221,1.4018589426102634,4.709530201312334,2.8295580441672765,1.3862943611198906,1.0474589200416222
4.672828834461906,4.646788521266377,3.1780538303479458,3.457345981736718,2.70805020110221,4.751000270718813,4.736198448394496,4.1030247975081275,1.3862943611198906,0.7302903119437267
4.672828834461906,8.029431489988397,3.1780538303479458,4.788069869595752,2.70805020110221,2.417380709812068,4.74493212836325,4.486815008084391,1.3862943611198906,0.0
4.6913478822291435,5.627077082238509,3.258096538021482,6.44506149677182,2.70805020110221,0.0,4.574710978503383,3.2319404581351368,1.3862943611198906,2.075198316268547
4.955827057601261,5.809185486766744,3.258096538021482,1.8611710791658618,2.70805020110221,0.0,3.970291913552122,2.7025570847738996,1.3862943611198906,2.5915810323916135
4.969813299576001,7.747825909233646,3.258096538021482,2.7949876401158105,2.70805020110221,0.0,4.143134726391533,5.76222004597432,1.3862943611198906,1.2954220190125223
4.969813299576001,4.167508742378359,3.258096538021482,2.4358588479153376,2.70805020110221,3.1517202445624513,4.127134385045092,4.262680215701593,1.3862943611198906,2.1887621381285163
4.962844630259907,5.62037434996524,3.5553480614894135,1.6513619354995126,2.5649493574615367,2.7026236221459685,4.248495242049359,3.710714877861967,1.3862943611198906,0.09987383265932581
4.962844630259907,6.32713388427832,3.5553480614894135,1.0221808167894264,2.5649493574615367,1.5635082088352108,4.23410650459726,5.606259140425976,1.3862943611198906,0.521857870182946
