S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1155_Actual,S1155_Simulated
5.583496308781699,5.905965091877481,5.147494476813453,5.406354149356674,5.953243334287785,6.198847681621536,1.9459101490553132,2.218394196647229,2.5649493574615367,3.5535918260069694,6.040254711277414,5.778379256897303,3.8918202981106265,3.9342304055250064
5.575949103146316,5.751993824282976,5.159055299214529,5.43816215649382,5.948034989180646,7.12828218352005,1.9459101490553132,1.7222945731013102,2.4849066497880004,4.375197541184752,6.059123195581797,5.974331199586603,3.828641396489095,3.579383052598793
5.572154032177765,6.286250041961155,5.170483995038151,5.142180330015272,5.953243334287785,5.987846668408574,1.9459101490553132,2.5503773438472463,2.3978952727983707,2.662799837996158,6.0844994130751715,5.085078780439472,3.828641396489095,3.794692790630662
5.796057750765372,5.8540644724112685,5.768320995793772,4.3793335461209395,6.313548046277095,6.183657427278117,1.9459101490553132,2.594586858316574,2.70805020110221,4.15164663732928,6.293419278846481,5.321724772899239,4.1588830833596715,4.480261630072173
5.796057750765372,5.885581632298215,5.720311776607412,5.534017991700997,6.274762021241939,5.3768499625465624,1.9459101490553132,2.2705092602099235,2.70805020110221,3.651555984045976,5.700443573390687,4.9613722961077835,4.1588830833596715,4.272030265332917
5.84354441703136,5.412658728189551,5.726847747587197,5.42713068640644,6.272877006546167,6.369265818169128,1.9459101490553132,1.1370590676008814,2.8903717578961645,3.7355564119437283,5.707110264748875,4.128843781598411,4.1588830833596715,3.7776975736413263
5.8377304471659395,5.672037812112928,5.726847747587197,6.083491028432129,6.269096283706261,6.24505480158212,1.9459101490553132,2.439635054671848,2.5649493574615367,4.13327929676824,5.697093486505405,5.968286382209385,4.174387269895637,3.683757413514039
5.834810737062605,6.419499375621185,5.739792912179234,4.97249322893963,6.285998094508865,6.3558600857155305,1.9459101490553132,2.2956490023916243,2.302585092994046,3.1001539188448475,5.697093486505405,4.612692739728056,4.189654742026425,4.012940229184467
5.834810737062605,5.195159901675579,5.7430031878094825,4.969751708674353,6.306275286948016,6.067846283431221,1.9459101490553132,1.0913771650757498,2.6390573296152584,4.301355291808234,5.723585101952381,6.091766495893144,4.189654742026425,3.4521336038230075
5.8377304471659395,5.758983584741745,5.723585101952381,6.5176222284575065,6.333279628139691,6.072592483133615,1.9459101490553132,2.3929703459160137,2.0794415416798357,3.330495294978323,5.703782474656201,6.4863705495467485,4.248495242049359,4.739866051543465
5.8377304471659395,5.387172575854448,5.723585101952381,5.162734680317117,6.335054251498059,5.939005802515959,1.9459101490553132,0.4474180446594256,2.0794415416798357,3.3885883989103003,5.713732805509369,5.64708893484737,4.248495242049359,3.5137368652433576
5.840641657373398,5.592468429151242,5.726847747587197,5.312232195774083,6.327936783729195,5.36008992536834,1.9459101490553132,1.7494344097224768,2.833213344056216,3.713835808786231,5.703782474656201,5.608005599512007,4.248495242049359,4.5884865253968705
5.840641657373398,5.39039652005034,5.726847747587197,4.413381321602434,6.327936783729195,6.579717690165477,1.9459101490553132,2.6309035054391936,2.772588722239781,3.501518626090233,5.717027701406222,6.224644058900098,4.248495242049359,4.15709781860914
5.786897381366708,6.12642773892573,5.717027701406222,6.568869379159096,6.311734809152915,5.881570684226352,1.9459101490553132,2.251695107954615,2.833213344056216,4.482893420094712,5.700443573390687,6.126472100877381,4.248495242049359,3.4429019780761756
5.783825182329737,5.417615757362672,5.720311776607412,4.831582471491932,6.302618975744905,6.1973685439974995,1.9459101490553132,1.2992367043423787,2.9444389791664403,2.8965316238160166,5.69035945432406,5.454270836787109,4.248495242049359,4.390607289206909
5.7745515455444085,5.9644696043850365,5.720311776607412,5.798485119546691,6.313548046277095,6.522598362824402,1.9459101490553132,1.3298510795970833,2.995732273553991,3.3077611297299403,5.680172609017068,5.76758766232129,4.2626798770413155,4.206095693394632
5.755742213586912,5.981693759948916,5.720311776607412,6.108379769274548,6.3080984415095305,6.320244816363101,1.791759469228055,3.3354086785378567,2.995732273553991,3.307516149968482,5.631211781821365,5.278335301016239,4.23410650459726,3.471866988087695
5.765191102784844,7.12390213291956,5.726847747587197,5.501592196973545,6.298949246855942,6.2737859787197445,1.791759469228055,3.452419400993895,3.091042453358316,2.9491056008904817,5.634789603169249,6.908651574886523,4.23410650459726,4.741359507520327
5.765191102784844,6.594535947381831,5.733341276897746,6.041766163439697,6.298949246855942,7.0447309609927125,1.791759469228055,2.892986715173286,2.772588722239781,5.235990093414672,5.66988092298052,5.232348825718391,4.23410650459726,3.465711116274613
5.75890177387728,5.904081946678989,5.703782474656201,5.534723249499345,6.278521424165844,6.088156906672121,1.791759469228055,2.3182984191210543,2.302585092994046,4.8185896424480985,5.6131281063880705,5.4718775371609985,4.23410650459726,4.311850951558475
5.7745515455444085,6.876082214513786,5.717027701406222,5.472412174842193,6.278521424165844,5.1580538851218165,1.791759469228055,3.010844922318498,2.4849066497880004,3.2525243489626967,5.616771097666572,5.661403440764544,4.23410650459726,4.4206579686328755
5.765191102784844,5.844253004449283,5.71042701737487,5.747550572978516,6.2878585601617845,5.743511129290356,1.791759469228055,2.2051332199304836,2.302585092994046,3.5671560183262874,5.616771097666572,6.530610496357381,4.23410650459726,4.636572840097351
5.777652323222656,5.465965443435737,5.707110264748875,6.118531467456045,6.3080984415095305,6.469003149877526,1.791759469228055,3.22229499097359,2.3978952727983707,3.91772107974268,5.66988092298052,5.315657860446459,4.23410650459726,4.012994182584869
5.777652323222656,5.885845427820232,5.707110264748875,5.8227260229512545,6.3080984415095305,6.512104127411967,1.791759469228055,2.664784120922952,2.302585092994046,4.652538315872894,5.66988092298052,5.710133857988802,4.23410650459726,3.970697825174901
