S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S1132_Actual,S1132_Simulated
1.0986122886681098,1.0077415013145123,0.0,1.571048938306501,0.6931471805599453,0.9610498910441571,1.992430164690206,2.3875430850499346,3.3202283191284883,1.6889869029199953,0.0,0.0,0.0,0.18393647179709674
1.0986122886681098,1.0647649800833054,0.0,1.579332952833034,0.6931471805599453,0.6396968401446296,1.9694406464655074,1.7279950499535108,3.3262343431887,2.912687536019683,0.0,0.0,0.0,0.4892437674293172
1.0986122886681098,0.594188737933885,0.0,2.144094096063111,0.6931471805599453,0.9233396398175641,1.9459101490553132,2.902061609335436,3.332204510175204,2.8616808754578873,0.0,0.0,0.0,0.01419184365986842
1.0986122886681098,0.8846970372518952,0.0,1.3298159036465989,0.6931471805599453,0.7346032628271018,1.9299098077088723,1.7860700758736607,3.332204510175204,1.352906520426111,0.0,0.0,0.0,0.540862366465186
1.0986122886681098,1.2823134133662306,0.0,0.3698489304048387,0.6931471805599453,1.2328913341248193,1.9136492868370918,1.9977313050219694,3.332204510175204,2.0817518250572773,0.0,0.0,0.0,0.6672869236664193
1.0986122886681098,1.3713134806557516,0.0,1.5486326239993717,0.6931471805599453,0.8804090138848408,1.8971199848858813,2.6678841208125403,3.332204510175204,2.288330498735641,0.0,0.0,0.0,0.4206980144546008
1.0986122886681098,0.5553424711514978,0.0,2.972332795868218,0.6931471805599453,0.4867667698409471,1.8803128665695001,3.167556744837695,3.332204510175204,1.2793084820523273,0.0,0.0,0.0,0.7342952520659493
1.0986122886681098,0.9260217476323648,0.0,1.6605031875341376,0.6931471805599453,1.126677690957301,1.8632184332102,3.1482427625197005,3.332204510175204,1.33178909505168,0.0,0.0,0.0,0.8179485742060372
1.0986122886681098,1.0352946482427825,0.0,2.252220771841363,0.6931471805599453,1.2851504057950363,1.8458266904983307,3.111520542131807,3.332204510175204,0.8852511196042799,0.0,4.950439299002687e-06,0.0,0.06377032374114151
1.0986122886681098,1.4394434821282875,0.0,2.751396946953667,0.6931471805599453,1.5209887434273202,1.8281271133989299,2.8090281087994398,3.332204510175204,1.7819594949349296,0.0,0.0,0.0,0.3377953898075374
1.0986122886681098,1.417849635885382,0.0,1.9062306922831167,0.6931471805599453,0.519466643452078,1.8101086078962514,2.767294094002065,3.332204510175204,0.6865064167646122,0.0,0.0,0.0,0.44954853197236844
1.0986122886681098,1.051231634212935,0.0,0.0,0.6931471805599453,0.5767542180707041,1.791759469228055,1.9094913355820387,3.332204510175204,1.6670242733496385,0.0,0.0,0.0,0.1567230901148947
