,Actual_last_5_vals,Simulated_0,Simulated_1,Simulated_2,Simulated_3,Simulated_4,Simulated_5,Simulated_6,Simulated_7,Simulated_8,Simulated_9,Simulated_10,Simulated_11,Simulated_12,Simulated_13,Simulated_14,Simulated_15,Simulated_16,Simulated_17,Simulated_18,Simulated_19,Simulated_20,Simulated_21,Simulated_22,Simulated_23,Simulated_24,Simulated_25,Simulated_26,Simulated_27,Simulated_28,Simulated_29
159,17351.666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,17355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,17358.333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,17361.666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,17365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,,15718.302572131259,15718.302572131259,15718.302572131259,15718.302572131259,15718.302572131259,15718.302572131259,15718.302572131259,15718.302572131259,15718.302572131259,15718.302572131259,15718.302572131259,15718.302572131259,15718.302572131259,15718.302572131259,15718.302572131259,15718.302572131259,15718.302572131259,15718.302572131259,15718.302572131259,15718.302572131259,15718.302572131259,15718.302572131259,15718.302572131259,15718.302572131259,15718.302572131259,15718.302572131259,15718.302572131259,15718.302572131259,15718.302572131259,15718.302572131259
165,,16610.606637217224,17013.17088206313,14736.310059657675,15288.217668947402,14446.623019140536,16512.05344667908,17815.820967714684,15081.735676007389,16860.517178762362,18109.062982579966,16910.913570657187,13750.931430501121,16204.807235256461,18095.14191223437,16634.72819085815,15217.753621942516,13471.010902898946,19977.596057590672,16345.664985594709,15339.569080202891,15240.958028346337,15360.620466712859,17521.461751685067,15699.963301127013,14580.981427676335,16486.646664399283,15193.092263500886,17296.785119996515,15311.435908053418,16426.028084889997
166,,16774.7458158197,15401.847033201819,16217.974358140324,15980.604372048176,16037.723734965162,16286.02046173385,14253.839764737253,14689.789299071072,15680.289465285137,14239.427342714433,17070.945398480424,16897.660667009306,14324.545763639273,16049.25171901594,16704.43864432015,14701.407416346214,16117.927699293192,15837.340821501393,14110.59217478487,15047.993482695214,16725.855673677437,15302.7385861952,15124.404362081246,14959.478846374759,15369.851434516528,17491.846930890883,15026.522811621384,14946.732204950229,16377.61214478519,18222.019340412055
167,,15273.434700167702,16917.068477921373,15995.006167621465,16496.832832922606,16644.252071143565,13775.04432873031,15000.17906881272,16854.336969714,14934.136190694751,13757.489211425956,16009.687889581799,15297.097509131894,14336.721376017136,17662.474431091152,14134.337410303926,13842.92537253396,18219.783942536844,15586.224333699338,13456.73592790938,17025.700281178222,17258.080464336294,14186.788262653143,17043.416397445057,14946.254715706176,15740.888530719889,15103.259875526961,17254.247460114377,17961.120576297435,16287.079680157043,17565.647111580067
168,,12433.18019126837,16918.27003132154,14827.53278031786,14721.945807050066,17002.072052014904,12769.681571692963,17017.792771205503,17090.80006812571,16489.233255967927,14764.975798955884,14790.932340768064,14398.128893701127,13963.395309383013,15422.96922348915,18690.367283119638,14238.306321752192,14664.91006371515,16493.656336094056,18913.023358515475,12206.615549798657,17073.92021131185,13515.003037049817,15123.921272079571,13984.918792069826,14991.957544759636,15411.283513969993,16358.457288887872,15997.813458550198,16619.811572949933,15495.611356234858
169,,16273.392339429563,17029.955327299205,15970.614016295698,14916.523621861952,16471.517074861007,14181.860204983685,14499.719087596506,17030.98065705302,15944.838103535762,13784.348626333822,14100.342995283469,13652.547069541177,15190.665621815011,15313.961774084999,18565.65837650952,16579.89638241155,17561.191869482253,14801.058883551032,18464.49424730106,15148.55093103981,15092.689073532703,13533.944706337203,14440.798510789533,14810.94082884068,17016.519045548433,18631.090232854072,16054.90554027709,15702.613341582872,15409.549170151717,15504.97661643608
