RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00122_Actual,S00122_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
3.367295829986474,3.182826244321462,0.0,0.17804065448848427,0.0,1.0120744067826586,3.784189633918261,3.1131672510296626,5.181783550292085,3.495480419818657,1.3862943611198906,1.4002786624897638,4.844187086458591,4.465479026967496,0.6931471805599453,0.3168034653383228,3.044522437723423,2.3619558113018173,0.0,1.1044258036092558
3.367295829986474,3.0356563385933812,0.0,0.06706362119383207,0.0,0.4283634472710578,3.784189633918261,1.870740056244954,5.181783550292085,3.1762740015927133,1.3862943611198906,0.3743168113564006,4.844187086458591,5.075840246027166,0.6931471805599453,0.12165700442026564,3.044522437723423,2.198046668878488,0.0,1.8741104564705728
3.367295829986474,2.875471696741592,0.0,0.04233921255087028,0.0,1.4146575110126332,3.784189633918261,3.5448999916377466,5.181783550292085,2.794680789699262,1.3862943611198906,0.13966353714987,4.844187086458591,4.570749887901149,0.6931471805599453,0.3269939202200581,3.044522437723423,3.618821035565639,0.0,0.21195287063643486
3.367295829986474,3.7103288372946324,0.0,0.37972291714239126,0.0,2.3756187752577675,3.784189633918261,2.6481480584212522,5.181783550292085,4.072973511960423,1.3862943611198906,1.3750235621114784,4.844187086458591,5.600131700762155,0.6931471805599453,0.15198883625637505,3.044522437723423,1.1758568485604162,0.0,0.5483188688018579
3.367295829986474,2.877035017641491,0.0,0.0,0.0,2.0550240912568993,3.784189633918261,2.5506173941164167,5.181783550292085,2.5455836902771725,1.3862943611198906,0.9115921474061712,4.844187086458591,5.421213277962844,0.6931471805599453,0.23602162456807693,3.044522437723423,0.9315250614779655,0.0,1.3849236250951584
3.367295829986474,2.4281140472096014,0.0,0.6636185675197611,0.0,2.37071820637155,3.784189633918261,3.1407824728635516,5.181783550292085,3.536920679012712,1.3862943611198906,0.9652549174061044,4.844187086458591,5.26106533470598,0.6931471805599453,0.0,3.044522437723423,2.801418502752527,0.0,0.6307930560812008
3.367295829986474,2.1335210980338006,0.0,0.7416700686071124,0.0,0.400960528807094,3.784189633918261,2.959203057631286,5.181783550292085,3.2069047025246227,1.3862943611198906,0.7724869029380433,4.844187086458591,3.6604557290386457,0.6931471805599453,0.3175398404993155,3.044522437723423,4.281775173269789,0.0,2.070917166779089
3.367295829986474,2.9403115240235063,0.0,0.4208481738844436,0.0,2.472118983071174,3.784189633918261,2.768610222789724,5.181783550292085,3.6227355225038242,1.3862943611198906,0.2285686167418577,4.844187086458591,3.80298417035153,0.6931471805599453,0.13429330291778518,3.044522437723423,1.8632199446590543,0.0,0.0
3.367295829986474,3.3778684735260427,0.0,0.4773388550757806,0.0,1.7052037116714884,3.784189633918261,3.0561788667915164,5.181783550292085,3.8536370074891275,1.3862943611198906,0.7865020554198469,4.844187086458591,5.599121898628226,0.6931471805599453,0.29353795572645525,3.044522437723423,2.0591193703542303,0.0,0.18640545934083075
3.367295829986474,3.2820803499939233,0.0,1.0358250922460561,0.0,1.0551422068814023,3.784189633918261,3.2249295750241043,5.181783550292085,4.0345575618619245,1.3862943611198906,0.6769311911036929,4.844187086458591,4.450903460647732,0.6931471805599453,0.6348777399086865,3.044522437723423,2.851106750225683,0.0,0.2765230256850757
3.367295829986474,3.0206960370702065,0.0,0.0,0.0,2.042853722514474,3.784189633918261,4.096119029764746,5.181783550292085,5.006267744654857,1.3862943611198906,1.6370112848235616,4.844187086458591,4.558039028353973,0.6931471805599453,0.27091232647941427,3.044522437723423,2.58266242601203,0.0,1.1225241244699624
3.367295829986474,4.252140010370052,0.0,0.5595951724618222,0.0,3.026856337807109,3.784189633918261,3.773084496016175,5.181783550292085,1.3561862143425079,1.3862943611198906,2.190718445006163,4.844187086458591,3.7538249747219297,0.6931471805599453,0.6253195444325925,3.044522437723423,1.406010575633416,0.0,1.840605377051844
