S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
1.6094379124341003,1.5756497927369877,1.013619075834717,0.25241187134073034,0.6931471805599453,0.6743462050229961,0.0,1.1795748374291268,1.9459101490553132,2.628571057555208,4.237963789997018,3.400715103324849,1.0986122886681098,0.9743739085513304,1.6094379124341003,1.566371245538988,1.0986122886681098,1.0986074641099446,0.0,0.28515064114304844
1.6094379124341003,1.3503452764913972,1.0216512475319812,0.0,0.6931471805599453,0.8772757846642606,0.0,0.0,1.9459101490553132,2.895239971317337,4.238925791033208,3.456434452321547,1.0986122886681098,1.134503005571553,1.6094379124341003,1.5894171144820712,1.0986122886681098,1.0986061499723503,0.0,0.3446563604667269
1.6094379124341003,1.543314309635354,1.0296194171811583,0.9915916991359082,0.6931471805599453,0.7252940430883547,0.0,1.4608948040239,1.9459101490553132,2.6369851378315543,4.239886867512759,3.2467002387887303,1.0986122886681098,1.0826145306694224,1.6094379124341003,1.526453627273272,1.0986122886681098,1.0986039881709795,0.0,0.9802158009599224
1.6094379124341003,1.1785145601887712,1.0375245966882716,0.48160833041743967,0.6931471805599453,0.6286479782783758,0.0,1.3980221667354769,1.9459101490553132,2.1205584752562205,4.240847021211102,3.769937654700615,1.0986122886681098,1.2234317226537228,1.6094379124341003,1.6056533734309903,1.0986122886681098,1.0986066197200002,0.0,0.0
1.6094379124341003,1.6415705364790285,1.0453677741492975,0.6091478282806724,0.6931471805599453,0.5597622053078765,0.0,0.5693664601929624,1.9459101490553132,1.3858268793763913,4.241806253898562,2.9329922406156252,1.0986122886681098,1.0992383060871365,1.6094379124341003,1.6348105321244324,1.0986122886681098,1.0986046865315162,0.0,1.3050546817432354
1.6094379124341003,1.1452999362570218,1.0531499145913523,1.1518095566113349,0.6931471805599453,0.5479155181072088,0.0,1.3602776208228444,1.9459101490553132,2.9256309928268998,4.242764567340374,2.777253192596988,1.0986122886681098,1.1674123576826132,1.6094379124341003,1.490267434143848,1.0986122886681098,1.09861111657195,0.0,0.0
1.6094379124341003,1.9653694428495712,1.0608719606852626,0.1190865397314736,0.6931471805599453,0.7454376504958877,0.0,1.2395040480459563,1.9459101490553132,2.5487707283934613,4.243721963296702,4.133861340812158,1.0986122886681098,1.1507014456156746,1.6094379124341003,1.6873971912695913,1.0986122886681098,1.0986085719675038,0.0,0.0
1.6094379124341003,1.5465501570753468,1.0685348334308318,0.0,0.6931471805599453,0.7156089833430086,0.0,1.2231485412823409,1.9459101490553132,2.6528199410246325,4.244678443522658,3.9575013725768686,1.0986122886681098,0.8574546137047541,1.6094379124341003,1.489275832949923,1.0986122886681098,1.0986114192343621,0.0,0.0
1.6094379124341003,1.916573184171757,1.076139432816051,0.7430407294478737,0.6931471805599453,0.4742448016044683,0.0,1.4623890049448036,1.9459101490553132,2.9670800193174074,4.2456340097683265,5.164183563871869,1.0986122886681098,0.9623695374400216,1.6094379124341003,1.4082393702245644,1.0986122886681098,1.0986053224995211,0.0,0.0
1.6094379124341003,2.032957735921071,1.083686638451434,1.1566325574188094,0.6931471805599453,0.7540406636509304,0.0,0.9452227322795426,1.9459101490553132,3.0025781569007504,4.246588663778778,2.4935862830846967,1.0986122886681098,1.521772617451433,1.6094379124341003,1.5105778741132332,1.0986122886681098,1.0986012194706154,0.0,0.6227020541720836
1.6094379124341003,2.174853312240546,1.0911773101805915,0.0020875163344242775,0.6931471805599453,0.44461794402865085,0.0,2.1749786288373825,1.9459101490553132,3.1488234110878777,4.2475424072940875,4.635251273032275,1.0986122886681098,0.8280266933483196,1.6094379124341003,1.6044462448082897,1.0986122886681098,1.0986035120700604,0.0,0.0
1.6094379124341003,1.9625312392147705,1.0986122886681098,0.4408892199567001,0.6931471805599453,0.7846837135696897,0.0,2.18928901826428,1.9459101490553132,2.6736023724893094,4.248495242049359,2.885172091241251,1.0986122886681098,0.9828194702163559,1.6094379124341003,1.5328571388456114,1.0986122886681098,1.0986035513362844,0.0,0.5557698820470991
