S1905_Actual,S1905_Simulated,S1481_Actual,S1481_Simulated
0.0,0.36172044398760594,0.0,0.502759145915681
0.0,0.0,0.0,1.544726173013412
0.0,0.5828843181219499,0.0,1.3986703595053704
0.0,0.0,0.0,0.05216801833898743
0.0,0.12847206223580682,0.0,0.24721100084384895
0.0,0.28801990121577725,0.0,0.409854706216993
0.0,0.14143769890216223,0.15415067982725825,0.6970389844952866
0.0,0.02967937323380121,0.2876820724517809,0.21791981960825146
0.0,0.21493913238832674,0.4054651081081644,0.5678870622092382
0.0,0.6374258715963845,0.5108256237659906,1.1026182312384276
0.0,0.0,0.6061358035703155,0.7770724411897021
0.0,0.41882743754533336,0.6931471805599453,0.32676948627529423
